項目数,項目集合,事例数,支持度,支持度（％）
2,場合別1=休憩時間 | 被災学年=1,349,0.05722249549106411,5.7222
2,場合別1=各教科等 | 被災学年=2,346,0.056730611575668145,5.6731
2,発生場所2=体育館・屋内運動場 | 被災学年=2,345,0.05656665027053615,5.6567
2,発生場所1=学校外（園外） | 発生場所2=道路,343,0.05623872766027217,5.6239
2,発生場所1=学校外（園外） | 被災学年=1,339,0.05558288243974422,5.5583
2,和暦=平成 | 給付年度=27,338,0.055418921134612234,5.5419
2,性別=男 | 発生場所2=学校外運動場・競技場,337,0.05525495982948024,5.5255
2,和暦=平成 | 給付年度=30,335,0.05492703721921627,5.4927
2,被災学年=6 | 被災学校種=小,334,0.054763075914084275,5.4763
2,和暦=平成 | 給付年度=17,333,0.05459911460895229,5.4599
2,発生場所1=学校外（園外） | 被災学校種=中,333,0.05459911460895229,5.4599
2,場合別2=体育（保健体育） | 被災学校種=高,332,0.054435153303820295,5.4435
2,和暦=平成 | 競技種目=サッカー・フットサル,331,0.05427119199868831,5.4271
2,和暦=平成 | 給付年度=24,331,0.05427119199868831,5.4271
2,場合別1=休憩時間 | 発生場所2=教室（保育室）,330,0.05410723069355632,5.4107
2,場合別1=通学中 | 発生場所1=学校外（園外）,327,0.05361534677816036,5.3615
2,場合別2=昼食時休憩時間中 | 性別=男,325,0.05328742416789638,5.3287
2,和暦=平成 | 給付年度=29,322,0.05279554025250041,5.2796
2,競技種目=野球（含軟式） | 被災学年=2,321,0.05263157894736842,5.2632
2,和暦=令和 | 給付年度=2,321,0.05263157894736842,5.2632
2,和暦=平成 | 給付年度=26,320,0.05246761764223643,5.2468
2,和暦=平成 | 発生場所2=廊下,318,0.05213969503197245,5.214
2,和暦=平成 | 被災学年=5,315,0.051647811116576486,5.1648
2,和暦=令和 | 場合別1=各教科等,313,0.05131988850631251,5.132
2,発生場所2=体育館・屋内運動場 | 被災学年=1,309,0.050664043285784555,5.0664
2,和暦=平成 | 場合別1=保育中,308,0.05050008198065257,5.05
2,和暦=平成 | 給付年度=25,308,0.05050008198065257,5.05
2,和暦=平成 | 給付年度=28,308,0.05050008198065257,5.05
2,競技種目=野球（含軟式） | 被災学年=1,303,0.04968027545499262,4.968
2,和暦=平成 | 被災学年=6,302,0.04951631414986063,4.9516
2,被災学年=5 | 被災学校種=小,301,0.04935235284472864,4.9352
2,和暦=令和 | 給付年度=1,300,0.04918839153959666,4.9188
2,場合別2=体育（保健体育） | 性別=女,299,0.049024430234464664,4.9024
2,性別=女 | 発生場所1=学校外（園外）,298,0.04886046892933268,4.886
2,場合別2=体育（保健体育） | 被災学校種=中,298,0.04886046892933268,4.886
2,発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル,295,0.04836858501393671,4.8369
2,場合別1=課外指導 | 競技種目=サッカー・フットサル,295,0.04836858501393671,4.8369
2,場合別2=体育的部活動 | 競技種目=サッカー・フットサル,295,0.04836858501393671,4.8369
2,発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル,294,0.048204623708804725,4.8205
2,場合別1=休憩時間 | 被災学年=3,293,0.04804066240367273,4.8041
2,和暦=平成 | 被災学年=4,293,0.04804066240367273,4.8041
2,場合別1=通学中 | 発生場所2=道路,290,0.047548778488276766,4.7549
2,発生場所2=教室（保育室） | 被災学校種=小,289,0.04738481718314478,4.7385
2,和暦=平成 | 給付年度=23,288,0.04722085587801279,4.7221
2,被災学年=1 | 被災学校種=小,287,0.0470568945728808,4.7057
2,和暦=令和 | 被災学年=3,280,0.045909165436956875,4.5909
2,和暦=令和 | 給付年度=3,278,0.0455812428266929,4.5581
2,和暦=令和 | 発生場所2=体育館・屋内運動場,276,0.04525332021642892,4.5253
2,場合別2=昼食時休憩時間中 | 被災学校種=小,275,0.04508935891129694,4.5089
2,和暦=平成 | 発生場所2=学校外運動場・競技場,274,0.044925397606164943,4.4925
2,場合別2=体育（保健体育） | 被災学年=3,273,0.04476143630103296,4.4761
2,性別=男 | 発生場所2=廊下,272,0.044597474995900964,4.4597
2,性別=男 | 給付年度=18,272,0.044597474995900964,4.4597
2,場合別1=各教科等 | 被災学年=1,271,0.04443351369076898,4.4434
2,和暦=平成 | 発生場所2=その他,268,0.04394162977537301,4.3942
2,和暦=令和 | 給付年度=5,266,0.04361370716510903,4.3614
2,被災学年=2 | 被災学校種=小,265,0.043449745859977046,4.345
2,場合別1=休憩時間 | 発生場所2=廊下,262,0.04295786194458108,4.2958
2,場合別2=体育（保健体育） | 被災学年=2,262,0.04295786194458108,4.2958
2,和暦=平成 | 発生場所2=道路,261,0.04279390063944909,4.2794
2,被災学年=4 | 被災学校種=小,261,0.04279390063944909,4.2794
2,和暦=令和 | 場合別1=休憩時間,258,0.04230201672405312,4.2302
2,発生場所1=学校外（園外） | 被災学年=3,257,0.042138055418921135,4.2138
2,和暦=令和 | 発生場所1=学校外（園外）,257,0.042138055418921135,4.2138
2,性別=男 | 給付年度=19,256,0.04197409411378915,4.1974
2,和暦=平成 | 場合別1=通学中,254,0.04164617150352517,4.1646
2,性別=男 | 給付年度=20,250,0.04099032628299721,4.099
2,場合別1=保育中 | 被災学校種=保,249,0.04082636497786522,4.0826
2,場合別2=体育（保健体育） | 被災学校種=小,246,0.04033448106246926,4.0334
2,性別=女 | 発生場所2=教室（保育室）,245,0.04017051975733727,4.0171
2,和暦=平成 | 場合別1=特別活動（除学校行事）,245,0.04017051975733727,4.0171
2,発生場所2=学校外運動場・競技場 | 被災学校種=高,245,0.04017051975733727,4.0171
2,性別=男 | 被災学年=5,244,0.04000655845220528,4.0007
2,性別=男 | 給付年度=22,243,0.03984259714707329,3.9843
2,和暦=令和 | 場合別2=体育（保健体育）,243,0.03984259714707329,3.9843
2,性別=男 | 給付年度=30,242,0.039678635841941305,3.9679
2,場合別2=昼食時休憩時間中 | 発生場所1=学校内・校舎内（園内・園舎内）,241,0.03951467453680931,3.9515
2,性別=男 | 被災学年=6,240,0.039350713231677326,3.9351
2,競技種目=野球（含軟式） | 被災学校種=中,240,0.039350713231677326,3.9351
2,被災学年=3 | 被災学校種=小,238,0.039022790621413346,3.9023
2,性別=男 | 給付年度=27,237,0.03885882931628136,3.8859
2,性別=男 | 給付年度=24,236,0.038694868011149366,3.8695
2,性別=男 | 給付年度=21,235,0.03853090670601738,3.8531
2,性別=男 | 給付年度=26,235,0.03853090670601738,3.8531
2,性別=男 | 給付年度=2,235,0.03853090670601738,3.8531
2,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=6,234,0.038366945400885394,3.8367
2,和暦=平成 | 場合別1=学校行事,232,0.038039022790621414,3.8039
2,性別=男 | 給付年度=29,232,0.038039022790621414,3.8039
2,場合別1=特別活動（除学校行事） | 発生場所1=学校内・校舎内（園内・園舎内）,231,0.03787506148548942,3.7875
2,競技種目=サッカー・フットサル | 被災学校種=高,230,0.037711100180357435,3.7711
2,場合別1=休憩時間 | 場合別2=授業終了後の特定時間中,229,0.03754713887522545,3.7547
2,性別=男 | 給付年度=17,228,0.037383177570093455,3.7383
2,場合別1=保育中 | 発生場所1=学校内・校舎内（園内・園舎内）,228,0.037383177570093455,3.7383
2,性別=男 | 被災学年=4,224,0.0367273323495655,3.6727
2,性別=男 | 発生場所2=道路,224,0.0367273323495655,3.6727
2,発生場所2=体育館・屋内運動場 | 被災学年=3,221,0.03623544843416954,3.6235
2,性別=男 | 給付年度=25,220,0.036071487129037544,3.6071
2,性別=男 | 給付年度=23,213,0.034923757993113626,3.4924
2,性別=男 | 給付年度=28,213,0.034923757993113626,3.4924
2,場合別2=昼食時休憩時間中 | 発生場所1=学校内・校舎外（園内・園舎外）,209,0.03426791277258567,3.4268
2,性別=男 | 給付年度=1,209,0.03426791277258567,3.4268
2,和暦=令和 | 給付年度=4,209,0.03426791277258567,3.4268
2,性別=男 | 発生場所2=その他,208,0.03410395146745368,3.4104
2,場合別1=通学中 | 性別=男,206,0.0337760288571897,3.3776
2,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=5,203,0.033284144941793735,3.3284
2,和暦=平成 | 被災学校種=保,200,0.03279226102639777,3.2792
2,場合別1=特別活動（除学校行事） | 被災学校種=小,199,0.03262829972126578,3.2628
2,場合別2=昼食時休憩時間中 | 発生場所2=運動場・校庭（園庭）,198,0.03246433841613379,3.2464
2,性別=男 | 給付年度=3,194,0.03180849319560584,3.1808
2,場合別1=学校行事 | 性別=男,193,0.03164453189047385,3.1645
2,発生場所2=教室（保育室） | 被災学年=2,192,0.03148057058534186,3.1481
2,場合別1=保育中 | 性別=男,192,0.03148057058534186,3.1481
2,発生場所1=学校外（園外） | 被災学校種=小,191,0.03131660928020987,3.1317
2,場合別2=体育（保健体育） | 被災学年=1,191,0.03131660928020987,3.1317
2,和暦=平成 | 場合別2=授業終了後の特定時間中,191,0.03131660928020987,3.1317
2,場合別1=特別活動（除学校行事） | 性別=男,190,0.03115264797507788,3.1153
2,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=4,190,0.03115264797507788,3.1153
2,性別=男 | 給付年度=5,190,0.03115264797507788,3.1153
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=18,186,0.030496802754549926,3.0497
2,場合別1=保育中 | 性別=女,186,0.030496802754549926,3.0497
2,場合別1=通学中 | 場合別2=下校（降園）中,184,0.03016888014428595,3.0169
2,場合別2=下校（降園）中 | 発生場所1=学校外（園外）,183,0.03000491883915396,3.0005
2,発生場所2=体育館・屋内運動場 | 被災学校種=小,176,0.02885718970323004,2.8857
