語1,語2,共起事例数,Jaccard（ネットワーク重み）
ぶつかる,地面,19,0.020127118644067795
残る,移動,19,0.02006335797254488
左手,走る,19,0.02
ネット,残る,19,0.019853709508881923
打ちつける,時間,19,0.019689119170984457
前歯,負う,19,0.019689119170984457
グラウンド,打つ,19,0.01962809917355372
手,頭,19,0.0196078431372549
体育,台,19,0.01954732510288066
手,膝,19,0.01954732510288066
体育,挫創,19,0.019507186858316223
ない,体育,19,0.019487179487179488
場,逃げる,19,0.019348268839103868
上げる,相手,19,0.019348268839103868
相手,腹部,19,0.019348268839103868
きれる,体育,19,0.019328585961342827
バッターボックス,試合,19,0.019289340101522844
場,急,19,0.019250253292806486
欠損,相手,19,0.019153225806451613
出血,時間,19,0.019114688128772636
ふざける,残る,19,0.019095477386934675
向かう,時間,19,0.01901901901901902
意識,残る,19,0.01890547263681592
バッティング,前歯,19,0.01881188118811881
向かう,打つ,19,0.018793273986152326
歩く,運動,19,0.018793273986152326
友人,障害,19,0.018756169792694965
前方,時間,19,0.01873767258382643
前歯,状態,19,0.018536585365853658
前歯,落ちる,19,0.018446601941747572
場,移動,19,0.01833976833976834
体育,見る,19,0.01832208293153327
入院,試合,19,0.01832208293153327
運動,頬,19,0.01828681424446583
場,転落,19,0.01825168107588857
体育,移動,19,0.01825168107588857
時間,肘,19,0.01811248808388942
体育,横,19,0.018043684710351376
参加,試合,19,0.017924528301886792
救急,足,19,0.017857142857142856
体育,向かう,19,0.017790262172284643
スピード,顔面,19,0.017543859649122806
口唇,顔面,19,0.017463235294117647
相手,補綴,19,0.017447199265381085
歯科,相手,19,0.0173992673992674
切る,強打,19,0.01736745886654479
加える,相手,19,0.017272727272727273
場,負う,19,0.01725703905540418
前歯,頭部,19,0.017210144927536232
体育,負う,19,0.017179023508137433
切る,打つ,19,0.01699463327370304
せる,体育,19,0.016964285714285713
球,相手,19,0.016918967052537846
祭,顔面,19,0.016873889875666074
体育,額,19,0.01675485008818342
朝,顔面,19,0.016681299385425813
急,顔面,19,0.016666666666666666
コンクリート,顔面,19,0.016608391608391608
前歯,搬送,19,0.016608391608391608
失う,試合,19,0.016407599309153715
グラウンド,顔面,19,0.01619778346121057
瘢痕,相手,19,0.01619778346121057
相手,落ちる,19,0.016006739679865205
強打,蹴る,19,0.015966386554621848
絡まる,転倒,19,0.01506740681998414
かけっこ,転倒,19,0.014660493827160493
捻る,転倒,19,0.014604150653343582
昇降,転倒,19,0.014404852160727824
休憩,相手,19,0.014383043149129448
肩,転倒,19,0.014264264264264264
腰,転倒,19,0.013950073421439061
背中,転倒,19,0.013788098693759071
れる,眼窩,19,0.013778100072516316
m,れる,19,0.013768115942028985
れる,変形,19,0.013758146270818247
れる,起こす,19,0.013728323699421965
れる,傷,19,0.013718411552346571
れる,ハンドル,19,0.0136986301369863
れる,感覚,19,0.013659237958303379
れる,閉める,19,0.013639626704953339
れる,合う,19,0.0135424091233072
痛み,転倒,19,0.013523131672597865
れる,給食,19,0.013513513513513514
いく,れる,19,0.013408609738884969
れる,祭,19,0.013333333333333334
れる,机,19,0.01330532212885154
れる,鼻,19,0.013286713286713287
れる,体操,19,0.013277428371767994
れる,入れる,19,0.013268156424581005
れる,バレーボール,19,0.013221990257480862
れる,清掃,19,0.01320361362056984
れる,コンクリート,19,0.013167013167013167
れる,振る,19,0.01282051282051282
眼,防,19,0.012692050768203072
眼,破片,19,0.012616201859229747
れる,バット,19,0.012442698100851343
方向,眼,19,0.01236174365647365
眼,訴える,19,0.012250161186331399
ろ,眼,19,0.012109623964308477
戻る,眼,19,0.011721159777914868
眼,間,19,0.011699507389162561
ボール,打席,19,0.011571254567600487
ボール,網膜,19,0.011571254567600487
ボール,防,19,0.011522134627046696
巻き込む,負傷,19,0.011452682338758288
ボール,受傷,19,0.011370436864153202
れる,打球,19,0.011370436864153202
端,負傷,19,0.01132300357568534
出場,負傷,19,0.01130952380952381
一部,負傷,19,0.011296076099881093
調節,負傷,19,0.011235955056179775
ボール,追う,19,0.011222681630242174
昇降,負傷,19,0.011196228638774307
眼,頬,19,0.011169900058788948
学習,負傷,19,0.011156782149148562
負傷,身体,19,0.011130638547158758
ボール,後頭部,19,0.011111111111111112
いく,負傷,19,0.011104617182933957
ボール,左側,19,0.011078717201166181
等,負傷,19,0.0110658124635993
スティック,当たる,19,0.011052937754508435
名,負傷,19,0.011046511627906977
終わる,負傷,19,0.011027278003482298
ボール,朝,19,0.011027278003482298
うし,負傷,19,0.011020881670533642
当たる,網膜,19,0.01100811123986095
参加,負傷,19,0.011001737116386797
キーパー,当たる,19,0.01098901098901099
朝,負傷,19,0.010969976905311778
対,当たる,19,0.010925819436457734
外れる,当たる,19,0.010746606334841629
使用,当たる,19,0.010626398210290829
破る,負傷,19,0.010602678571428572
小指,当たる,19,0.010537992235163616
友達,当たる,19,0.010376843255051884
当たる,痕,19,0.010292524377031419
崩す,眼,19,0.009654471544715448
ライナー,練習,19,0.009161041465766635
ピッチングマシン,練習,19,0.009161041465766635
バック,練習,19,0.009125840537944284
右目,練習,19,0.009073543457497613
痛い,練習,19,0.009013282732447819
練習,～,19,0.008996212121212122
水泳,練習,19,0.008949599623174752
外れる,練習,19,0.008924377642085486
とる,練習,19,0.008895131086142321
校舎,練習,19,0.008833100883310088
バランス,当たる,19,0.008554705087798289
歩く,練習,19,0.008370044052863436
部,頭頂,19,0.00818260120585702
マネージャー,部,19,0.00816151202749141
膜,部,19,0.00815450643776824
ダッシュ,部,19,0.008147512864493996
ベンチ,部,19,0.008137044967880086
ヘディング,部,19,0.008133561643835616
ウォーミングアップ,部,19,0.008130081300813009
四肢,部,19,0.00810926163038839
向く,部,19,0.008088548318433376
部,頚部,19,0.008088548318433376
ブロック,部,19,0.008078231292517007
正面,部,19,0.008064516129032258
部,開ける,19,0.008027038445289396
端,部,19,0.008027038445289396
突っ込む,部,19,0.008023648648648648
直後,部,19,0.008023648648648648
器,部,19,0.008013496415014762
支える,部,19,0.008006742520016857
右腕,部,19,0.00795311845960653
教室,練習,19,0.0072270825408900724
硬い,膜,18,0.6428571428571429
通報,ＡＥＤ,18,0.5142857142857142
番,ＡＥＤ,18,0.3829787234042553
ICD,呼吸,18,0.18181818181818182
声,掛ける,18,0.16822429906542055
網膜,視野,18,0.16216216216216217
四肢,脳,18,0.1565217391304348
呼吸,除,18,0.14634146341463414
底,飛び込む,18,0.14173228346456693
下肢,麻痺,18,0.13740458015267176
切断,薬指,18,0.13138686131386862
呼吸,心肺,18,0.13043478260869565
底,水泳,18,0.1267605633802817
手すり,階,18,0.10909090909090909
身体,麻痺,18,0.10714285714285714
倒立,背中,18,0.1
キャッチャー,バッター,18,0.09944751381215469
減退,調節,18,0.09944751381215469
ネット,張る,18,0.09782608695652174
中心,視力,18,0.0972972972972973
座る,椅子,18,0.0967741935483871
暗い,視力,18,0.0962566844919786
背中,転,18,0.08780487804878048
力,減退,18,0.08780487804878048
外野,捕る,18,0.0861244019138756
側溝,道路,18,0.08571428571428572
イレギュラー,守備,18,0.08530805687203792
下り坂,道路,18,0.08
失う,気,18,0.07563025210084033
ノック,送球,18,0.0743801652892562
反応,意識,18,0.07346938775510205
意識,胸骨,18,0.07258064516129033
眼球,視力,18,0.07142857142857142
熱傷,負う,18,0.07114624505928854
周,意識,18,0.07114624505928854
前方,前輪,18,0.0694980694980695
器,失う,18,0.06844106463878327
失う,植込み,18,0.06691449814126393
意識,教諭,18,0.06666666666666667
バッター,振る,18,0.06451612903225806
マット,背中,18,0.06428571428571428
バット,口元,18,0.06405693950177936
意識,様子,18,0.06382978723404255
コンクリート,角,18,0.06338028169014084
球,送球,18,0.0625
ドア,押す,18,0.061855670103092786
昼休み,校庭,18,0.06143344709897611
ガラス,創,18,0.061016949152542375
競技,ｍ,18,0.060810810810810814
人差し指,左手,18,0.06060606060606061
意識,脳,18,0.059800664451827246
机,準備,18,0.05825242718446602
分,病院,18,0.05750798722044728
受診,変形,18,0.05572755417956656
創,瘢痕,18,0.05521472392638037
病院,終える,18,0.05521472392638037
低下,指,18,0.0547112462006079
ソフトボール,後方,18,0.0547112462006079
残存,疼痛,18,0.0547112462006079
急,意識,18,0.0547112462006079
ゴール,ｍ,18,0.05357142857142857
使用,指,18,0.05357142857142857
病院,身体,18,0.05341246290801187
来る,衝突,18,0.05232558139534884
ソフトボール,ノック,18,0.05202312138728324
園児,室,18,0.05202312138728324
ノック,折れる,18,0.05187319884726225
マット,前方,18,0.05172413793103448
実験,室,18,0.05142857142857143
一緒,下校,18,0.049586776859504134
室,運ぶ,18,0.04878048780487805
つく,左腕,18,0.0481283422459893
ない,状態,18,0.047493403693931395
マシン,打球,18,0.047244094488188976
大会,意識,18,0.04699738903394256
左手,関節,18,0.046875
瘢痕,腕,18,0.04627249357326478
感覚,手術,18,0.04627249357326478
衝突,追いかける,18,0.046153846153846156
廊下,柱,18,0.04568527918781726
手術,調節,18,0.04556962025316456
急,状態,18,0.045454545454545456
振る,近く,18,0.045112781954887216
手術,視,18,0.04488778054862843
シュート,選手,18,0.04477611940298507
",",搬送,18,0.0430622009569378
下校,打ちつける,18,0.042352941176470586
受診,線,18,0.04225352112676056
持つ,挟む,18,0.041474654377880185
られる,痛み,18,0.0410958904109589
手術,減退,18,0.0410958904109589
割れる,左手,18,0.04100227790432802
切る,転ぶ,18,0.04054054054054054
つく,後方,18,0.04044943820224719
疼痛,膝,18,0.04035874439461883
腰,障害,18,0.04
心肺,治療,18,0.04
耳,頭部,18,0.03956043956043956
かける,登校,18,0.03938730853391685
廊下,特定,18,0.039301310043668124
教員,治療,18,0.0391304347826087
柔道,膝,18,0.039045553145336226
かかる,持つ,18,0.039045553145336226
治療,眼球,18,0.039045553145336226
右足,手術,18,0.038876889848812095
歩く,病院,18,0.03879310344827586
目,車,18,0.03870967741935484
負う,頬,18,0.03870967741935484
廊下,清掃,18,0.038461538461538464
外,指,18,0.03773584905660377
搬送,視,18,0.037578288100208766
地面,離す,18,0.037422037422037424
底,搬送,18,0.037422037422037424
救急,視,18,0.03734439834024896
室,角,18,0.037267080745341616
レシーブ,床,18,0.03711340206185567
サッカー,中心,18,0.03711340206185567
サッカー,暗い,18,0.03696098562628337
ぶつける,昇降,18,0.036885245901639344
休憩,複,18,0.03665987780040733
準備,状態,18,0.03643724696356275
右手,窓,18,0.03636363636363636
使用,搬送,18,0.03636363636363636
下校,負う,18,0.03621730382293763
付近,終了,18,0.03621730382293763
ぶつける,前のめり,18,0.03557312252964427
出る,衝突,18,0.03550295857988166
受診,肘,18,0.03550295857988166
搬送,競技,18,0.03550295857988166
られる,外,18,0.03536345776031434
終了,部分,18,0.03515625
受診,指,18,0.03495145631067961
搬送,減退,18,0.03488372093023256
前額,滑る,18,0.03488372093023256
体,持つ,18,0.03481624758220503
側,廊下,18,0.03481624758220503
救急,減退,18,0.03468208092485549
終了,車,18,0.0345489443378119
肘,落ちる,18,0.03415559772296015
右足,蹴る,18,0.03415559772296015
ティー,直撃,18,0.03409090909090909
搬送,関節,18,0.03383458646616541
打ちつける,滑る,18,0.03383458646616541
欠損,顔,18,0.0335195530726257
人,名,18,0.03333333333333333
持つ,近く,18,0.03333333333333333
視力,蹴る,18,0.03308823529411765
振り向く,直撃,18,0.03290676416819013
崩す,手すり,18,0.03290676416819013
外傷,頭部,18,0.032846715328467155
直撃,距離,18,0.03278688524590164
意識,障害,18,0.03272727272727273
つく,落下,18,0.032490974729241874
負う,障害,18,0.03231597845601436
持つ,飛ぶ,18,0.03214285714285714
バランス,手すり,18,0.031914893617021274
搬送,移動,18,0.031914893617021274
室,病院,18,0.03180212014134275
失う,頭部,18,0.031746031746031744
崩す,段,18,0.03146853146853147
ぶつける,移動,18,0.031413612565445025
状態,落ちる,18,0.03130434782608696
地面,線,18,0.03125
かける,頭,18,0.031141868512110725
付近,打球,18,0.031141868512110725
膝,衝突,18,0.031088082901554404
向かう,投げる,18,0.03103448275862069
バドミントン,直撃,18,0.030664395229982964
減退,直撃,18,0.030456852791878174
崩す,身体,18,0.030405405405405407
転ぶ,顔,18,0.030405405405405407
ベランダ,教室,18,0.03015075376884422
人,見る,18,0.030100334448160536
人,窓,18,0.03005008347245409
始業,遊ぶ,18,0.0297029702970297
入る,行く,18,0.0297029702970297
休憩,割れる,18,0.029654036243822075
サッカー,視力,18,0.029605263157894735
室,持つ,18,0.029556650246305417
られる,障害,18,0.029556650246305417
バランス,肩,18,0.029411764705882353
人,内,18,0.029411764705882353
地面,後ろ,18,0.029315960912052116
つまずく,床,18,0.029315960912052116
倒れる,救命,18,0.029315960912052116
バランス,降りる,18,0.02922077922077922
",",倒れる,18,0.029173419773095625
落下,頭,18,0.02912621359223301
本,衝突,18,0.02912621359223301
倒れる,分間,18,0.02912621359223301
席,教室,18,0.029079159935379646
救急,歩く,18,0.029079159935379646
床,折れる,18,0.028985507246376812
右手,状態,18,0.028892455858747994
グラウンド,口,18,0.0288
強い,感じる,18,0.028708133971291867
向かう,顔,18,0.028616852146263912
廊下,瘢痕,18,0.02843601895734597
崩す,関節,18,0.028346456692913385
後ろ,顔,18,0.02830188679245283
ぶつかる,ほお,18,0.02821316614420063
ぶつける,負う,18,0.02821316614420063
つく,廊下,18,0.028169014084507043
バランス,壁,18,0.028169014084507043
入る,打球,18,0.028125
逃げる,遊ぶ,18,0.028037383177570093
せる,搬送,18,0.027993779160186624
かける,ぶつける,18,0.027906976744186046
口,捕る,18,0.027906976744186046
合う,教室,18,0.02786377708978328
搬送,近く,18,0.02773497688751926
倒れる,倒立,18,0.02773497688751926
指,救急,18,0.027607361963190184
体育館,損傷,18,0.027607361963190184
ぶら下がる,手,18,0.027607361963190184
ぶつかる,ドア,18,0.027522935779816515
体育館,瞳,18,0.02748091603053435
体育館,散る,18,0.027439024390243903
別,教室,18,0.02727272727272727
口,鬼ごっこ,18,0.027149321266968326
られる,蹴る,18,0.026986506746626688
ぶつかる,児,18,0.026986506746626688
落ちる,骨折,18,0.02694610778443114
状態,自転車,18,0.026905829596412557
直撃,ｍ,18,0.026785714285714284
行く,頭部,18,0.02674591381872214
かける,人,18,0.026706231454005934
バレーボール,強い,18,0.026587887740029542
両手,教室,18,0.02654867256637168
体育館,打ち付ける,18,0.026392961876832845
ぶつかる,戻る,18,0.026277372262773723
手,支える,18,0.026239067055393587
壁,教室,18,0.026239067055393587
近く,顔,18,0.026200873362445413
入る,蹴る,18,0.026200873362445413
ぶつかる,昼食,18,0.026124818577648767
ふざける,口,18,0.026124818577648767
部分,顔,18,0.02601156069364162
室,滑る,18,0.025974025974025976
ゲーム,強い,18,0.025936599423631124
休憩,落下,18,0.02586206896551724
足,足首,18,0.02586206896551724
崩す,補綴,18,0.02575107296137339
倒れる,名,18,0.025677603423680456
強い,背中,18,0.02564102564102564
崩す,歯科,18,0.02564102564102564
体育館,痕,18,0.02564102564102564
つく,休憩,18,0.025495750708215296
口,負う,18,0.025495750708215296
顔,飛ぶ,18,0.02545968882602546
口,球,18,0.02545968882602546
サッカー,額,18,0.02545968882602546
横,遊ぶ,18,0.025423728813559324
加える,崩す,18,0.02535211267605634
切断,手,18,0.025280898876404494
倒れる,朝,18,0.025245441795231416
捻る,足,18,0.025174825174825177
ショート,野球,18,0.025174825174825177
バランス,補綴,18,0.025139664804469275
手術,蹴る,18,0.025139664804469275
体育館,大会,18,0.025069637883008356
サッカー,飛ぶ,18,0.025034770514603615
られる,人,18,0.025034770514603615
バランス,歯科,18,0.025034770514603615
手,机,18,0.024861878453038673
口,近く,18,0.024793388429752067
体育館,途中,18,0.024759284731774415
バランス,加える,18,0.024759284731774415
植え込む,走る,18,0.024759284731774415
地面,行く,18,0.024691358024691357
強い,道路,18,0.024623803009575923
倒れる,首,18,0.024623803009575923
取る,地面,18,0.02459016393442623
止まる,走る,18,0.02455661664392906
体育館,鬼ごっこ,18,0.024489795918367346
バランス,機能,18,0.024423337856173677
休憩,室,18,0.024390243902439025
入る,顔,18,0.02435723951285521
治療,滑る,18,0.02425876010781671
せる,崩す,18,0.024128686327077747
m,走る,18,0.024096385542168676
バッティング,口,18,0.023968042609853527
強い,階段,18,0.02390438247011952
ぶつかる,衝突,18,0.02384105960264901
投げる,治療,18,0.023809523809523808
られる,口,18,0.023746701846965697
手,背中,18,0.023746701846965697
圧迫,走る,18,0.023746701846965697
強い,後ろ,18,0.023622047244094488
大腿,足,18,0.023529411764705882
取る,床,18,0.02349869451697128
崩す,選手,18,0.02340702210663199
失う,強い,18,0.023346303501945526
イレギュラーバウンド,前歯,18,0.02328589909443726
前方,教室,18,0.02328589909443726
床,手術,18,0.023076923076923078
強い,顎,18,0.022988505747126436
友人,終わる,18,0.022988505747126436
られる,崩す,18,0.02295918367346939
つまずく,手,18,0.02295918367346939
床,障害,18,0.022900763358778626
くる,男子,18,0.022871664548919948
しまう,回転,18,0.022813688212927757
人,膝,18,0.022756005056890013
右手,床,18,0.022727272727272728
ぶつかる,下校,18,0.02258469259723965
しまう,左腕,18,0.0225
トイレ,走る,18,0.0225
付近,強い,18,0.0224159402241594
出す,友人,18,0.022332506203473945
くる,隣,18,0.022332506203473945
体育館,額,18,0.022332506203473945
痕,足,18,0.022304832713754646
地面,本,18,0.022277227722772276
ほお,走る,18,0.022277227722772276
手,階段,18,0.022249690976514216
きれる,しまう,18,0.022222222222222223
うし,しまう,18,0.022222222222222223
乗る,手,18,0.02219482120838471
しまう,入れる,18,0.022167487684729065
しまう,参加,18,0.02214022140221402
強い,指,18,0.02214022140221402
しまう,離れる,18,0.022113022113022112
線,足,18,0.022113022113022112
しまう,小指,18,0.022113022113022112
脱臼,野球,18,0.022085889570552148
窓,足,18,0.022085889570552148
体育館,選手,18,0.022085889570552148
しまう,ろ,18,0.022058823529411766
痛み,足,18,0.02197802197802198
くる,切れる,18,0.02195121951219512
状態,遊ぶ,18,0.02192448233861145
しまう,コンクリート,18,0.02187120291616039
立つ,野球,18,0.021844660194174758
くる,ゴール,18,0.021660649819494584
状,足,18,0.02155688622754491
運動,頚部,18,0.021479713603818614
くる,打ちつける,18,0.02140309155766944
しまう,背中,18,0.021377672209026127
左上,残る,18,0.021377672209026127
しまう,遊び,18,0.021352313167259787
友人,転落,18,0.021251475796930343
くる,昼食,18,0.02112676056338028
内,友人,18,0.02112676056338028
くる,大会,18,0.021101992966002344
強い,状態,18,0.021101992966002344
手,残存,18,0.02102803738317757
直撃,骨折,18,0.021003500583430573
くる,ネット,18,0.02097902097902098
走る,間,18,0.02097902097902098
口,滑る,18,0.020930232558139535
手,肘,18,0.020905923344947737
しまう,見る,18,0.020833333333333332
時間,木,18,0.020785219399538105
ゲーム,前歯,18,0.020761245674740483
保育,走る,18,0.020737327188940093
くる,鬼ごっこ,18,0.020689655172413793
しまう,転落,18,0.020618556701030927
しまう,ソフトボール,18,0.020594965675057208
底,強打,18,0.02050113895216401
前腕,時間,18,0.020454545454545454
シュート,前歯,18,0.02043132803632236
ぶつかる,治療,18,0.02027027027027027
残る,競技,18,0.020202020202020204
プール,強打,18,0.020134228187919462
しまう,向かう,18,0.02011173184357542
サッカー,人,18,0.020089285714285716
失う,野球,18,0.020089285714285716
教員,運動,18,0.020066889632107024
体育,持久走,18,0.0200445434298441
時間,鉄棒,18,0.02
柔道,残る,18,0.02
底,打つ,18,0.019955654101995565
左側,強打,18,0.019933554817275746
場,胸骨,18,0.019845644983461964
名,時間,18,0.019758507135016465
崩す,搬送,18,0.019758507135016465
体育,時限,18,0.019736842105263157
場,破裂,18,0.019715224534501644
遊ぶ,骨折,18,0.019693654266958426
さ,強打,18,0.019672131147540985
体育館,頭部,18,0.019629225736095966
乱取り,相手,18,0.01958650707290533
かける,くる,18,0.01956521739130435
人,直撃,18,0.019543973941368076
左足,時間,18,0.01945945945945946
取り合い,相手,18,0.019438444924406047
ティー,場,18,0.019438444924406047
ゲーム,運動,18,0.019438444924406047
昼休み,運動,18,0.019417475728155338
ドリブル,相手,18,0.019417475728155338
シュート,残る,18,0.01939655172413793
コンクリート,時間,18,0.01939655172413793
バランス,搬送,18,0.01939655172413793
おる,時間,18,0.0193756727664155
ゴール,残る,18,0.01933404940923738
教室,治療,18,0.019271948608137045
相手,睾丸,18,0.019271948608137045
サッカー,口,18,0.019251336898395723
体育,変形,18,0.019251336898395723
体育,体重,18,0.019230769230769232
保健,場,18,0.019169329073482427
体育,失敗,18,0.019148936170212766
体育館,本,18,0.019128586609989374
打つ,部員,18,0.019088016967126194
打つ,隣,18,0.019088016967126194
残る,見る,18,0.019067796610169493
ゴール,強打,18,0.019067796610169493
走る,部分,18,0.01904761904761905
友達,時間,18,0.01900739176346357
時間,痛める,18,0.018947368421052633
体育,技,18,0.01888772298006296
体育,打者,18,0.018848167539267015
走る,選手,18,0.018808777429467086
体育,視,18,0.018808777429467086
強打,窓,18,0.018789144050104383
強打,戻る,18,0.018730489073881373
前額,打つ,18,0.018711018711018712
強打,間,18,0.01867219917012448
投げる,教室,18,0.01867219917012448
強打,昼食,18,0.01865284974093264
守備,強打,18,0.01865284974093264
体育,麻痺,18,0.01865284974093264
友人,状態,18,0.01861427094105481
前歯,球,18,0.01861427094105481
相手,組,18,0.018556701030927835
られる,走る,18,0.018518518518518517
側,時間,18,0.018499486125385406
場,跳ね返る,18,0.018499486125385406
他校,場,18,0.018442622950819672
サッカー,バランス,18,0.018404907975460124
場,鼻,18,0.018386108273748723
相手,視野,18,0.018367346938775512
打つ,見る,18,0.01834862385321101
体育,瞳,18,0.018292682926829267
側,打つ,18,0.018274111675126905
体育,散る,18,0.018274111675126905
いく,相手,18,0.0182370820668693
体育,離れる,18,0.018218623481781375
体育,抜ける,18,0.018218623481781375
打つ,転落,18,0.01818181818181818
倒れる,蹴る,18,0.01812688821752266
体育,急,18,0.01812688821752266
後ろ,運動,18,0.018108651911468814
前方,運動,18,0.017964071856287425
ゲーム,場,18,0.01794616151545364
乗る,打つ,18,0.017786561264822136
運動,顎,18,0.017733990147783252
打つ,ｍ,18,0.01768172888015717
シュート,体育,18,0.01761252446183953
かける,運動,18,0.01744186046511628
指,残る,18,0.017424975798644726
打つ,準備,18,0.017408123791102514
側,場,18,0.017357762777242044
体育,追いかける,18,0.01727447216890595
友人,頭部,18,0.017208413001912046
場,角,18,0.017208413001912046
内,場,18,0.017191977077363897
相手,視力,18,0.017110266159695818
残る,飛ぶ,18,0.017094017094017096
側,相手,18,0.017013232514177693
乗る,場,18,0.016917293233082706
友人,自転車,18,0.016885553470919325
体育,後ろ,18,0.016728624535315983
強打,瘢痕,18,0.016713091922005572
本,野球,18,0.016651248843663275
試合,関節,18,0.016605166051660517
友人,搬送,18,0.016574585635359115
ごと,顔面,18,0.016544117647058824
ゴールキーパー,顔面,18,0.01652892561983471
体育,歩く,18,0.016453382084095063
打つ,落下,18,0.016408386508659983
とる,顔面,18,0.016245487364620937
いく,顔面,18,0.0160857908847185
上がる,顔面,18,0.01607142857142857
的,顔面,18,0.016028495102404273
等,顔面,18,0.016
特定,顔面,18,0.015915119363395226
右手,運動,18,0.015817223198594025
室,打つ,18,0.015803336259877086
気付く,顔面,18,0.015693112467306015
られる,場,18,0.01559792027729636
ドア,顔面,18,0.015530629853321829
体育,切る,18,0.015306122448979591
戻る,顔面,18,0.015126050420168067
ノック,顔面,18,0.01487603305785124
床,運動,18,0.014354066985645933
もつれる,転倒,18,0.014195583596214511
ひっかかる,転倒,18,0.0140625
溝,転倒,18,0.01405152224824356
ランニング,転倒,18,0.013719512195121951
欠損,転倒,18,0.013432835820895522
れる,発見,18,0.013392857142857142
転倒,鼻,18,0.013363028953229399
トイレ,転倒,18,0.013333333333333334
れる,打ち返す,18,0.013245033112582781
れる,設置,18,0.013245033112582781
れる,爪,18,0.013119533527696793
れる,創,18,0.01305293691080493
勢い,転倒,18,0.013015184381778741
れる,ラグビー,18,0.012968299711815562
れる,分,18,0.012949640287769784
れる,実習,18,0.012893982808022923
れる,終える,18,0.012829650748396294
れる,右側,18,0.0127750177430802
れる,股間,18,0.012702893436838392
れる,シャトル,18,0.012596221133659902
れる,瞳,18,0.012578616352201259
れる,散る,18,0.012569832402234637
れる,使う,18,0.012474012474012475
体育,教室,18,0.012388162422573986
眼,黄,18,0.012228260869565218
斑,眼,18,0.012219959266802444
バッターボックス,眼,18,0.012064343163538873
れる,守備,18,0.012056262558606833
眼,破裂,18,0.012016021361815754
振り返る,眼,18,0.01195219123505976
眼,石,18,0.011889035667107
パス,眼,18,0.011741682974559686
来る,眼,18,0.011421319796954314
出す,眼,18,0.011349306431273645
眼,立つ,18,0.011299435028248588
れる,飛ぶ,18,0.011292346298619825
痕,眼,18,0.0111731843575419
シート,ボール,18,0.011042944785276074
ピッチングマシン,ボール,18,0.011042944785276074
ボール,マネージャー,18,0.011036174126302882
カット,ボール,18,0.011036174126302882
ボール,返球,18,0.011022657685241886
チームメイト,ボール,18,0.011009174311926606
ハンドボール,ボール,18,0.010830324909747292
至近,負傷,18,0.010778443113772455
ボール,場所,18,0.01076555023923445
ボール,瞬間,18,0.010752688172043012
ディフェンス,負傷,18,0.010739856801909307
負傷,開ける,18,0.01072066706372841
ゴールキーパー,負傷,18,0.01070154577883472
板,負傷,18,0.01066982809721399
複,負傷,18,0.010650887573964497
ボール,高い,18,0.010520163646990065
一緒,負傷,18,0.010501750291715286
園,負傷,18,0.010459035444509006
バッターボックス,当たる,18,0.010416666666666666
しゃがむ,当たる,18,0.010404624277456647
バレーボール,負傷,18,0.010392609699769052
ボール,昼休み,18,0.010338885697874785
当たる,振り返る,18,0.010332950631458095
当たる,破片,18,0.010327022375215147
負傷,階,18,0.010297482837528604
負傷,遊び,18,0.010238907849829351
当たる,裂傷,18,0.01015228426395939
当たる,思う,18,0.010095344924284913
いく,当たる,18,0.010072747621712367
当たる,挫創,18,0.010050251256281407
ボール,状,18,0.010050251256281407
うし,当たる,18,0.01
ボール,意識,18,0.009825327510917031
勢い,当たる,18,0.00980392156862745
児,当たる,18,0.009782608695652175
当たる,途中,18,0.009615384615384616
ボール,瘢痕,18,0.009523809523809525
転倒,野球,18,0.009287925696594427
サード,練習,18,0.008678881388621022
チームメイト,練習,18,0.008653846153846154
ショート,練習,18,0.008649687650168188
ヘディング,練習,18,0.008637236084452975
スライディング,練習,18,0.008637236084452975
畳,練習,18,0.008633093525179856
キーパー,練習,18,0.00860832137733142
位置,練習,18,0.00860832137733142
処置,練習,18,0.00860832137733142
トレーニング,練習,18,0.008526764566556135
つける,練習,18,0.008522727272727272
帰宅,練習,18,0.008482563619227144
激突,練習,18,0.008470588235294117
練習,追う,18,0.008415147265077139
名,練習,18,0.008344923504867872
割れる,練習,18,0.008028545941123996
返球,部,18,0.007722007722007722
卓球,部,18,0.007708779443254818
一塁,部,18,0.007705479452054794
歯牙,部,18,0.007695596408721676
上腕,部,18,0.007685738684884714
バッターボックス,部,18,0.007685738684884714
スマッシュ,部,18,0.007685738684884714
合同,部,18,0.00767590618336887
引く,部,18,0.0076563164610803916
部,頭痛,18,0.007653061224489796
ICD,部,18,0.007627118644067797
体重,部,18,0.0076077768385460695
失敗,部,18,0.007594936708860759
停止,部,18,0.007594936708860759
板,部,18,0.007575757575757576
合う,部,18,0.00754084625052367
そう,部,18,0.007534533277521975
とる,部,18,0.007531380753138075
作業,部,18,0.007506255212677231
男子,部,18,0.007465781833264205
遊び,部,18,0.0073559460563955865
硬い,血腫,17,0.8947368421052632
膜,血腫,17,0.5862068965517241
剥離,網膜,17,0.40476190476190477
処置,応急,17,0.37777777777777777
戦,紅白,17,0.32075471698113206
教諭,養護,17,0.2698412698412698
バウンド,ワン,17,0.2463768115942029
胸骨,要請,17,0.2361111111111111
担当,教諭,17,0.19540229885057472
四肢,高次,17,0.19540229885057472
後日,通報,17,0.17894736842105263
底,飛び込み,17,0.16666666666666666
