N,N-gram,総出現回数,出現事例数,事例出現率（％）,N別順位
3,病院 搬送 れる,3,3,0.1895,567
3,練習 試合 サード,3,3,0.1895,568
3,前方 倒れる 顔面,3,3,0.1895,569
3,れる 前方 倒れる,3,3,0.1895,570
3,自転車 登校 前方,3,3,0.1895,571
3,顔面 床 落ちる,3,3,0.1895,572
3,強打 歯 折れる,3,3,0.1895,573
3,練習 ノック ボール,3,3,0.1895,574
3,歯 欠ける しまう,3,3,0.1895,575
3,部 終わる 自転車,3,3,0.1895,576
3,終わる 自転車 下校,3,3,0.1895,577
3,バランス 崩す 自転車,3,3,0.1895,578
3,運動 場 ティー,3,3,0.1895,579
3,金属 バット 手,3,3,0.1895,580
3,顔 地面 落ちる,3,3,0.1895,581
3,てんかん 発作 起こす,3,3,0.1895,582
3,部 バント 練習,3,3,0.1895,583
3,野球 部 グラウンド,3,3,0.1895,584
3,選手 打つ ボール,3,3,0.1895,585
3,バッティング 練習 バッティング,3,3,0.1895,586
3,接触 相手 選手,3,3,0.1895,587
3,顔面 打ち付ける 前歯,3,3,0.1895,588
3,自転車 登校 雨,3,3,0.1895,589
3,登校 雨 降る,3,3,0.1895,590
3,休憩 時間 廊下,3,3,0.1895,591
3,転倒 床 口,3,3,0.1895,592
3,バスケットボール 試合 相手,3,3,0.1895,593
3,遊ぶ 友人 足,3,3,0.1895,594
3,投げる られる ボール,3,3,0.1895,595
3,切れる 前歯 本,3,3,0.1895,596
3,練習 試合 ショート,3,3,0.1895,597
3,試合 セカンド 守備,3,3,0.1895,598
3,振る バット 飛ぶ,3,3,0.1895,599
3,振る バット 顔面,3,3,0.1895,600
3,ソフトボール 部 練習,3,3,0.1895,601
3,野球 部 バント,3,3,0.1895,602
3,スリップ 転倒 顔面,3,3,0.1895,603
3,ボール 顔 負傷,3,3,0.1895,604
3,捕る 球 ボール,3,3,0.1895,605
3,練習 サード 守る,3,3,0.1895,606
3,守備 練習 ボール,3,3,0.1895,607
3,守備 打球 イレギュラーバウンド,3,3,0.1895,608
3,歯 強打 負傷,3,3,0.1895,609
3,友人 自転車 接触,3,3,0.1895,610
3,自転車 ごと 前方,3,3,0.1895,611
3,床 強い 打ち付ける,3,3,0.1895,612
3,陸上 競技 部,3,3,0.1895,613
3,床 強打 歯,3,3,0.1895,614
3,床 顔 打つ,3,3,0.1895,615
3,階段 つまずく 転倒,3,3,0.1895,616
3,バレーボール 部 練習,3,3,0.1895,617
3,場 ソフトボール 試合,3,3,0.1895,618
3,顔 相手 頭,3,3,0.1895,619
3,ぶつかる 歯 欠ける,3,3,0.1895,620
3,練習 試合 体育館,3,3,0.1895,621
3,ぶつける 前歯 破る,3,3,0.1895,622
3,体育館 ドッジボール 試合,3,3,0.1895,623
3,顔面 激突 前歯,3,3,0.1895,624
3,特定 時間 階段,3,3,0.1895,625
3,滑る 顔面 転倒,3,3,0.1895,626
3,顔面 転倒 前歯,3,3,0.1895,627
3,特定 時間 教室,3,3,0.1895,628
3,転落 前歯 破る,3,3,0.1895,629
3,骨 骨折 前歯,3,3,0.1895,630
3,投げる ボール 口,3,3,0.1895,631
3,抜ける 歯 歯科,3,3,0.1895,632
3,ぶつける 歯 歯科,3,3,0.1895,633
3,転倒 歯 歯科,3,3,0.1895,634
3,打ちつける 歯 歯科,3,3,0.1895,635
3,つまずく 転倒 顔,3,3,0.1895,636
3,直撃 前歯 欠損,3,3,0.1895,637
3,搬送 れる 前歯,3,3,0.1895,638
3,当たる 前歯 欠損,3,3,0.1895,639
3,顔 直撃 前歯,3,3,0.1895,640
3,治療 歯科 補綴,3,3,0.1895,641
3,治療 前歯 脱臼,3,3,0.1895,642
3,野球 部 外,3,3,0.1895,643
