項目数,項目集合,事例数,支持度,支持度（％）
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 給付年度=27,47,0.02969046114971573,2.969
3,場合別1=休憩時間 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,46,0.029058749210360075,2.9059
3,和暦=平成 | 場合別2=体育（保健体育） | 被災学校種=中,46,0.029058749210360075,2.9059
3,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=3 | 被災学校種=中,46,0.029058749210360075,2.9059
3,和暦=平成 | 場合別1=各教科等 | 被災学年=2,46,0.029058749210360075,2.9059
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=17,46,0.029058749210360075,2.9059
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=17,46,0.029058749210360075,2.9059
3,場合別1=課外指導 | 被災学年=1 | 被災学校種=中,46,0.029058749210360075,2.9059
3,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=2 | 被災学校種=中,46,0.029058749210360075,2.9059
3,場合別1=課外指導 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,46,0.029058749210360075,2.9059
3,和暦=平成 | 競技種目=サッカー・フットサル | 被災学校種=高,46,0.029058749210360075,2.9059
3,場合別1=通学中 | 場合別2=下校（降園）中 | 被災学年=2,46,0.029058749210360075,2.9059
3,場合別2=下校（降園）中 | 発生場所1=学校外（園外） | 被災学年=2,46,0.029058749210360075,2.9059
3,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=3,46,0.029058749210360075,2.9059
3,和暦=平成 | 給付年度=26 | 被災学校種=高,46,0.029058749210360075,2.9059
3,和暦=令和 | 場合別1=課外指導 | 被災学年=1,46,0.029058749210360075,2.9059
3,和暦=令和 | 場合別2=体育的部活動 | 被災学年=1,46,0.029058749210360075,2.9059
3,和暦=令和 | 場合別1=課外指導 | 被災学年=2,46,0.029058749210360075,2.9059
3,場合別1=休憩時間 | 性別=男 | 被災学年=2,45,0.028427037271004423,2.8427
3,和暦=平成 | 場合別1=各教科等 | 競技種目=ソフトボール,45,0.028427037271004423,2.8427
3,和暦=平成 | 場合別2=体育（保健体育） | 競技種目=ソフトボール,45,0.028427037271004423,2.8427
3,場合別2=体育的部活動 | 被災学年=1 | 被災学校種=中,45,0.028427037271004423,2.8427
3,場合別2=体育的部活動 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,45,0.028427037271004423,2.8427
3,場合別1=各教科等 | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,45,0.028427037271004423,2.8427
3,場合別1=各教科等 | 被災学年=3 | 被災学校種=高,45,0.028427037271004423,2.8427
3,場合別1=各教科等 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=高,45,0.028427037271004423,2.8427
3,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=高,45,0.028427037271004423,2.8427
3,発生場所2=体育館・屋内運動場 | 被災学年=3 | 被災学校種=高,45,0.028427037271004423,2.8427
3,和暦=平成 | 性別=男 | 発生場所2=廊下,45,0.028427037271004423,2.8427
3,和暦=平成 | 場合別1=通学中 | 被災学校種=中,45,0.028427037271004423,2.8427
3,和暦=平成 | 発生場所1=学校外（園外） | 給付年度=19,45,0.028427037271004423,2.8427
3,場合別2=体育的部活動 | 性別=男 | 給付年度=19,45,0.028427037271004423,2.8427
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=21,45,0.028427037271004423,2.8427
3,和暦=令和 | 場合別1=通学中 | 通学方法=自転車,45,0.028427037271004423,2.8427
3,和暦=令和 | 発生場所1=学校外（園外） | 通学方法=自転車,45,0.028427037271004423,2.8427
3,和暦=令和 | 発生場所2=道路 | 通学方法=自転車,45,0.028427037271004423,2.8427
3,和暦=平成 | 被災学年=5 | 被災学校種=小,44,0.027795325331648767,2.7795
3,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=小,44,0.027795325331648767,2.7795
3,和暦=平成 | 場合別1=休憩時間 | 発生場所2=教室（保育室）,44,0.027795325331648767,2.7795
3,和暦=平成 | 発生場所1=学校外（園外） | 被災学校種=小,44,0.027795325331648767,2.7795
3,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1 | 被災学校種=中,44,0.027795325331648767,2.7795
3,性別=女 | 被災学年=2 | 被災学校種=中,44,0.027795325331648767,2.7795
3,発生場所2=運動場・校庭（園庭） | 被災学年=2 | 被災学校種=中,44,0.027795325331648767,2.7795
3,場合別2=体育（保健体育） | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,44,0.027795325331648767,2.7795
3,和暦=平成 | 場合別2=下校（降園）中 | 被災学年=1,44,0.027795325331648767,2.7795
3,場合別1=通学中 | 場合別2=下校（降園）中 | 性別=女,44,0.027795325331648767,2.7795
3,場合別2=下校（降園）中 | 性別=女 | 発生場所1=学校外（園外）,44,0.027795325331648767,2.7795
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 給付年度=19,44,0.027795325331648767,2.7795
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 給付年度=19,44,0.027795325331648767,2.7795
3,場合別1=課外指導 | 給付年度=19 | 被災学校種=高,44,0.027795325331648767,2.7795
3,場合別2=体育的部活動 | 給付年度=19 | 被災学校種=高,44,0.027795325331648767,2.7795
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 給付年度=21,44,0.027795325331648767,2.7795
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 給付年度=21,44,0.027795325331648767,2.7795
3,性別=男 | 給付年度=27 | 被災学校種=高,44,0.027795325331648767,2.7795
3,和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,44,0.027795325331648767,2.7795
3,和暦=令和 | 場合別2=体育的部活動 | 被災学年=2,44,0.027795325331648767,2.7795
3,和暦=令和 | 給付年度=2 | 被災学校種=高,44,0.027795325331648767,2.7795
3,和暦=平成 | 場合別2=休憩時間中 | 被災学校種=小,43,0.027163613392293114,2.7164
3,場合別1=通学中 | 発生場所1=学校外（園外） | 通学方法=徒歩,43,0.027163613392293114,2.7164
3,性別=男 | 発生場所2=道路 | 被災学校種=中,43,0.027163613392293114,2.7164
3,和暦=平成 | 場合別1=休憩時間 | 場合別2=授業終了後の特定時間中,43,0.027163613392293114,2.7164
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル,43,0.027163613392293114,2.7164
3,場合別1=各教科等 | 発生場所2=体育館・屋内運動場 | 被災学校種=高,43,0.027163613392293114,2.7164
3,場合別2=体育（保健体育） | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=高,43,0.027163613392293114,2.7164
3,場合別2=体育（保健体育） | 発生場所2=体育館・屋内運動場 | 被災学校種=高,43,0.027163613392293114,2.7164
3,場合別1=通学中 | 場合別2=登校（登園）中 | 被災学年=1,43,0.027163613392293114,2.7164
3,場合別2=登校（登園）中 | 発生場所1=学校外（園外） | 被災学年=1,43,0.027163613392293114,2.7164
3,場合別2=下校（降園）中 | 発生場所2=道路 | 被災学年=2,43,0.027163613392293114,2.7164
3,場合別1=各教科等 | 性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,43,0.027163613392293114,2.7164
3,場合別1=休憩時間 | 性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,43,0.027163613392293114,2.7164
3,和暦=平成 | 場合別1=課外指導 | 給付年度=22,43,0.027163613392293114,2.7164
3,性別=男 | 給付年度=23 | 被災学校種=高,43,0.027163613392293114,2.7164
3,和暦=平成 | 給付年度=24 | 被災学校種=高,43,0.027163613392293114,2.7164
3,和暦=平成 | 給付年度=28 | 被災学校種=高,43,0.027163613392293114,2.7164
3,和暦=令和 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=1,43,0.027163613392293114,2.7164
3,場合別1=休憩時間 | 性別=男 | 発生場所2=教室（保育室）,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別2=登校（登園）中 | 性別=女,42,0.026531901452937462,2.6532
3,場合別1=各教科等 | 性別=男 | 被災学年=2,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別2=体育（保健体育） | 性別=女,42,0.026531901452937462,2.6532
3,場合別1=課外指導 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別2=昼食時休憩時間中 | 発生場所1=学校内・校舎内（園内・園舎内）,42,0.026531901452937462,2.6532
3,場合別2=登校（登園）中 | 発生場所2=道路 | 被災学年=1,42,0.026531901452937462,2.6532
3,場合別2=登校（登園）中 | 被災学年=1 | 通学方法=自転車,42,0.026531901452937462,2.6532
3,和暦=平成 | 被災学年=3 | 通学方法=自転車,42,0.026531901452937462,2.6532
3,場合別2=下校（降園）中 | 性別=女 | 発生場所2=道路,42,0.026531901452937462,2.6532
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=18,42,0.026531901452937462,2.6532
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 給付年度=18,42,0.026531901452937462,2.6532
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 給付年度=18,42,0.026531901452937462,2.6532
3,場合別1=課外指導 | 性別=男 | 給付年度=18,42,0.026531901452937462,2.6532
3,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=廊下 | 被災学校種=中,42,0.026531901452937462,2.6532
3,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=19,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別1=課外指導 | 給付年度=20,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=20,42,0.026531901452937462,2.6532
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=20,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=22,42,0.026531901452937462,2.6532
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=22,42,0.026531901452937462,2.6532
3,和暦=令和 | 発生場所2=運動場・校庭（園庭） | 被災学年=1,42,0.026531901452937462,2.6532
3,和暦=平成 | 場合別1=特別活動（除学校行事） | 発生場所1=学校内・校舎内（園内・園舎内）,41,0.025900189513581806,2.59
3,和暦=平成 | 被災学年=4 | 被災学校種=小,41,0.025900189513581806,2.59
3,性別=男 | 発生場所2=体育館・屋内運動場 | 被災学年=1,41,0.025900189513581806,2.59
3,場合別1=各教科等 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=3,41,0.025900189513581806,2.59
3,場合別1=課外指導 | 性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,41,0.025900189513581806,2.59
3,場合別2=体育的部活動 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,41,0.025900189513581806,2.59
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル,41,0.025900189513581806,2.59
3,発生場所2=体育館・屋内運動場 | 被災学年=1 | 被災学校種=高,41,0.025900189513581806,2.59
3,性別=女 | 発生場所1=学校外（園外） | 被災学年=2,41,0.025900189513581806,2.59
3,場合別1=休憩時間 | 性別=男 | 発生場所2=廊下,41,0.025900189513581806,2.59
3,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=18,41,0.025900189513581806,2.59
3,場合別2=体育的部活動 | 性別=男 | 給付年度=18,41,0.025900189513581806,2.59
3,発生場所1=学校外（園外） | 競技種目=野球（含軟式） | 被災学年=2,41,0.025900189513581806,2.59
3,和暦=平成 | 給付年度=20 | 被災学年=2,41,0.025900189513581806,2.59
3,和暦=平成 | 給付年度=25 | 被災学校種=高,41,0.025900189513581806,2.59
3,和暦=平成 | 給付年度=29 | 被災学校種=高,41,0.025900189513581806,2.59
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=17,40,0.025268477574226154,2.5268
3,和暦=平成 | 性別=男 | 競技種目=ソフトボール,40,0.025268477574226154,2.5268
3,発生場所2=運動場・校庭（園庭） | 被災学年=3 | 被災学校種=中,40,0.025268477574226154,2.5268
3,和暦=平成 | 場合別2=体育（保健体育） | 被災学年=2,40,0.025268477574226154,2.5268
3,性別=男 | 競技種目=野球（含軟式） | 被災学校種=中,40,0.025268477574226154,2.5268
3,場合別2=体育的部活動 | 性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,40,0.025268477574226154,2.5268
3,場合別2=体育（保健体育） | 被災学年=3 | 被災学校種=高,40,0.025268477574226154,2.5268
3,発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル | 被災学校種=高,40,0.025268477574226154,2.5268
3,和暦=平成 | 給付年度=18 | 被災学年=2,40,0.025268477574226154,2.5268
3,場合別1=通学中 | 性別=男 | 被災学校種=中,40,0.025268477574226154,2.5268
3,場合別1=課外指導 | 給付年度=18 | 被災学校種=高,40,0.025268477574226154,2.5268
3,和暦=平成 | 場合別1=課外指導 | 給付年度=21,40,0.025268477574226154,2.5268
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=21,40,0.025268477574226154,2.5268
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=21,40,0.025268477574226154,2.5268
3,性別=男 | 給付年度=26 | 被災学校種=高,40,0.025268477574226154,2.5268
3,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=27,40,0.025268477574226154,2.5268
3,場合別1=課外指導 | 性別=男 | 給付年度=27,40,0.025268477574226154,2.5268
3,性別=男 | 給付年度=28 | 被災学校種=高,40,0.025268477574226154,2.5268
3,和暦=平成 | 場合別1=各教科等 | 被災学校種=小,39,0.024636765634870498,2.4637
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 給付年度=17,39,0.024636765634870498,2.4637
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 給付年度=17,39,0.024636765634870498,2.4637
3,和暦=平成 | 被災学年=3 | 被災学校種=小,39,0.024636765634870498,2.4637
3,和暦=平成 | 場合別1=通学中 | 通学方法=徒歩,39,0.024636765634870498,2.4637
3,和暦=平成 | 発生場所1=学校外（園外） | 通学方法=徒歩,39,0.024636765634870498,2.4637
3,場合別2=体育（保健体育） | 性別=男 | 被災学年=2,39,0.024636765634870498,2.4637
3,場合別1=課外指導 | 競技種目=野球（含軟式） | 被災学校種=中,39,0.024636765634870498,2.4637
3,場合別2=体育的部活動 | 競技種目=野球（含軟式） | 被災学校種=中,39,0.024636765634870498,2.4637
3,場合別1=課外指導 | 性別=女 | 被災学校種=中,39,0.024636765634870498,2.4637
3,場合別1=課外指導 | 発生場所1=学校外（園外） | 被災学年=3,39,0.024636765634870498,2.4637
3,場合別2=昼食時休憩時間中 | 性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,39,0.024636765634870498,2.4637
3,性別=女 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,39,0.024636765634870498,2.4637
3,性別=女 | 発生場所2=体育館・屋内運動場 | 被災学校種=高,39,0.024636765634870498,2.4637
3,性別=女 | 発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=廊下,39,0.024636765634870498,2.4637
3,場合別1=各教科等 | 発生場所2=体育館・屋内運動場 | 被災学年=3,39,0.024636765634870498,2.4637
3,場合別2=体育的部活動 | 給付年度=18 | 被災学校種=高,39,0.024636765634870498,2.4637
3,発生場所2=学校外運動場・競技場 | 競技種目=野球（含軟式） | 被災学年=2,39,0.024636765634870498,2.4637
3,和暦=平成 | 給付年度=22 | 被災学年=2,39,0.024636765634870498,2.4637
3,和暦=平成 | 場合別1=課外指導 | 給付年度=23,39,0.024636765634870498,2.4637
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=23,39,0.024636765634870498,2.4637
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=23,39,0.024636765634870498,2.4637
3,性別=男 | 給付年度=24 | 被災学校種=高,39,0.024636765634870498,2.4637
3,和暦=平成 | 場合別1=課外指導 | 給付年度=26,39,0.024636765634870498,2.4637
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=26,39,0.024636765634870498,2.4637
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=26,39,0.024636765634870498,2.4637
3,場合別2=体育的部活動 | 性別=男 | 給付年度=27,39,0.024636765634870498,2.4637
3,和暦=平成 | 給付年度=30 | 被災学校種=高,39,0.024636765634870498,2.4637
3,和暦=令和 | 場合別1=各教科等 | 場合別2=体育（保健体育）,39,0.024636765634870498,2.4637
3,和暦=平成 | 性別=男 | 被災学年=5,38,0.024005053695514846,2.4005
3,性別=男 | 被災学年=5 | 被災学校種=小,38,0.024005053695514846,2.4005
3,場合別1=通学中 | 性別=男 | 被災学年=3,38,0.024005053695514846,2.4005
3,性別=男 | 発生場所2=道路 | 被災学年=3,38,0.024005053695514846,2.4005
3,場合別1=各教科等 | 性別=男 | 被災学年=1,38,0.024005053695514846,2.4005
3,場合別1=課外指導 | 性別=男 | 給付年度=17,38,0.024005053695514846,2.4005
3,場合別2=体育的部活動 | 性別=女 | 被災学校種=中,38,0.024005053695514846,2.4005
3,場合別2=体育的部活動 | 発生場所1=学校外（園外） | 被災学年=3,38,0.024005053695514846,2.4005
3,発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル | 被災学校種=高,38,0.024005053695514846,2.4005
3,性別=女 | 発生場所2=道路 | 被災学年=1,38,0.024005053695514846,2.4005
3,和暦=平成 | 場合別2=下校（降園）中 | 被災学年=2,38,0.024005053695514846,2.4005
3,場合別2=体育（保健体育） | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=3,38,0.024005053695514846,2.4005
3,場合別2=体育（保健体育） | 発生場所2=体育館・屋内運動場 | 被災学年=3,38,0.024005053695514846,2.4005
3,和暦=平成 | 被災学校種=中 | 通学方法=自転車,38,0.024005053695514846,2.4005
3,性別=男 | 発生場所2=運動場・校庭（園庭） | 給付年度=19,38,0.024005053695514846,2.4005
3,性別=男 | 発生場所2=運動場・校庭（園庭） | 給付年度=27,38,0.024005053695514846,2.4005
3,場合別1=課外指導 | 給付年度=27 | 被災学校種=高,38,0.024005053695514846,2.4005
3,場合別2=体育的部活動 | 給付年度=27 | 被災学校種=高,38,0.024005053695514846,2.4005
3,性別=男 | 給付年度=2 | 被災学校種=高,38,0.024005053695514846,2.4005
3,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=教室（保育室） | 被災学校種=小,37,0.02337334175615919,2.3373
3,場合別2=休憩時間中 | 性別=男 | 被災学校種=小,37,0.02337334175615919,2.3373
3,場合別1=休憩時間 | 性別=女 | 被災学校種=小,37,0.02337334175615919,2.3373
3,場合別1=通学中 | 発生場所2=道路 | 通学方法=徒歩,37,0.02337334175615919,2.3373
3,発生場所1=学校外（園外） | 発生場所2=道路 | 通学方法=徒歩,37,0.02337334175615919,2.3373
3,和暦=平成 | 場合別1=各教科等 | 被災学年=1,37,0.02337334175615919,2.3373
3,場合別1=各教科等 | 発生場所2=運動場・校庭（園庭） | 被災学年=3,37,0.02337334175615919,2.3373
3,場合別1=各教科等 | 被災学年=3 | 被災学校種=中,37,0.02337334175615919,2.3373
3,場合別2=体育（保健体育） | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=3,37,0.02337334175615919,2.3373
3,和暦=平成 | 場合別1=特別活動（除学校行事） | 性別=男,37,0.02337334175615919,2.3373
3,場合別2=体育的部活動 | 性別=男 | 給付年度=17,37,0.02337334175615919,2.3373
3,場合別1=課外指導 | 場合別2=体育的部活動 | 発生場所2=学校外体育館,37,0.02337334175615919,2.3373
3,場合別1=課外指導 | 発生場所1=学校外（園外） | 発生場所2=学校外体育館,37,0.02337334175615919,2.3373
3,場合別2=体育的部活動 | 発生場所1=学校外（園外） | 発生場所2=学校外体育館,37,0.02337334175615919,2.3373
3,和暦=平成 | 場合別1=休憩時間 | 被災学年=1,37,0.02337334175615919,2.3373
3,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル,37,0.02337334175615919,2.3373
3,場合別1=課外指導 | 給付年度=17 | 被災学校種=高,37,0.02337334175615919,2.3373
3,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=サッカー・フットサル,37,0.02337334175615919,2.3373
3,場合別2=体育的部活動 | 給付年度=17 | 被災学校種=高,37,0.02337334175615919,2.3373
3,場合別1=通学中 | 性別=女 | 被災学年=1,37,0.02337334175615919,2.3373
3,性別=女 | 被災学年=1 | 通学方法=自転車,37,0.02337334175615919,2.3373
3,性別=男 | 給付年度=19 | 被災学年=2,37,0.02337334175615919,2.3373
3,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=22,37,0.02337334175615919,2.3373
3,性別=男 | 給付年度=22 | 被災学校種=高,37,0.02337334175615919,2.3373
3,和暦=平成 | 発生場所2=教室（保育室） | 被災学校種=小,36,0.022741629816803537,2.2742
3,和暦=平成 | 発生場所1=学校外（園外） | 給付年度=17,36,0.022741629816803537,2.2742
3,場合別2=体育（保健体育） | 性別=男 | 被災学年=1,36,0.022741629816803537,2.2742
3,発生場所1=学校外（園外） | 被災学年=1 | 被災学校種=中,36,0.022741629816803537,2.2742
3,場合別2=下校（降園）中 | 性別=男 | 被災学年=1,36,0.022741629816803537,2.2742
3,場合別2=下校（降園）中 | 被災学年=1 | 被災学校種=高,36,0.022741629816803537,2.2742
3,和暦=平成 | 場合別2=下校（降園）中 | 性別=女,36,0.022741629816803537,2.2742
3,場合別2=下校（降園）中 | 被災学年=2 | 通学方法=自転車,36,0.022741629816803537,2.2742
3,和暦=平成 | 給付年度=18 | 被災学年=1,36,0.022741629816803537,2.2742
3,和暦=平成 | 給付年度=19 | 被災学年=3,36,0.022741629816803537,2.2742
3,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=20,36,0.022741629816803537,2.2742
3,和暦=平成 | 発生場所1=学校外（園外） | 給付年度=20,36,0.022741629816803537,2.2742
3,場合別1=課外指導 | 性別=男 | 給付年度=20,36,0.022741629816803537,2.2742
3,場合別2=体育的部活動 | 性別=男 | 給付年度=20,36,0.022741629816803537,2.2742
3,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=21,36,0.022741629816803537,2.2742
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=22,36,0.022741629816803537,2.2742
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 給付年度=22,36,0.022741629816803537,2.2742
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 給付年度=22,36,0.022741629816803537,2.2742
3,和暦=平成 | 発生場所1=学校外（園外） | 給付年度=26,36,0.022741629816803537,2.2742
3,和暦=令和 | 被災学年=3 | 被災学校種=高,36,0.022741629816803537,2.2742
3,場合別2=体育（保健体育） | 発生場所2=運動場・校庭（園庭） | 被災学年=3,35,0.022109917877447885,2.211
3,性別=女 | 被災学年=3 | 被災学校種=中,35,0.022109917877447885,2.211
3,和暦=平成 | 発生場所1=学校外（園外） | 発生場所2=学校外体育館,35,0.022109917877447885,2.211
3,場合別1=課外指導 | 場合別2=体育的部活動 | 競技種目=バレーボール,35,0.022109917877447885,2.211
3,和暦=平成 | 競技種目=バスケットボール | 被災学年=2,35,0.022109917877447885,2.211
3,性別=女 | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,35,0.022109917877447885,2.211
3,場合別1=課外指導 | 発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル,35,0.022109917877447885,2.211
3,場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭） | 競技種目=サッカー・フットサル,35,0.022109917877447885,2.211
3,場合別1=課外指導 | 競技種目=バスケットボール | 被災学年=2,35,0.022109917877447885,2.211
3,場合別2=体育的部活動 | 競技種目=バスケットボール | 被災学年=2,35,0.022109917877447885,2.211
3,場合別1=通学中 | 場合別2=登校（登園）中 | 被災学年=2,35,0.022109917877447885,2.211
3,場合別2=登校（登園）中 | 発生場所1=学校外（園外） | 被災学年=2,35,0.022109917877447885,2.211
3,場合別2=登校（登園）中 | 被災学年=1 | 被災学校種=高,35,0.022109917877447885,2.211
3,場合別1=通学中 | 被災学年=3 | 被災学校種=高,35,0.022109917877447885,2.211
3,発生場所2=道路 | 被災学年=3 | 被災学校種=高,35,0.022109917877447885,2.211
3,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=廊下 | 被災学校種=小,35,0.022109917877447885,2.211
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=20,35,0.022109917877447885,2.211
3,和暦=平成 | 給付年度=20 | 被災学年=3,35,0.022109917877447885,2.211
3,和暦=平成 | 給付年度=21 | 被災学年=2,35,0.022109917877447885,2.211
3,性別=男 | 発生場所2=運動場・校庭（園庭） | 給付年度=21,35,0.022109917877447885,2.211
3,和暦=平成 | 性別=女 | 給付年度=22,35,0.022109917877447885,2.211
3,和暦=平成 | 場合別1=課外指導 | 給付年度=25,35,0.022109917877447885,2.211
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=25,35,0.022109917877447885,2.211
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=25,35,0.022109917877447885,2.211
3,和暦=平成 | 場合別1=課外指導 | 給付年度=30,35,0.022109917877447885,2.211
3,和暦=平成 | 場合別2=体育的部活動 | 給付年度=30,35,0.022109917877447885,2.211
3,場合別1=課外指導 | 場合別2=体育的部活動 | 給付年度=30,35,0.022109917877447885,2.211
3,性別=男 | 給付年度=30 | 被災学校種=高,35,0.022109917877447885,2.211
3,和暦=令和 | 場合別1=課外指導 | 給付年度=2,35,0.022109917877447885,2.211
3,和暦=令和 | 性別=男 | 給付年度=4,35,0.022109917877447885,2.211
3,和暦=平成 | 発生場所2=道路 | 通学方法=徒歩,34,0.02147820593809223,2.1478
3,和暦=平成 | 場合別2=体育（保健体育） | 被災学年=1,34,0.02147820593809223,2.1478
3,場合別1=各教科等 | 発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,34,0.02147820593809223,2.1478
3,場合別1=各教科等 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=中,34,0.02147820593809223,2.1478
3,場合別2=体育（保健体育） | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=中,34,0.02147820593809223,2.1478
3,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=1 | 被災学校種=中,34,0.02147820593809223,2.1478
3,場合別1=課外指導 | 性別=女 | 発生場所2=体育館・屋内運動場,34,0.02147820593809223,2.1478
3,場合別2=体育的部活動 | 性別=女 | 発生場所2=体育館・屋内運動場,34,0.02147820593809223,2.1478
3,場合別1=休憩時間 | 被災学年=2 | 被災学校種=中,34,0.02147820593809223,2.1478
3,場合別1=休憩時間 | 場合別2=昼食時休憩時間中 | 被災学校種=中,34,0.02147820593809223,2.1478
3,場合別1=課外指導 | 性別=女 | 発生場所1=学校内・校舎外（園内・園舎外）,34,0.02147820593809223,2.1478
3,場合別2=登校（登園）中 | 性別=女 | 被災学校種=高,34,0.02147820593809223,2.1478
3,場合別1=通学中 | 場合別2=登校（登園）中 | 被災学年=3,34,0.02147820593809223,2.1478
3,場合別2=登校（登園）中 | 発生場所1=学校外（園外） | 被災学年=3,34,0.02147820593809223,2.1478
3,性別=女 | 発生場所1=学校外（園外） | 被災学年=3,34,0.02147820593809223,2.1478
3,和暦=平成 | 性別=女 | 給付年度=18,34,0.02147820593809223,2.1478
3,和暦=平成 | 性別=女 | 発生場所2=廊下,34,0.02147820593809223,2.1478
