項目数,項目集合,事例数,支持度,支持度（％）
2,場合別1=学校行事 | 被災学年=3,26,0.016424510423247,1.6425
2,性別=女 | 競技種目=ソフトボール,26,0.016424510423247,1.6425
2,競技種目=野球（含軟式） | 給付年度=19,26,0.016424510423247,1.6425
2,給付年度=19 | 被災学年=1,26,0.016424510423247,1.6425
2,競技種目=野球（含軟式） | 給付年度=20,26,0.016424510423247,1.6425
2,給付年度=21 | 被災学年=3,26,0.016424510423247,1.6425
2,給付年度=22 | 被災学年=3,26,0.016424510423247,1.6425
2,給付年度=23 | 被災学年=1,26,0.016424510423247,1.6425
2,発生場所2=運動場・校庭（園庭） | 給付年度=24,26,0.016424510423247,1.6425
2,給付年度=26 | 被災学校種=中,26,0.016424510423247,1.6425
2,発生場所2=運動場・校庭（園庭） | 給付年度=28,26,0.016424510423247,1.6425
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=28,26,0.016424510423247,1.6425
2,性別=女 | 給付年度=29,26,0.016424510423247,1.6425
2,給付年度=29 | 被災学年=2,26,0.016424510423247,1.6425
2,給付年度=1 | 被災学校種=高,26,0.016424510423247,1.6425
2,給付年度=5 | 被災学校種=高,26,0.016424510423247,1.6425
2,場合別2=休憩時間中 | 性別=女,25,0.015792798483891344,1.5793
2,場合別2=昼食時休憩時間中 | 発生場所1=学校内・校舎外（園内・園舎外）,25,0.015792798483891344,1.5793
2,場合別2=昼食時休憩時間中 | 発生場所2=運動場・校庭（園庭）,25,0.015792798483891344,1.5793
2,場合別2=昼食時休憩時間中 | 被災学校種=小,25,0.015792798483891344,1.5793
2,競技種目=ソフトボール | 被災学年=3,25,0.015792798483891344,1.5793
2,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=階段,25,0.015792798483891344,1.5793
2,性別=男 | 発生場所2=学校外体育館,25,0.015792798483891344,1.5793
2,性別=女 | 競技種目=バスケットボール,25,0.015792798483891344,1.5793
2,場合別1=学校行事 | 性別=女,25,0.015792798483891344,1.5793
2,場合別2=授業終了後の特定時間中 | 発生場所1=学校内・校舎外（園内・園舎外）,25,0.015792798483891344,1.5793
2,競技種目=野球（含軟式） | 給付年度=18,25,0.015792798483891344,1.5793
2,発生場所2=その他 | 被災学校種=高,25,0.015792798483891344,1.5793
2,給付年度=19 | 被災学校種=小,25,0.015792798483891344,1.5793
2,場合別1=通学中 | 給付年度=20,25,0.015792798483891344,1.5793
2,発生場所2=道路 | 給付年度=20,25,0.015792798483891344,1.5793
2,給付年度=25 | 被災学年=2,25,0.015792798483891344,1.5793
2,給付年度=27 | 被災学年=3,25,0.015792798483891344,1.5793
2,発生場所1=学校外（園外） | 給付年度=30,25,0.015792798483891344,1.5793
2,発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=1,25,0.015792798483891344,1.5793
2,性別=女 | 給付年度=17,24,0.015161086544535692,1.5161
2,発生場所2=体育館・屋内運動場 | 被災学校種=小,24,0.015161086544535692,1.5161
2,場合別1=休憩時間 | 場合別2=始業前の特定時間中,24,0.015161086544535692,1.5161
2,場合別1=学校行事 | 被災学年=2,24,0.015161086544535692,1.5161
2,発生場所1=学校外（園外） | 競技種目=バスケットボール,24,0.015161086544535692,1.5161
2,競技種目=サッカー・フットサル | 被災学年=1,24,0.015161086544535692,1.5161
2,発生場所1=学校外（園外） | 競技種目=サッカー・フットサル,24,0.015161086544535692,1.5161
2,競技種目=ソフトボール | 被災学年=1,24,0.015161086544535692,1.5161
2,給付年度=22 | 被災学年=1,24,0.015161086544535692,1.5161
2,給付年度=22 | 被災学校種=中,24,0.015161086544535692,1.5161
2,発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=26,24,0.015161086544535692,1.5161
2,性別=女 | 給付年度=27,24,0.015161086544535692,1.5161
2,給付年度=29 | 被災学年=1,24,0.015161086544535692,1.5161
2,給付年度=30 | 被災学年=1,24,0.015161086544535692,1.5161
2,場合別1=課外指導 | 給付年度=1,24,0.015161086544535692,1.5161
2,場合別2=体育的部活動 | 給付年度=1,24,0.015161086544535692,1.5161
2,給付年度=2 | 被災学年=2,24,0.015161086544535692,1.5161
2,和暦=平成 | 場合別2=日常の清掃,23,0.014529374605180037,1.4529
2,場合別1=学校行事 | 発生場所1=学校内・校舎外（園内・園舎外）,23,0.014529374605180037,1.4529
2,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=4,23,0.014529374605180037,1.4529
2,発生場所2=教室（保育室） | 被災学年=3,23,0.014529374605180037,1.4529
2,給付年度=17 | 被災学校種=中,23,0.014529374605180037,1.4529
2,発生場所2=学校外運動場・競技場 | 競技種目=サッカー・フットサル,23,0.014529374605180037,1.4529
2,場合別2=休憩時間中 | 被災学年=3,23,0.014529374605180037,1.4529
2,発生場所2=体育館・屋内運動場 | 給付年度=18,23,0.014529374605180037,1.4529
2,場合別2=授業終了後の特定時間中 | 性別=女,23,0.014529374605180037,1.4529
2,給付年度=23 | 被災学年=3,23,0.014529374605180037,1.4529
2,給付年度=27 | 被災学校種=中,23,0.014529374605180037,1.4529
2,競技種目=野球（含軟式） | 給付年度=27,23,0.014529374605180037,1.4529
2,給付年度=28 | 被災学年=3,23,0.014529374605180037,1.4529
2,発生場所1=学校外（園外） | 給付年度=28,23,0.014529374605180037,1.4529
2,給付年度=28 | 被災学年=1,23,0.014529374605180037,1.4529
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=30,23,0.014529374605180037,1.4529
2,発生場所2=運動場・校庭（園庭） | 給付年度=1,23,0.014529374605180037,1.4529
2,場合別2=日常の清掃 | 発生場所1=学校内・校舎内（園内・園舎内）,22,0.013897662665824383,1.3898
2,場合別1=休憩時間 | 被災学年=5,22,0.013897662665824383,1.3898
2,場合別1=学校行事 | 被災学校種=中,22,0.013897662665824383,1.3898
2,場合別1=課外指導 | 発生場所2=その他,22,0.013897662665824383,1.3898
2,競技種目=ソフトボール | 被災学年=2,22,0.013897662665824383,1.3898
2,場合別1=学校行事 | 発生場所2=運動場・校庭（園庭）,22,0.013897662665824383,1.3898
2,発生場所2=その他 | 被災学年=2,22,0.013897662665824383,1.3898
2,場合別2=登校（登園）中 | 被災学校種=中,22,0.013897662665824383,1.3898
2,給付年度=20 | 被災学年=1,22,0.013897662665824383,1.3898
2,給付年度=20 | 被災学校種=中,22,0.013897662665824383,1.3898
2,性別=女 | 給付年度=21,22,0.013897662665824383,1.3898
2,競技種目=野球（含軟式） | 給付年度=22,22,0.013897662665824383,1.3898
2,発生場所1=学校外（園外） | 給付年度=24,22,0.013897662665824383,1.3898
2,給付年度=24 | 被災学年=3,22,0.013897662665824383,1.3898
2,給付年度=24 | 被災学校種=中,22,0.013897662665824383,1.3898
2,性別=女 | 給付年度=26,22,0.013897662665824383,1.3898
2,発生場所2=運動場・校庭（園庭） | 給付年度=26,22,0.013897662665824383,1.3898
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=27,22,0.013897662665824383,1.3898
2,発生場所1=学校外（園外） | 給付年度=27,22,0.013897662665824383,1.3898
2,給付年度=30 | 被災学年=2,22,0.013897662665824383,1.3898
2,給付年度=2 | 被災学校種=中,22,0.013897662665824383,1.3898
2,給付年度=4 | 被災学年=1,22,0.013897662665824383,1.3898
2,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=6,21,0.013265950726468731,1.3266
2,性別=女 | 発生場所2=教室（保育室）,21,0.013265950726468731,1.3266
2,場合別1=学校行事 | 被災学校種=小,21,0.013265950726468731,1.3266
2,場合別2=下校（降園）中 | 被災学校種=小,21,0.013265950726468731,1.3266
2,競技種目=バレーボール | 被災学年=2,21,0.013265950726468731,1.3266
2,発生場所2=学校外体育館 | 競技種目=バスケットボール,21,0.013265950726468731,1.3266
2,場合別1=各教科等 | 競技種目=バスケットボール,21,0.013265950726468731,1.3266
2,場合別2=体育（保健体育） | 競技種目=バスケットボール,21,0.013265950726468731,1.3266
2,場合別2=授業終了後の特定時間中 | 発生場所2=運動場・校庭（園庭）,21,0.013265950726468731,1.3266
2,場合別1=学校行事 | 発生場所1=学校内・校舎内（園内・園舎内）,21,0.013265950726468731,1.3266
2,場合別1=休憩時間 | 給付年度=19,21,0.013265950726468731,1.3266
2,性別=女 | 被災学年=4,21,0.013265950726468731,1.3266
2,競技種目=野球（含軟式） | 給付年度=21,21,0.013265950726468731,1.3266
2,発生場所2=体育館・屋内運動場 | 給付年度=22,21,0.013265950726468731,1.3266
2,競技種目=野球（含軟式） | 給付年度=25,21,0.013265950726468731,1.3266
2,給付年度=28 | 被災学年=2,21,0.013265950726468731,1.3266
2,競技種目=野球（含軟式） | 給付年度=30,21,0.013265950726468731,1.3266
2,給付年度=1 | 被災学校種=中,21,0.013265950726468731,1.3266
2,発生場所1=学校外（園外） | 給付年度=2,21,0.013265950726468731,1.3266
2,場合別1=課外指導 | 給付年度=5,21,0.013265950726468731,1.3266
2,場合別1=特別活動（除学校行事） | 性別=女,20,0.012634238787113077,1.2634
2,場合別2=休憩時間中 | 発生場所2=教室（保育室）,20,0.012634238787113077,1.2634
2,場合別2=休憩時間中 | 被災学年=2,20,0.012634238787113077,1.2634
2,発生場所2=運動場・校庭（園庭） | 被災学年=4,20,0.012634238787113077,1.2634
2,和暦=平成 | 場合別2=始業前の特定時間中,20,0.012634238787113077,1.2634
2,和暦=平成 | 発生場所2=階段,20,0.012634238787113077,1.2634
2,場合別1=課外指導 | 競技種目=ホッケー,20,0.012634238787113077,1.2634
2,場合別2=体育的部活動 | 競技種目=ホッケー,20,0.012634238787113077,1.2634
2,競技種目=ホッケー | 被災学校種=高,20,0.012634238787113077,1.2634
2,場合別2=授業終了後の特定時間中 | 被災学年=2,20,0.012634238787113077,1.2634
2,場合別1=各教科等 | 場合別2=その他の教科,20,0.012634238787113077,1.2634
2,場合別1=通学中 | 給付年度=18,20,0.012634238787113077,1.2634
2,場合別1=学校行事 | 場合別2=運動会・体育祭,20,0.012634238787113077,1.2634
2,発生場所2=廊下 | 被災学年=1,20,0.012634238787113077,1.2634
2,性別=女 | 発生場所2=その他,20,0.012634238787113077,1.2634
2,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=4,20,0.012634238787113077,1.2634
2,場合別2=授業終了後の特定時間中 | 被災学校種=小,20,0.012634238787113077,1.2634
2,発生場所2=道路 | 給付年度=19,20,0.012634238787113077,1.2634
2,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=その他,20,0.012634238787113077,1.2634
2,給付年度=20 | 通学方法=自転車,20,0.012634238787113077,1.2634
2,場合別1=休憩時間 | 給付年度=23,20,0.012634238787113077,1.2634
2,性別=女 | 給付年度=23,20,0.012634238787113077,1.2634
2,給付年度=26 | 被災学年=3,20,0.012634238787113077,1.2634
2,競技種目=野球（含軟式） | 給付年度=26,20,0.012634238787113077,1.2634
2,発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=30,20,0.012634238787113077,1.2634
2,発生場所2=運動場・校庭（園庭） | 給付年度=30,20,0.012634238787113077,1.2634
2,給付年度=1 | 被災学年=1,20,0.012634238787113077,1.2634
2,和暦=令和 | 場合別2=下校（降園）中,20,0.012634238787113077,1.2634
2,場合別1=課外指導 | 給付年度=4,20,0.012634238787113077,1.2634
2,場合別2=体育的部活動 | 給付年度=4,20,0.012634238787113077,1.2634
2,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=5,19,0.012002526847757423,1.2003
2,発生場所2=運動場・校庭（園庭） | 被災学年=5,19,0.012002526847757423,1.2003
2,場合別2=体育的部活動 | 発生場所2=その他,19,0.012002526847757423,1.2003
2,競技種目=サッカー・フットサル | 被災学年=3,19,0.012002526847757423,1.2003
2,性別=男 | 被災学校種=特高,19,0.012002526847757423,1.2003
2,場合別1=休憩時間 | 被災学年=6,19,0.012002526847757423,1.2003
2,発生場所2=道路 | 給付年度=18,19,0.012002526847757423,1.2003
2,和暦=平成 | 場合別2=運動会・体育祭,19,0.012002526847757423,1.2003
2,発生場所2=廊下 | 被災学年=3,19,0.012002526847757423,1.2003
2,給付年度=18 | 通学方法=自転車,19,0.012002526847757423,1.2003
2,場合別1=休憩時間 | 給付年度=22,19,0.012002526847757423,1.2003
2,給付年度=24 | 被災学年=1,19,0.012002526847757423,1.2003
2,競技種目=野球（含軟式） | 給付年度=24,19,0.012002526847757423,1.2003
2,給付年度=28 | 被災学校種=小,19,0.012002526847757423,1.2003
2,場合別1=各教科等 | 給付年度=29,19,0.012002526847757423,1.2003
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=1,19,0.012002526847757423,1.2003
2,発生場所1=学校外（園外） | 給付年度=1,19,0.012002526847757423,1.2003
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=2,19,0.012002526847757423,1.2003
2,場合別2=体育的部活動 | 給付年度=5,19,0.012002526847757423,1.2003
2,発生場所2=教室（保育室） | 被災学年=2,18,0.011370814908401769,1.1371
2,場合別1=通学中 | 給付年度=17,18,0.011370814908401769,1.1371
2,発生場所2=道路 | 給付年度=17,18,0.011370814908401769,1.1371
2,競技種目=野球（含軟式） | 給付年度=17,18,0.011370814908401769,1.1371
2,場合別2=授業終了後の特定時間中 | 被災学校種=中,18,0.011370814908401769,1.1371
2,発生場所2=学校外体育館 | 被災学年=1,18,0.011370814908401769,1.1371
2,和暦=平成 | 競技種目=ホッケー,18,0.011370814908401769,1.1371
2,場合別1=各教科等 | 給付年度=18,18,0.011370814908401769,1.1371
2,和暦=平成 | 場合別2=その他の教科,18,0.011370814908401769,1.1371
2,場合別2=昼食時休憩時間中 | 性別=女,18,0.011370814908401769,1.1371
2,被災学年=1 | 被災学校種=小,18,0.011370814908401769,1.1371
2,発生場所2=体育館・屋内運動場 | 給付年度=20,18,0.011370814908401769,1.1371
2,場合別1=各教科等 | 給付年度=21,18,0.011370814908401769,1.1371
2,発生場所2=道路 | 給付年度=21,18,0.011370814908401769,1.1371
2,給付年度=23 | 被災学校種=小,18,0.011370814908401769,1.1371
2,場合別1=通学中 | 給付年度=23,18,0.011370814908401769,1.1371
2,給付年度=23 | 被災学校種=中,18,0.011370814908401769,1.1371
2,競技種目=野球（含軟式） | 給付年度=23,18,0.011370814908401769,1.1371
2,性別=女 | 給付年度=25,18,0.011370814908401769,1.1371
2,給付年度=1 | 被災学年=3,18,0.011370814908401769,1.1371
2,給付年度=1 | 被災学年=2,18,0.011370814908401769,1.1371
2,和暦=令和 | 発生場所2=学校外運動場・競技場,18,0.011370814908401769,1.1371
2,競技種目=野球（含軟式） | 給付年度=2,18,0.011370814908401769,1.1371
2,発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=4,18,0.011370814908401769,1.1371
2,発生場所2=運動場・校庭（園庭） | 被災学年=6,17,0.010739102969046115,1.0739
2,和暦=平成 | 競技種目=その他,17,0.010739102969046115,1.0739
2,場合別1=各教科等 | 競技種目=その他,17,0.010739102969046115,1.0739
2,場合別2=体育（保健体育） | 競技種目=その他,17,0.010739102969046115,1.0739
2,発生場所1=学校外（園外） | 発生場所2=山林野（含スキー場）,17,0.010739102969046115,1.0739
2,発生場所2=その他 | 被災学年=1,17,0.010739102969046115,1.0739
2,発生場所2=その他 | 被災学校種=中,17,0.010739102969046115,1.0739
2,場合別1=休憩時間 | 発生場所2=体育館・屋内運動場,17,0.010739102969046115,1.0739
2,場合別2=昼食時休憩時間中 | 発生場所2=教室（保育室）,17,0.010739102969046115,1.0739
2,場合別1=学校行事 | 被災学年=1,17,0.010739102969046115,1.0739
2,場合別2=休憩時間中 | 被災学年=1,17,0.010739102969046115,1.0739
2,場合別2=昼食時休憩時間中 | 発生場所2=廊下,17,0.010739102969046115,1.0739
2,場合別1=各教科等 | 給付年度=19,17,0.010739102969046115,1.0739
2,場合別1=通学中 | 給付年度=19,17,0.010739102969046115,1.0739
2,場合別1=各教科等 | 発生場所1=学校外（園外）,17,0.010739102969046115,1.0739
2,場合別1=休憩時間 | 給付年度=21,17,0.010739102969046115,1.0739
2,発生場所2=道路 | 給付年度=22,17,0.010739102969046115,1.0739
2,発生場所2=道路 | 給付年度=23,17,0.010739102969046115,1.0739
2,給付年度=25 | 被災学校種=中,17,0.010739102969046115,1.0739
2,場合別1=休憩時間 | 給付年度=26,17,0.010739102969046115,1.0739
2,場合別1=各教科等 | 給付年度=27,17,0.010739102969046115,1.0739
2,和暦=令和 | 発生場所2=廊下,17,0.010739102969046115,1.0739
2,和暦=令和 | 競技種目=サッカー・フットサル,17,0.010739102969046115,1.0739
2,発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=4,17,0.010739102969046115,1.0739
2,発生場所2=運動場・校庭（園庭） | 給付年度=4,17,0.010739102969046115,1.0739
2,給付年度=4 | 被災学年=2,17,0.010739102969046115,1.0739
2,給付年度=5 | 被災学年=2,17,0.010739102969046115,1.0739
2,発生場所2=体育館・屋内運動場 | 給付年度=17,16,0.01010739102969046,1.0107
2,場合別1=特別活動（除学校行事） | 発生場所2=教室（保育室）,16,0.01010739102969046,1.0107
2,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=プール,16,0.01010739102969046,1.0107
2,場合別1=休憩時間 | 給付年度=17,16,0.01010739102969046,1.0107
2,場合別2=始業前の特定時間中 | 発生場所1=学校内・校舎内（園内・園舎内）,16,0.01010739102969046,1.0107
2,性別=女 | 競技種目=その他,16,0.01010739102969046,1.0107
2,場合別1=特別活動（除学校行事） | 被災学校種=中,16,0.01010739102969046,1.0107
2,和暦=平成 | 発生場所2=山林野（含スキー場）,16,0.01010739102969046,1.0107
2,場合別1=休憩時間 | 発生場所2=階段,16,0.01010739102969046,1.0107
2,性別=男 | 発生場所2=階段,16,0.01010739102969046,1.0107
2,場合別2=授業終了後の特定時間中 | 被災学校種=高,16,0.01010739102969046,1.0107
2,発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=特高,16,0.01010739102969046,1.0107
2,場合別2=体育（保健体育） | 給付年度=18,16,0.01010739102969046,1.0107
2,発生場所2=体育館・屋内運動場 | 給付年度=19,16,0.01010739102969046,1.0107
2,性別=男 | 競技種目=バレーボール,16,0.01010739102969046,1.0107
2,給付年度=23 | 通学方法=自転車,16,0.01010739102969046,1.0107
2,場合別1=休憩時間 | 給付年度=24,16,0.01010739102969046,1.0107
2,発生場所2=道路 | 給付年度=26,16,0.01010739102969046,1.0107
2,給付年度=28 | 被災学校種=中,16,0.01010739102969046,1.0107
2,場合別2=体育（保健体育） | 給付年度=29,16,0.01010739102969046,1.0107
2,発生場所1=学校外（園外） | 給付年度=29,16,0.01010739102969046,1.0107
2,給付年度=29 | 被災学校種=中,16,0.01010739102969046,1.0107
2,給付年度=30 | 被災学校種=中,16,0.01010739102969046,1.0107
2,発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=3,16,0.01010739102969046,1.0107
2,発生場所2=運動場・校庭（園庭） | 給付年度=3,16,0.01010739102969046,1.0107
2,給付年度=3 | 被災学年=2,16,0.01010739102969046,1.0107
2,場合別1=課外指導 | 給付年度=3,16,0.01010739102969046,1.0107
2,場合別2=体育的部活動 | 給付年度=3,16,0.01010739102969046,1.0107
3,和暦=平成 | 性別=男 | 被災学校種=高,591,0.3733417561591914,37.3342
3,場合別1=課外指導 | 場合別2=体育的部活動 | 性別=男,576,0.3638660770688566,36.3866
3,和暦=平成 | 場合別1=課外指導 | 場合別2=体育的部活動,561,0.3543903979785218,35.439
3,場合別1=課外指導 | 場合別2=体育的部活動 | 被災学校種=高,535,0.3379658875552748,33.7966
3,和暦=平成 | 場合別1=課外指導 | 性別=男,487,0.3076437144662034,30.7644
3,和暦=平成 | 場合別2=体育的部活動 | 性別=男,479,0.3025900189513582,30.259
3,場合別1=課外指導 | 性別=男 | 被災学校種=高,479,0.3025900189513582,30.259
3,場合別2=体育的部活動 | 性別=男 | 被災学校種=高,475,0.30006317119393555,30.0063
3,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,473,0.29879974731522424,29.88
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,468,0.295641187618446,29.5641
3,和暦=平成 | 場合別1=課外指導 | 被災学校種=高,448,0.2830069488313329,28.3007
3,和暦=平成 | 場合別2=体育的部活動 | 被災学校種=高,444,0.2804801010739103,28.048
3,和暦=平成 | 性別=男 | 発生場所1=学校内・校舎外（園内・園舎外）,413,0.260897030953885,26.0897
3,和暦=平成 | 性別=男 | 発生場所2=運動場・校庭（園庭）,391,0.24699936828806066,24.6999
3,場合別1=課外指導 | 場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,364,0.229943145925458,22.9943
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,360,0.22741629816803538,22.7416
3,和暦=平成 | 性別=男 | 被災学年=2,358,0.22615287428932407,22.6153
3,場合別1=課外指導 | 場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭）,354,0.22362602653190145,22.3626
3,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,353,0.2229943145925458,22.2994
3,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,353,0.2229943145925458,22.2994
3,場合別1=課外指導 | 場合別2=体育的部活動 | 競技種目=野球（含軟式）,348,0.21983575489576754,21.9836
3,場合別1=課外指導 | 性別=男 | 競技種目=野球（含軟式）,344,0.21730890713834491,21.7309
3,場合別2=体育的部活動 | 性別=男 | 競技種目=野球（含軟式）,344,0.21730890713834491,21.7309
3,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,336,0.2122552116234997,21.2255
3,場合別1=課外指導 | 性別=男 | 発生場所1=学校内・校舎外（園内・園舎外）,333,0.21036007580543273,21.036
3,場合別2=体育的部活動 | 性別=男 | 発生場所1=学校内・校舎外（園内・園舎外）,331,0.20909665192672142,20.9097
3,性別=男 | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,326,0.20593809222994314,20.5938
3,場合別1=課外指導 | 性別=男 | 発生場所2=運動場・校庭（園庭）,323,0.2040429564118762,20.4043
3,場合別2=体育的部活動 | 性別=男 | 発生場所2=運動場・校庭（園庭）,323,0.2040429564118762,20.4043
3,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,306,0.19330385344283008,19.3304
3,場合別1=課外指導 | 競技種目=野球（含軟式） | 被災学校種=高,305,0.19267214150347442,19.2672
3,場合別2=体育的部活動 | 競技種目=野球（含軟式） | 被災学校種=高,305,0.19267214150347442,19.2672
3,性別=男 | 競技種目=野球（含軟式） | 被災学校種=高,301,0.1901452937460518,19.0145
3,和暦=平成 | 性別=男 | 発生場所1=学校外（園外）,300,0.18951358180669614,18.9514
3,和暦=平成 | 場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外）,300,0.18951358180669614,18.9514
3,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,299,0.18888186986734049,18.8882
3,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,299,0.18888186986734049,18.8882
3,和暦=平成 | 場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,298,0.18825015792798483,18.825
3,場合別1=課外指導 | 場合別2=体育的部活動 | 被災学年=2,297,0.18761844598862917,18.7618
3,和暦=平成 | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,295,0.1863550221099179,18.6355
3,和暦=平成 | 被災学年=2 | 被災学校種=高,295,0.1863550221099179,18.6355
3,場合別1=課外指導 | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,294,0.18572331017056223,18.5723
3,場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭） | 被災学校種=高,294,0.18572331017056223,18.5723
3,性別=男 | 被災学年=2 | 被災学校種=高,293,0.18509159823120658,18.5092
3,和暦=平成 | 性別=男 | 被災学年=1,291,0.18382817435249527,18.3828
3,和暦=平成 | 場合別1=課外指導 | 発生場所2=運動場・校庭（園庭）,290,0.1831964624131396,18.3196
3,和暦=平成 | 場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭）,290,0.1831964624131396,18.3196
3,和暦=平成 | 性別=男 | 競技種目=野球（含軟式）,286,0.180669614655717,18.067
3,和暦=平成 | 場合別1=課外指導 | 競技種目=野球（含軟式）,285,0.18003790271636133,18.0038
3,和暦=平成 | 場合別2=体育的部活動 | 競技種目=野球（含軟式）,285,0.18003790271636133,18.0038
3,和暦=平成 | 発生場所1=学校外（園外） | 被災学校種=高,274,0.17308907138344914,17.3089
3,和暦=平成 | 性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,271,0.17119393556538218,17.1194
3,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭） | 競技種目=野球（含軟式）,261,0.16487681617182565,16.4877
3,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=野球（含軟式）,259,0.16361339229311433,16.3613
3,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=野球（含軟式）,259,0.16361339229311433,16.3613
3,性別=男 | 被災学年=1 | 被災学校種=高,259,0.16361339229311433,16.3613
3,和暦=平成 | 場合別1=課外指導 | 被災学年=2,258,0.16298168035375868,16.2982
3,場合別1=課外指導 | 発生場所2=運動場・校庭（園庭） | 競技種目=野球（含軟式）,258,0.16298168035375868,16.2982
3,場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭） | 競技種目=野球（含軟式）,258,0.16298168035375868,16.2982
3,性別=男 | 発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=野球（含軟式）,258,0.16298168035375868,16.2982
3,性別=男 | 発生場所2=運動場・校庭（園庭） | 競技種目=野球（含軟式）,257,0.16234996841440302,16.235
3,場合別1=課外指導 | 性別=男 | 被災学年=2,256,0.16171825647504737,16.1718
3,場合別1=通学中 | 発生場所1=学校外（園外） | 発生場所2=道路,254,0.16045483259633608,16.0455
3,和暦=平成 | 場合別2=体育的部活動 | 被災学年=2,253,0.15982312065698043,15.9823
3,和暦=平成 | 被災学年=1 | 被災学校種=高,252,0.15919140871762477,15.9191
3,和暦=平成 | 競技種目=野球（含軟式） | 被災学校種=高,251,0.15855969677826912,15.856
3,場合別2=体育的部活動 | 性別=男 | 被災学年=2,250,0.15792798483891346,15.7928
3,性別=男 | 発生場所1=学校外（園外） | 被災学校種=高,249,0.1572962728995578,15.7296
3,和暦=平成 | 性別=男 | 被災学年=3,245,0.15476942514213518,15.4769
3,場合別1=課外指導 | 場合別2=体育的部活動 | 被災学年=1,243,0.15350600126342387,15.3506
3,場合別1=課外指導 | 被災学年=2 | 被災学校種=高,241,0.15224257738471256,15.2243
3,場合別2=体育的部活動 | 被災学年=2 | 被災学校種=高,237,0.14971572962728996,14.9716
3,発生場所2=運動場・校庭（園庭） | 競技種目=野球（含軟式） | 被災学校種=高,229,0.14466203411244472,14.4662
3,発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=野球（含軟式） | 被災学校種=高,228,0.14403032217308906,14.403
3,和暦=平成 | 性別=男 | 被災学校種=中,225,0.14213518635502212,14.2135
3,和暦=平成 | 発生場所1=学校外（園外） | 発生場所2=道路,223,0.1408717624763108,14.0872
3,場合別1=通学中 | 発生場所1=学校外（園外） | 通学方法=自転車,218,0.13771320277953253,13.7713
3,場合別1=通学中 | 発生場所2=道路 | 通学方法=自転車,217,0.13708149084017687,13.7081
3,発生場所1=学校外（園外） | 発生場所2=道路 | 通学方法=自転車,217,0.13708149084017687,13.7081
3,場合別1=課外指導 | 性別=男 | 被災学年=1,214,0.1351863550221099,13.5186
