前件,後件,項目数,共起事例数,支持度,信頼度,lift
発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,3,59,0.037271004421983576,0.24081632653061225,3.701089756290866
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,発生場所2=体育館・屋内運動場,3,59,0.037271004421983576,0.5728155339805825,3.701089756290866
場合別2=昼食時休憩時間中,発生場所2=廊下,2,17,0.010739102969046115,0.2236842105263158,3.6884594298245617
場合別1=休憩時間 | 場合別2=昼食時休憩時間中,発生場所2=廊下,3,17,0.010739102969046115,0.2236842105263158,3.6884594298245617
場合別2=昼食時休憩時間中,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=廊下,3,17,0.010739102969046115,0.2236842105263158,3.6884594298245617
場合別1=休憩時間 | 発生場所1=学校内・校舎外（園内・園舎外）,被災学校種=小,3,50,0.03158559696778269,0.5681818181818182,3.671150278293136
被災学校種=小,場合別1=休憩時間 | 発生場所1=学校内・校舎外（園内・園舎外）,3,50,0.03158559696778269,0.20408163265306123,3.6711502782931356
発生場所1=学校外（園外） | 被災学校種=小,発生場所2=道路,3,31,0.01958307012002527,0.6326530612244898,3.6684607909097706
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=22,発生場所2=体育館・屋内運動場,3,21,0.013265950726468731,0.5675675675675675,3.667181467181467
場合別2=休憩時間中,被災学校種=小,2,53,0.033480732785849655,0.5638297872340425,3.643030829353018
被災学校種=小,場合別2=休憩時間中,2,53,0.033480732785849655,0.2163265306122449,3.643030829353018
被災学校種=小,場合別1=休憩時間 | 場合別2=休憩時間中,3,53,0.033480732785849655,0.2163265306122449,3.643030829353018
場合別1=休憩時間 | 場合別2=休憩時間中,被災学校種=小,3,53,0.033480732785849655,0.5638297872340425,3.643030829353018
競技種目=バレーボール,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,3,16,0.01010739102969046,0.37209302325581395,3.635946023542923
発生場所1=学校外（園外） | 給付年度=23,通学方法=自転車,3,16,0.01010739102969046,0.5,3.6307339449541285
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=18,発生場所2=体育館・屋内運動場,3,23,0.014529374605180037,0.5609756097560976,3.6245893479342963
競技種目=ソフトボール,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=3,3,25,0.015792798483891344,0.3333333333333333,3.6141552511415522
場合別1=通学中,発生場所1=学校外（園外） | 被災学校種=中,3,58,0.03663929248262792,0.22137404580152673,3.612733139214606
発生場所1=学校外（園外） | 被災学校種=中,場合別1=通学中,3,58,0.03663929248262792,0.5979381443298969,3.612733139214606
発生場所2=山林野（含スキー場）,和暦=平成 | 発生場所1=学校外（園外）,3,16,0.01010739102969046,0.9411764705882353,3.59874964478545
発生場所2=教室（保育室） | 被災学校種=小,場合別1=休憩時間,3,21,0.013265950726468731,0.5675675675675675,3.5938378378378375
発生場所1=学校外（園外） | 被災学校種=中,通学方法=自転車,3,48,0.030322173089071383,0.4948453608247423,3.5933036980989317
通学方法=自転車,発生場所1=学校外（園外） | 被災学校種=中,3,48,0.030322173089071383,0.22018348623853212,3.5933036980989312
発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,3,90,0.056854074542008845,0.3673469387755102,3.589569160997733
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,発生場所2=体育館・屋内運動場,3,90,0.056854074542008845,0.5555555555555556,3.589569160997733
場合別1=特別活動（除学校行事）,性別=男 | 被災学校種=小,3,22,0.013897662665824383,0.34375,3.5799753289473686
発生場所1=学校外（園外） | 被災学校種=小,場合別1=通学中,3,29,0.01831964624131396,0.5918367346938775,3.575868515345069
競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,3,26,0.016424510423247,0.23214285714285715,3.5677877947295427
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,競技種目=バスケットボール,3,26,0.016424510423247,0.2524271844660194,3.567787794729542
和暦=令和 | 発生場所1=学校外（園外）,場合別1=通学中,3,49,0.03095388502842704,0.5903614457831325,3.5669548422698427
発生場所1=学校外（園外） | 被災学年=1,場合別2=下校（降園）中,3,53,0.033480732785849655,0.3028571428571429,3.551280423280424
場合別2=下校（降園）中,発生場所1=学校外（園外） | 被災学年=1,3,53,0.033480732785849655,0.3925925925925926,3.5512804232804234
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=3,発生場所2=体育館・屋内運動場,3,78,0.049273531269740996,0.5492957746478874,3.54912331129635
発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=3,3,78,0.049273531269740996,0.3183673469387755,3.5491233112963494
被災学年=4 | 被災学校種=小,場合別1=休憩時間,3,28,0.017687934301958308,0.56,3.54592
発生場所2=教室（保育室）,性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,3,60,0.03790271636133923,0.7407407407407407,3.5319053993752787
和暦=平成 | 場合別2=休憩時間中,被災学校種=小,3,43,0.027163613392293114,0.5443037974683544,3.5168690260914492
和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場,3,44,0.027795325331648767,0.5432098765432098,3.509800957420005
通学方法=自転車,発生場所1=学校外（園外） | 被災学校種=高,3,160,0.10107391029690461,0.7339449541284404,3.4995025975461482
発生場所1=学校外（園外） | 被災学校種=高,通学方法=自転車,3,160,0.10107391029690461,0.4819277108433735,3.499502597546148
和暦=令和 | 発生場所1=学校外（園外）,発生場所2=道路,3,50,0.03158559696778269,0.6024096385542169,3.493093252129397
場合別2=体育（保健体育） | 性別=女,発生場所2=体育館・屋内運動場,3,28,0.017687934301958308,0.5384615384615384,3.479120879120879
発生場所1=学校外（園外） | 給付年度=21,発生場所2=道路,3,18,0.011370814908401769,0.6,3.479120879120879
発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,3,29,0.01831964624131396,0.35802469135802467,3.4770128001211846
通学方法=徒歩,和暦=平成 | 発生場所1=学校外（園外）,3,39,0.024636765634870498,0.9069767441860465,3.4679811257162116
場合別2=休憩時間中 | 性別=男,被災学校種=小,3,37,0.02337334175615919,0.5362318840579711,3.464714581484768
和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=廊下,3,17,0.010739102969046115,0.20987654320987653,3.460776748971193
競技種目=サッカー・フットサル,和暦=平成 | 発生場所2=学校外運動場・競技場,3,17,0.010739102969046115,0.22077922077922077,3.4603317474604602
場合別1=通学中,発生場所1=学校外（園外） | 被災学年=1,3,100,0.06317119393556538,0.3816793893129771,3.4525627044711014
発生場所1=学校外（園外） | 被災学年=1,場合別1=通学中,3,100,0.06317119393556538,0.5714285714285714,3.4525627044711014
場合別2=昼食時休憩時間中,発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=中,3,27,0.017056222362602652,0.35526315789473684,3.450193735873426
発生場所1=学校外（園外） | 被災学年=1,発生場所2=道路,3,104,0.065698041692988,0.5942857142857143,3.4459863945578233
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=17,発生場所2=体育館・屋内運動場,3,16,0.01010739102969046,0.5333333333333333,3.4459863945578233
発生場所2=道路,発生場所1=学校外（園外） | 被災学年=1,3,104,0.065698041692988,0.38095238095238093,3.445986394557823
発生場所2=教室（保育室）,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,71,0.04485154769425142,0.8765432098765432,3.4430965291180344
発生場所1=学校外（園外） | 給付年度=18,発生場所2=道路,3,19,0.012002526847757423,0.59375,3.442880036630037
場合別1=特別活動（除学校行事） | 発生場所1=学校内・校舎内（園内・園舎内）,被災学校種=小,3,26,0.016424510423247,0.5306122448979592,3.4284048313202837
発生場所2=体育館・屋内運動場 | 被災学校種=中,場合別2=体育（保健体育）,3,29,0.01831964624131396,0.4142857142857143,3.415699404761905
発生場所2=学校外運動場・競技場,競技種目=野球（含軟式） | 被災学年=2,3,39,0.024636765634870498,0.3277310924369748,3.4131468376824414
競技種目=野球（含軟式） | 被災学年=2,発生場所2=学校外運動場・競技場,3,39,0.024636765634870498,0.2565789473684211,3.4131468376824414
発生場所1=学校外（園外） | 給付年度=23,場合別1=通学中,3,18,0.011370814908401769,0.5625,3.3986164122137406
発生場所2=体育館・屋内運動場 | 被災学年=3,場合別1=各教科等,3,39,0.024636765634870498,0.5,3.3969957081545066
発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=小,場合別1=休憩時間,3,59,0.037271004421983576,0.5315315315315315,3.365657657657658
場合別1=休憩時間,発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=小,3,59,0.037271004421983576,0.236,3.3656576576576573
場合別1=通学中,発生場所1=学校外（園外） | 被災学年=3,3,64,0.04042956411876184,0.24427480916030533,3.3624958513109857
発生場所1=学校外（園外） | 被災学年=3,場合別1=通学中,3,64,0.04042956411876184,0.5565217391304348,3.3624958513109857
発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,3,33,0.020846493998736577,0.34375,3.3589891975308643
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=2,発生場所2=廊下,3,33,0.020846493998736577,0.2037037037037037,3.358989197530864
発生場所2=学校外運動場・競技場,発生場所1=学校外（園外） | 被災学年=3,3,29,0.01831964624131396,0.24369747899159663,3.354548776032152
発生場所1=学校外（園外） | 被災学年=3,発生場所2=学校外運動場・競技場,3,29,0.01831964624131396,0.25217391304347825,3.3545487760321517
場合別2=休憩時間中,和暦=平成 | 被災学校種=小,3,43,0.027163613392293114,0.4574468085106383,3.352492119779354
発生場所2=体育館・屋内運動場,性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,3,172,0.10865445356917246,0.7020408163265306,3.3473813621834276
性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場,3,172,0.10865445356917246,0.5180722891566265,3.3473813621834276
発生場所2=学校外体育館,和暦=平成 | 発生場所1=学校外（園外）,3,35,0.022109917877447885,0.875,3.3457125603864735
発生場所1=学校外（園外） | 被災学校種=高,場合別2=登校（登園）中,3,82,0.05180037902716361,0.2469879518072289,3.341725877870456
場合別2=登校（登園）中,発生場所1=学校外（園外） | 被災学校種=高,3,82,0.05180037902716361,0.7008547008547008,3.3417258778704557
発生場所2=学校外体育館,発生場所1=学校外（園外） | 被災学校種=高,3,28,0.017687934301958308,0.7,3.337650602409638
場合別2=登校（登園）中,発生場所1=学校外（園外） | 被災学年=1,3,43,0.027163613392293114,0.36752136752136755,3.3244932844932844
発生場所1=学校外（園外） | 被災学年=1,場合別2=登校（登園）中,3,43,0.027163613392293114,0.24571428571428572,3.3244932844932844
和暦=令和 | 場合別2=体育（保健体育）,発生場所2=体育館・屋内運動場,3,20,0.012634238787113077,0.5128205128205128,3.313448456305599
場合別2=体育（保健体育） | 発生場所2=体育館・屋内運動場,競技種目=バスケットボール,3,20,0.012634238787113077,0.23255813953488372,3.286960132890365
被災学年=4,場合別1=休憩時間,2,28,0.017687934301958308,0.5185185185185185,3.283259259259259
競技種目=野球（含軟式）,場合別1=課外指導 | 発生場所2=運動場・校庭（園庭）,3,258,0.16298168035375868,0.7329545454545454,3.2775905238828966
場合別1=課外指導 | 発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式）,3,258,0.16298168035375868,0.7288135593220338,3.2775905238828966
競技種目=野球（含軟式）,場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭）,3,258,0.16298168035375868,0.7329545454545454,3.2775905238828966
場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式）,3,258,0.16298168035375868,0.7288135593220338,3.2775905238828966
発生場所2=道路,発生場所1=学校外（園外） | 被災学年=3,3,65,0.0410612760581175,0.23809523809523808,3.277432712215321
発生場所1=学校外（園外） | 被災学年=3,発生場所2=道路,3,65,0.0410612760581175,0.5652173913043478,3.2774327122153206
和暦=平成 | 発生場所2=教室（保育室）,被災学校種=小,3,36,0.022741629816803537,0.5070422535211268,3.276113825812015
発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場,2,245,0.15476942514213518,0.506198347107438,3.2706611570247937
発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,2,245,0.15476942514213518,1.0,3.2706611570247937
発生場所1=学校内・校舎内（園内・園舎内）,和暦=平成 | 発生場所2=体育館・屋内運動場,3,201,0.1269740998104864,0.4152892561983471,3.2706611570247937
和暦=平成 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,201,0.1269740998104864,1.0,3.2706611570247937
性別=男 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,172,0.10865445356917246,1.0,3.2706611570247937
発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場 | 被災学校種=高,3,143,0.0903348073278585,0.29545454545454547,3.2706611570247937
発生場所2=体育館・屋内運動場 | 被災学校種=高,発生場所1=学校内・校舎内（園内・園舎内）,3,143,0.0903348073278585,1.0,3.2706611570247937
場合別1=課外指導 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,120,0.07580543272267846,1.0,3.2706611570247937
場合別2=体育的部活動 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,119,0.07517372078332281,1.0,3.2706611570247937
発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,2,96,0.060644346178142766,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 被災学年=2,発生場所1=学校内・校舎内（園内・園舎内）,3,90,0.056854074542008845,1.0,3.2706611570247937
場合別1=各教科等 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,89,0.05622236260265319,1.0,3.2706611570247937
場合別2=体育（保健体育） | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,86,0.05432722678458623,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内）,3,82,0.05180037902716361,1.0,3.2706611570247937
発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,2,81,0.051168667087807956,1.0,3.2706611570247937
和暦=平成 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,79,0.04990524320909665,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 被災学年=3,発生場所1=学校内・校舎内（園内・園舎内）,3,78,0.049273531269740996,1.0,3.2706611570247937
性別=女 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,73,0.04611497157296273,1.0,3.2706611570247937
和暦=平成 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,71,0.04485154769425142,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,70,0.04421983575489577,1.0,3.2706611570247937
性別=男 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,60,0.03790271636133923,1.0,3.2706611570247937
場合別1=休憩時間 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,60,0.03790271636133923,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 被災学年=1,発生場所1=学校内・校舎内（園内・園舎内）,3,59,0.037271004421983576,1.0,3.2706611570247937
性別=男 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,57,0.036007580543272265,1.0,3.2706611570247937
場合別1=休憩時間 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,51,0.032217308907138344,1.0,3.2706611570247937
和暦=令和 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,44,0.027795325331648767,1.0,3.2706611570247937
発生場所2=廊下 | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,42,0.026531901452937462,1.0,3.2706611570247937
性別=女 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,39,0.024636765634870498,1.0,3.2706611570247937
発生場所2=教室（保育室） | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,37,0.02337334175615919,1.0,3.2706611570247937
発生場所2=廊下 | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,35,0.022109917877447885,1.0,3.2706611570247937
発生場所2=廊下 | 被災学年=2,発生場所1=学校内・校舎内（園内・園舎内）,3,33,0.020846493998736577,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 競技種目=バレーボール,発生場所1=学校内・校舎内（園内・園舎内）,3,31,0.01958307012002527,1.0,3.2706611570247937
発生場所2=教室（保育室） | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,29,0.01831964624131396,1.0,3.2706611570247937
場合別2=休憩時間中 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,27,0.017056222362602652,1.0,3.2706611570247937
発生場所2=階段,発生場所1=学校内・校舎内（園内・園舎内）,2,25,0.015792798483891344,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,24,0.015161086544535692,1.0,3.2706611570247937
発生場所2=教室（保育室） | 被災学年=3,発生場所1=学校内・校舎内（園内・園舎内）,3,23,0.014529374605180037,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 給付年度=18,発生場所1=学校内・校舎内（園内・園舎内）,3,23,0.014529374605180037,1.0,3.2706611570247937
性別=女 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,21,0.013265950726468731,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 給付年度=22,発生場所1=学校内・校舎内（園内・園舎内）,3,21,0.013265950726468731,1.0,3.2706611570247937
場合別2=休憩時間中 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,20,0.012634238787113077,1.0,3.2706611570247937
和暦=平成 | 発生場所2=階段,発生場所1=学校内・校舎内（園内・園舎内）,3,20,0.012634238787113077,1.0,3.2706611570247937
発生場所2=廊下 | 被災学年=1,発生場所1=学校内・校舎内（園内・園舎内）,3,20,0.012634238787113077,1.0,3.2706611570247937
発生場所2=廊下 | 被災学年=3,発生場所1=学校内・校舎内（園内・園舎内）,3,19,0.012002526847757423,1.0,3.2706611570247937
発生場所2=教室（保育室） | 被災学年=2,発生場所1=学校内・校舎内（園内・園舎内）,3,18,0.011370814908401769,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 給付年度=20,発生場所1=学校内・校舎内（園内・園舎内）,3,18,0.011370814908401769,1.0,3.2706611570247937
場合別1=休憩時間 | 発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内）,3,17,0.010739102969046115,1.0,3.2706611570247937
場合別2=昼食時休憩時間中 | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,17,0.010739102969046115,1.0,3.2706611570247937
場合別2=昼食時休憩時間中 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,17,0.010739102969046115,1.0,3.2706611570247937
和暦=令和 | 発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内）,3,17,0.010739102969046115,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 給付年度=17,発生場所1=学校内・校舎内（園内・園舎内）,3,16,0.01010739102969046,1.0,3.2706611570247937
場合別1=特別活動（除学校行事） | 発生場所2=教室（保育室）,発生場所1=学校内・校舎内（園内・園舎内）,3,16,0.01010739102969046,1.0,3.2706611570247937
場合別1=休憩時間 | 発生場所2=階段,発生場所1=学校内・校舎内（園内・園舎内）,3,16,0.01010739102969046,1.0,3.2706611570247937
性別=男 | 発生場所2=階段,発生場所1=学校内・校舎内（園内・園舎内）,3,16,0.01010739102969046,1.0,3.2706611570247937
発生場所2=体育館・屋内運動場 | 給付年度=19,発生場所1=学校内・校舎内（園内・園舎内）,3,16,0.01010739102969046,1.0,3.2706611570247937
発生場所1=学校内・校舎内（園内・園舎内）,性別=男 | 発生場所2=体育館・屋内運動場,3,172,0.10865445356917246,0.35537190082644626,3.270661157024793
発生場所1=学校内・校舎内（園内・園舎内）,場合別1=課外指導 | 発生場所2=体育館・屋内運動場,3,120,0.07580543272267846,0.24793388429752067,3.270661157024793
発生場所1=学校内・校舎内（園内・園舎内）,場合別2=体育的部活動 | 発生場所2=体育館・屋内運動場,3,119,0.07517372078332281,0.24586776859504134,3.270661157024793
性別=男 | 被災学年=4,場合別1=休憩時間,3,17,0.010739102969046115,0.5151515151515151,3.261939393939394
和暦=平成 | 発生場所1=学校外（園外）,場合別2=下校（降園）中,3,115,0.07264687302590019,0.2777777777777778,3.2572016460905355
場合別2=下校（降園）中,和暦=平成 | 発生場所1=学校外（園外）,3,115,0.07264687302590019,0.8518518518518519,3.257201646090535
発生場所2=教室（保育室）,和暦=平成 | 被災学校種=小,3,36,0.022741629816803537,0.4444444444444444,3.257201646090535
発生場所2=学校外運動場・競技場,和暦=平成 | 発生場所1=学校外（園外）,3,101,0.06380290587492103,0.8487394957983193,3.245301018958308
和暦=平成 | 発生場所1=学校外（園外）,発生場所2=学校外運動場・競技場,3,101,0.06380290587492103,0.24396135265700483,3.245301018958308
和暦=令和 | 発生場所2=体育館・屋内運動場,場合別1=各教科等,3,21,0.013265950726468731,0.4772727272727273,3.242586812329302
被災学年=4,和暦=平成 | 場合別1=休憩時間,3,23,0.014529374605180037,0.42592592592592593,3.241542022792023
和暦=平成 | 被災学年=4,場合別1=休憩時間,3,23,0.014529374605180037,0.5111111111111111,3.2363555555555554
発生場所2=廊下,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,79,0.04990524320909665,0.8229166666666666,3.2324493382961124
場合別2=体育（保健体育） | 被災学年=3,発生場所2=体育館・屋内運動場,3,38,0.024005053695514846,0.5,3.2306122448979595
場合別1=特別活動（除学校行事） | 性別=男,被災学校種=小,3,22,0.013897662665824383,0.5,3.2306122448979595
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=20,発生場所2=体育館・屋内運動場,3,18,0.011370814908401769,0.5,3.2306122448979595
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=19,発生場所2=体育館・屋内運動場,3,16,0.01010739102969046,0.5,3.2306122448979595
和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=体育館・屋内運動場,3,201,0.1269740998104864,0.4987593052109181,3.2225958373423813
発生場所2=体育館・屋内運動場,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,201,0.1269740998104864,0.8204081632653061,3.222595837342381
通学方法=自転車,発生場所1=学校外（園外） | 被災学年=3,3,51,0.032217308907138344,0.23394495412844038,3.2203031511767057
発生場所1=学校外（園外） | 被災学年=3,通学方法=自転車,3,51,0.032217308907138344,0.4434782608695652,3.2203031511767053
発生場所2=教室（保育室）,性別=男 | 被災学校種=小,3,25,0.015792798483891344,0.30864197530864196,3.2143437296946065
場合別2=体育（保健体育） | 発生場所1=学校内・校舎内（園内・園舎内）,競技種目=バスケットボール,3,20,0.012634238787113077,0.22727272727272727,3.2122564935064934
発生場所2=廊下,発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,3,20,0.012634238787113077,0.20833333333333334,3.2018608414239482
場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,競技種目=野球（含軟式）,3,259,0.16361339229311433,0.7115384615384616,3.1999016608391613
競技種目=野球（含軟式）,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,3,259,0.16361339229311433,0.7357954545454546,3.199901660839161
発生場所2=道路,発生場所1=学校外（園外）,2,273,0.1724573594440935,1.0,3.1851106639839037
発生場所1=学校外（園外）,発生場所2=道路,2,273,0.1724573594440935,0.5492957746478874,3.1851106639839037
場合別1=通学中,発生場所1=学校外（園外）,2,262,0.1655085281111813,1.0,3.1851106639839037
場合別1=通学中 | 発生場所2=道路,発生場所1=学校外（園外）,3,254,0.16045483259633608,1.0,3.1851106639839037
和暦=平成 | 発生場所2=道路,発生場所1=学校外（園外）,3,223,0.1408717624763108,1.0,3.1851106639839037
通学方法=自転車,発生場所1=学校外（園外）,2,218,0.13771320277953253,1.0,3.1851106639839037
場合別1=通学中 | 通学方法=自転車,発生場所1=学校外（園外）,3,218,0.13771320277953253,1.0,3.1851106639839037
発生場所2=道路 | 通学方法=自転車,発生場所1=学校外（園外）,3,217,0.13708149084017687,1.0,3.1851106639839037
和暦=平成 | 場合別1=通学中,発生場所1=学校外（園外）,3,213,0.13455464308275428,1.0,3.1851106639839037
和暦=平成 | 通学方法=自転車,発生場所1=学校外（園外）,3,173,0.10928616550852811,1.0,3.1851106639839037
性別=男 | 発生場所2=道路,発生場所1=学校外（園外）,3,173,0.10928616550852811,1.0,3.1851106639839037
発生場所1=学校外（園外）,発生場所2=道路 | 被災学校種=高,3,169,0.10675931775110549,0.34004024144869216,3.1851106639839037
発生場所2=道路 | 被災学校種=高,発生場所1=学校外（園外）,3,169,0.10675931775110549,1.0,3.1851106639839037
発生場所1=学校外（園外）,場合別1=通学中 | 被災学校種=高,3,166,0.10486418193303854,0.33400402414486924,3.1851106639839037
場合別1=通学中 | 被災学校種=高,発生場所1=学校外（園外）,3,166,0.10486418193303854,1.0,3.1851106639839037
発生場所1=学校外（園外）,場合別1=通学中 | 性別=男,3,165,0.10423246999368288,0.3319919517102616,3.1851106639839037
場合別1=通学中 | 性別=男,発生場所1=学校外（園外）,3,165,0.10423246999368288,1.0,3.1851106639839037
被災学校種=高 | 通学方法=自転車,発生場所1=学校外（園外）,3,160,0.10107391029690461,1.0,3.1851106639839037
性別=男 | 通学方法=自転車,発生場所1=学校外（園外）,3,137,0.08654453569172457,1.0,3.1851106639839037
場合別2=下校（降園）中,発生場所1=学校外（園外）,2,135,0.08528111181301326,1.0,3.1851106639839037
発生場所1=学校外（園外）,場合別2=下校（降園）中,2,135,0.08528111181301326,0.2716297786720322,3.1851106639839037
発生場所1=学校外（園外）,場合別1=通学中 | 場合別2=下校（降園）中,3,135,0.08528111181301326,0.2716297786720322,3.1851106639839037
場合別1=通学中 | 場合別2=下校（降園）中,発生場所1=学校外（園外）,3,135,0.08528111181301326,1.0,3.1851106639839037
発生場所1=学校外（園外）,場合別2=下校（降園）中 | 発生場所2=道路,3,132,0.08338597599494631,0.2655935613682093,3.1851106639839037
場合別2=下校（降園）中 | 発生場所2=道路,発生場所1=学校外（園外）,3,132,0.08338597599494631,1.0,3.1851106639839037
発生場所2=学校外運動場・競技場,発生場所1=学校外（園外）,2,119,0.07517372078332281,1.0,3.1851106639839037
場合別2=登校（登園）中,発生場所1=学校外（園外）,2,117,0.0739102969046115,1.0,3.1851106639839037
場合別1=通学中 | 場合別2=登校（登園）中,発生場所1=学校外（園外）,3,117,0.0739102969046115,1.0,3.1851106639839037
発生場所1=学校外（園外）,場合別1=課外指導 | 発生場所2=学校外運動場・競技場,3,116,0.07327858496525584,0.23340040241448692,3.1851106639839037
場合別1=課外指導 | 発生場所2=学校外運動場・競技場,発生場所1=学校外（園外）,3,116,0.07327858496525584,1.0,3.1851106639839037
発生場所1=学校外（園外）,場合別2=体育的部活動 | 発生場所2=学校外運動場・競技場,3,116,0.07327858496525584,0.23340040241448692,3.1851106639839037
場合別2=体育的部活動 | 発生場所2=学校外運動場・競技場,発生場所1=学校外（園外）,3,116,0.07327858496525584,1.0,3.1851106639839037
和暦=平成 | 場合別2=下校（降園）中,発生場所1=学校外（園外）,3,115,0.07264687302590019,1.0,3.1851106639839037
