順位,特徴1,特徴2,ジャッカード係数,共通出現事例数,特徴1出現事例数,特徴2出現事例数,和集合事例数,対象事例数
1567,正面,衝突,0.136986,10,17,66,73,1583
1568,受傷部位:下肢,転倒,0.136842,65,142,398,475,1583
1569,足,転倒,0.136842,65,142,398,475,1583
1570,ボール,顔面,0.13648,107,402,489,784,1583
1571,運動,部,0.136364,75,140,485,550,1583
1572,補綴,野球,0.136364,48,195,205,352,1583
1573,手,持つ,0.136364,21,123,52,154,1583
1574,イレギュラー,守備,0.136364,15,46,79,110,1583
1575,かける,声,0.136364,6,38,12,44,1583
1576,衝突対象:階段,踊り場,0.136364,6,43,7,44,1583
1577,踊り場,階段,0.136364,6,7,43,44,1583
1578,てんかん,意識,0.136364,3,5,20,22,1583
1579,コート,中央,0.136364,3,17,8,22,1583
1580,一緒,帰る,0.136364,3,17,8,22,1583
1581,下る,輪,0.136364,3,16,9,22,1583
1582,前輪,道路,0.135922,14,42,75,103,1583
1583,加える,野球,0.135593,48,197,205,354,1583
1584,歯科,野球,0.135593,48,197,205,354,1583
1585,受傷部位:上肢,持つ,0.135484,21,124,52,155,1583
1586,崩す,自転車,0.135135,40,120,216,296,1583
1587,受傷部位:眼,段,0.135135,5,34,8,37,1583
1588,歯槽,歯牙,0.135135,5,8,34,37,1583
1589,受傷機転:転倒,登校,0.134981,71,507,90,526,1583
1590,相手,肘,0.134783,31,211,50,230,1583
1591,体育館,補綴,0.134615,35,100,195,260,1583
1592,受傷部位:歯牙,口,0.134497,131,746,359,974,1583
1593,休憩,遊ぶ,0.134454,16,60,75,119,1583
1594,受傷機転:転倒,地面,0.134328,72,507,101,536,1583
1595,受傷機転:転倒,衝突対象:地面,0.134328,72,507,101,536,1583
1596,床,時間,0.134058,37,189,124,276,1583
1597,時間,衝突対象:床,0.134058,37,124,189,276,1583
1598,体育館,加える,0.133588,35,100,197,262,1583
1599,体育館,歯科,0.133588,35,100,197,262,1583
1600,れる,搬送,0.133333,24,180,24,180,1583
1601,休憩,鬼ごっこ,0.133333,10,60,25,75,1583
1602,気付く,素振り,0.133333,6,24,27,45,1583
1603,ランニング,校舎,0.133333,4,15,19,30,1583
1604,祭,種目,0.133333,4,26,8,30,1583
1605,5,対,0.133333,2,5,12,15,1583
1606,そば,通る,0.133333,2,4,13,15,1583
1607,たち,椅子,0.133333,2,7,10,15,1583
1608,オフェンス,抜く,0.133333,2,6,11,15,1583
1609,カット,ドリブル,0.133333,2,4,13,15,1583
1610,クラスメート,殴る,0.133333,2,3,14,15,1583
1611,テニス,張る,0.133333,2,14,3,15,1583
1612,トイレ,入り口,0.133333,2,13,4,15,1583
1613,ハンドボール,突っ込む,0.133333,2,6,11,15,1583
1614,ブロック,板,0.133333,2,8,9,15,1583
1615,交流,会,0.133333,2,6,11,15,1583
1616,会,戻す,0.133333,2,11,6,15,1583
1617,全員,学年,0.133333,2,6,11,15,1583
1618,受傷機転:挟圧,飛ばす,0.133333,2,7,10,15,1583
1619,向ける,種目,0.133333,2,9,8,15,1583
1620,向ける,走者,0.133333,2,9,8,15,1583
1621,学習,川,0.133333,2,11,6,15,1583
1622,学習,自動車,0.133333,2,11,6,15,1583
1623,帰る,遠足,0.133333,2,8,9,15,1583
1624,応援,放す,0.133333,2,11,6,15,1583
1625,手すり,遊具,0.133333,2,8,9,15,1583
1626,技,起きる,0.133333,2,11,6,15,1583
1627,挟まる,飛ばす,0.133333,2,7,10,15,1583
1628,掛ける,飛び出す,0.133333,2,7,10,15,1583
1629,歩行,自立,0.133333,2,11,6,15,1583
1630,渡る,石,0.133333,2,6,11,15,1583
1631,腰,降る,0.133333,2,6,11,15,1583
1632,車椅子,車輪,0.133333,2,4,13,15,1583
1633,加える,治療,0.133005,27,197,33,203,1583
1634,歯科,治療,0.133005,27,197,33,203,1583
1635,受傷部位:顎顔面,顎,0.132635,76,573,76,573,1583
1636,口,歯,0.132581,94,359,444,709,1583
1637,原因物:スポーツ用具,場,0.13245,80,527,157,604,1583
1638,歩道,環境要因:路面,0.132353,9,24,53,68,1583
1639,イレギュラーバウンド,打球,0.132075,14,35,85,106,1583
1640,かかる,前輪,0.132075,7,18,42,53,1583
1641,コンクリート,部分,0.132075,7,26,34,53,1583
1642,水,環境要因:路面,0.132075,7,7,53,53,1583
1643,球,防,0.132075,7,53,7,53,1583
1644,れる,救急,0.131868,24,180,26,182,1583
1645,行動:移動,転倒,0.131687,64,152,398,486,1583
1646,抜ける,２,0.131579,20,77,95,152,1583
1647,前方,前輪,0.131579,15,87,42,114,1583
1648,切る,唇,0.131579,10,30,56,76,1583
1649,受傷機転:切創,唇,0.131579,10,30,56,76,1583
1650,校舎,階,0.131579,5,19,24,38,1583
1651,補綴,負傷,0.131474,66,195,373,502,1583
1652,崩す,転倒,0.131004,60,120,398,458,1583
1653,加える,負傷,0.130952,66,197,373,504,1583
1654,歯科,負傷,0.130952,66,197,373,504,1583
1655,歯,顔面,0.130909,108,444,489,825,1583
1656,バスケットボール,肘,0.130841,14,71,50,107,1583
1657,前方,自転車,0.130597,35,87,216,268,1583
1658,受傷部位:顎顔面,床,0.130564,88,573,189,674,1583
1659,受傷部位:顎顔面,衝突対象:床,0.130564,88,573,189,674,1583
1660,一,人,0.130435,12,18,86,92,1583
1661,ピッチャー,投げる,0.130435,9,23,55,69,1583
1662,受傷機転:転落,階,0.130435,9,54,24,69,1583
1663,ゴールキーパー,シュート,0.130435,6,19,33,46,1583
1664,スピード,ハンドル,0.130435,6,21,31,46,1583
1665,スピード,衝突対象:自転車部品,0.130435,6,21,31,46,1583
1666,下りる,衝突対象:階段,0.130435,6,9,43,46,1583
1667,下りる,階段,0.130435,6,9,43,46,1583
1668,傷害結果:骨折,歯牙,0.130435,6,18,34,46,1583
1669,原因物:遊具,鬼ごっこ,0.130435,6,27,25,46,1583
1670,歯牙,骨折,0.130435,6,34,18,46,1583
1671,つかむ,振り回す,0.130435,3,16,10,23,1583
1672,の,者,0.130435,3,18,8,23,1583
1673,ファースト,守る,0.130435,3,7,19,23,1583
1674,フレーム,ラケット,0.130435,3,3,23,23,1583
1675,倒す,腕,0.130435,3,9,17,23,1583
1676,入れる,気,0.130435,3,15,11,23,1583
1677,声,思う,0.130435,3,12,14,23,1583
1678,意識,発見,0.130435,3,20,6,23,1583
1679,棒,運動会,0.130435,3,19,7,23,1583
1680,濡れる,降る,0.130435,3,15,11,23,1583
1681,下り坂,自転車,0.130045,29,36,216,223,1583
1682,床,顔面,0.13,78,189,489,600,1583
1683,衝突対象:床,顔面,0.13,78,189,489,600,1583
1684,シート,ノック,0.13,13,13,100,100,1583
1685,倒れる,前方,0.12987,20,87,87,154,1583
1686,前歯,口,0.129707,124,721,359,956,1583
1687,ゴール,シュート,0.12963,7,28,33,54,1583
1688,友人,時間,0.129032,28,121,124,217,1583
1689,行動:昇降,衝突対象:階段,0.129032,8,27,43,62,1583
1690,行動:昇降,階段,0.129032,8,27,43,62,1583
1691,出場,大会,0.129032,4,9,26,31,1583
1692,校庭,鉄棒,0.129032,4,19,16,31,1583
1693,ボール,相手,0.128913,70,402,211,543,1583
1694,バランス,受傷機転:転倒,0.128801,72,124,507,559,1583
1695,治療,補綴,0.128713,26,33,195,202,1583
1696,2,階,0.128571,9,55,24,70,1583
1697,下校,受傷機転:転倒,0.12844,70,108,507,545,1583
1698,受傷機転:転倒,行動:移動,0.128425,75,507,152,584,1583
1699,本,歯,0.128425,75,215,444,584,1583
1700,ノック,当たる,0.128319,58,100,410,452,1583
1701,傷害結果:欠損,場,0.12766,24,55,157,188,1583
1702,場,欠損,0.12766,24,157,55,188,1583
1703,前輪,投げ出す,0.12766,6,42,11,47,1583
1704,ぶつかる,相手,0.127517,38,125,211,298,1583
1705,補綴,転倒,0.127376,67,195,398,526,1583
1706,受傷機転:滑走,床,0.127341,34,112,189,267,1583
1707,受傷機転:滑走,衝突対象:床,0.127341,34,112,189,267,1583
1708,床,滑る,0.127341,34,189,112,267,1583
1709,滑る,衝突対象:床,0.127341,34,112,189,267,1583
1710,環境要因:路面,車道,0.127273,7,53,9,55,1583
1711,前方,原因物:乗り物,0.127208,36,87,232,283,1583
1712,傷害結果:欠損,運動,0.127168,22,55,140,173,1583
1713,欠損,運動,0.127168,22,55,140,173,1583
1714,守備,練習,0.127083,61,79,462,480,1583
1715,加える,転倒,0.126894,67,197,398,528,1583
1716,歯科,転倒,0.126894,67,197,398,528,1583
1717,イレギュラーバウンド,野球,0.126761,27,35,205,213,1583
1718,折,部,0.126476,75,183,485,593,1583
1719,転倒,道路,0.12619,53,398,75,420,1583
1720,チーム,試合,0.125984,32,49,237,254,1583
1721,前歯,顔,0.125778,101,721,183,803,1583
1722,れる,原因物:乗り物,0.125683,46,180,232,366,1583
1723,練習,補綴,0.125,73,462,195,584,1583
1724,バット,打つ,0.125,35,113,202,280,1583
1725,バスケットボール,体育館,0.125,19,71,100,152,1583
1726,傷害結果:欠損,救急,0.125,9,55,26,72,1583
1727,救急,欠損,0.125,9,26,55,72,1583
1728,ブレーキ,下る,0.125,5,29,16,40,1583
1729,歯牙,骨,0.125,5,34,11,40,1583
1730,きれる,支える,0.125,4,21,15,32,1583
1731,やる,キャッチャー,0.125,4,9,27,32,1583
1732,タイヤ,溝,0.125,4,25,11,32,1583
1733,上がる,高い,0.125,4,21,15,32,1583
1734,傘,雨,0.125,4,16,20,32,1583
1735,とる,砂利,0.125,3,21,6,24,1583
1736,バウンド,ワン,0.125,3,24,3,24,1583
1737,ピッチャー,フリー,0.125,3,23,4,24,1583
1738,ピッチャー,投球,0.125,3,23,4,24,1583
1739,ランニング,陸上,0.125,3,15,12,24,1583
1740,乗り出す,階,0.125,3,3,24,24,1583
1741,傷害結果:骨折,窓,0.125,3,18,9,24,1583
1742,擦過傷,負う,0.125,3,3,24,24,1583
1743,支柱,防,0.125,3,20,7,24,1583
1744,棒,渡す,0.125,3,19,8,24,1583
1745,窓,骨折,0.125,3,9,18,24,1583
1746,身,階,0.125,3,3,24,24,1583
1747,あたり,首,0.125,2,11,7,16,1583
1748,オフェンス,対,0.125,2,6,12,16,1583
1749,クラブ,確認,0.125,2,9,9,16,1583
1750,シーソー,遊び,0.125,2,5,13,16,1583
1751,トス,組,0.125,2,11,7,16,1583
1752,ノッカー,硬式,0.125,2,6,12,16,1583
1753,バドミントン,下ろす,0.125,2,12,6,16,1583
1754,バント,マシン,0.125,2,15,3,16,1583
1755,リレー,渡す,0.125,2,10,8,16,1583
1756,リレー,走者,0.125,2,10,8,16,1583
1757,乱取り,柔道,0.125,2,3,15,16,1583
1758,会,始まる,0.125,2,11,7,16,1583
1759,低い,構える,0.125,2,9,9,16,1583
1760,低い,為,0.125,2,9,9,16,1583
1761,何,投げ出す,0.125,2,7,11,16,1583
1762,児,高い,0.125,2,3,15,16,1583
1763,入れる,奥歯,0.125,2,15,3,16,1583
1764,入れる,打ち返す,0.125,2,15,3,16,1583
1765,入れる,観察,0.125,2,15,3,16,1583
1766,向く,正門,0.125,2,15,3,16,1583
1767,完全,骨,0.125,2,7,11,16,1583
1768,寄る,帰宅,0.125,2,6,12,16,1583
1769,川,陸上,0.125,2,6,12,16,1583
1770,左側,続く,0.125,2,14,4,16,1583
1771,席,椅子,0.125,2,8,10,16,1583
1772,待機,順番,0.125,2,8,10,16,1583
1773,教師,自立,0.125,2,12,6,16,1583
1774,板,近づく,0.125,2,9,9,16,1583
1775,椅子,発作,0.125,2,10,8,16,1583
1776,殴る,立てる,0.125,2,14,4,16,1583
1777,紐,絡まる,0.125,2,3,15,16,1583
1778,給食,袋,0.125,2,12,6,16,1583
1779,見つける,離す,0.125,2,5,13,16,1583
1780,5,うつ,0.125,1,5,4,8,1583
1781,5,うつ伏せる,0.125,1,5,4,8,1583
1782,5,こぐ,0.125,1,5,4,8,1583
1783,5,ベースボール,0.125,1,5,4,8,1583
1784,5,三,0.125,1,5,4,8,1583
1785,5,列,0.125,1,5,4,8,1583
1786,5,浮く,0.125,1,5,4,8,1583
1787,5,生活,0.125,1,5,4,8,1583
1788,5,続く,0.125,1,5,4,8,1583
1789,6,こぐ,0.125,1,5,4,8,1583
1790,6,ゴルフ,0.125,1,5,4,8,1583
1791,6,センター,0.125,1,5,4,8,1583
1792,6,一環,0.125,1,5,4,8,1583
1793,6,姿勢,0.125,1,5,4,8,1583
1794,6,浮く,0.125,1,5,4,8,1583
1795,A,話,0.125,1,3,6,8,1583
1796,HR,あたる,0.125,1,3,6,8,1583
1797,HR,友だち,0.125,1,3,6,8,1583
1798,m,ポール,0.125,1,4,5,8,1583
1799,m,出来る,0.125,1,4,5,8,1583
1800,m,竹,0.125,1,4,5,8,1583
1801,m,長い,0.125,1,4,5,8,1583
1802,あご,ミーティング,0.125,1,5,4,8,1583
1803,あたる,亀裂,0.125,1,6,3,8,1583
1804,あたる,二塁,0.125,1,6,3,8,1583
1805,あたる,亜,0.125,1,6,3,8,1583
1806,あたる,至近,0.125,1,6,3,8,1583
1807,いす,保健,0.125,1,3,6,8,1583
1808,いす,袋,0.125,1,3,6,8,1583
1809,うつ,ブラシ,0.125,1,4,5,8,1583
1810,うつ,寄宿舎,0.125,1,4,5,8,1583
1811,うつ伏せる,受け止める,0.125,1,4,5,8,1583
1812,おでこ,ヘルメット,0.125,1,3,6,8,1583
1813,おでこ,分かれる,0.125,1,3,6,8,1583
1814,お互い,ごっこ,0.125,1,6,3,8,1583
1815,お互い,パンチ,0.125,1,6,3,8,1583
1816,お互い,ボクシング,0.125,1,6,3,8,1583
1817,お互い,児,0.125,1,6,3,8,1583
1818,お互い,縄跳び,0.125,1,6,3,8,1583
1819,お互い,触れる,0.125,1,6,3,8,1583
1820,お互い,近距離,0.125,1,6,3,8,1583
1821,お互い,通りかかる,0.125,1,6,3,8,1583
1822,かがむ,けが,0.125,1,4,5,8,1583
1823,かがむ,擦り傷,0.125,1,4,5,8,1583
1824,かご,ふらつく,0.125,1,3,6,8,1583
1825,かご,川,0.125,1,3,6,8,1583
1826,かすめる,グローブ,0.125,1,4,5,8,1583
1827,かすめる,手首,0.125,1,4,5,8,1583
1828,かばん,歯茎,0.125,1,4,5,8,1583
1829,かばん,番,0.125,1,4,5,8,1583
1830,かばん,長い,0.125,1,4,5,8,1583
1831,かわす,前かがみ,0.125,1,5,4,8,1583
1832,かわす,前日,0.125,1,5,4,8,1583
1833,きる,鬼,0.125,1,4,5,8,1583
1834,ぐらつく,取れる,0.125,1,6,3,8,1583
1835,ぐらつく,昼,0.125,1,6,3,8,1583
1836,ぐらつく,背,0.125,1,6,3,8,1583
1837,ぐらつく,至近,0.125,1,6,3,8,1583
1838,けが,用水路,0.125,1,5,4,8,1583
1839,けが,経路,0.125,1,5,4,8,1583
1840,ける,ゴルフ,0.125,1,5,4,8,1583
1841,ける,作業,0.125,1,5,4,8,1583
1842,ける,指示,0.125,1,5,4,8,1583
1843,ける,距離,0.125,1,5,4,8,1583
1844,ける,重なる,0.125,1,5,4,8,1583
1845,こぐ,ポール,0.125,1,4,5,8,1583
1846,こぐ,倒れ込む,0.125,1,4,5,8,1583
1847,こぐ,度,0.125,1,4,5,8,1583
1848,こぐ,開始,0.125,1,4,5,8,1583
1849,すぎる,フロア,0.125,1,5,4,8,1583
1850,すぎる,傾く,0.125,1,5,4,8,1583
1851,すべり台,上る,0.125,1,4,5,8,1583
1852,すべり台,起き上がる,0.125,1,4,5,8,1583
1853,ずれる,位,0.125,1,3,6,8,1583
1854,ずれる,話,0.125,1,3,6,8,1583
1855,そば,てんかん,0.125,1,4,5,8,1583
1856,そば,動く,0.125,1,4,5,8,1583
1857,そば,寄宿舎,0.125,1,4,5,8,1583
1858,それる,ピッチングマシン,0.125,1,6,3,8,1583
1859,それる,ホーム,0.125,1,6,3,8,1583
1860,それる,マシン,0.125,1,6,3,8,1583
1861,それる,マネージャー,0.125,1,6,3,8,1583
1862,つける,ホーム,0.125,1,6,3,8,1583
1863,つなぐ,スケート,0.125,1,5,4,8,1583
1864,つなぐ,前日,0.125,1,5,4,8,1583
1865,つなぐ,手前,0.125,1,5,4,8,1583
1866,つなぐ,班,0.125,1,5,4,8,1583
1867,つなぐ,続く,0.125,1,5,4,8,1583
1868,つなぐ,脱ぐ,0.125,1,5,4,8,1583
1869,つま,ダッシュ,0.125,1,6,3,8,1583
1870,つま,広い,0.125,1,6,3,8,1583
1871,づく,ダッシュ,0.125,1,6,3,8,1583
1872,づく,広い,0.125,1,6,3,8,1583
1873,てんかん,持久走,0.125,1,5,4,8,1583
1874,とっさ,タイミング,0.125,1,4,5,8,1583
1875,とっさ,番,0.125,1,4,5,8,1583
1876,とっさ,腹部,0.125,1,4,5,8,1583
1877,ふり,枠,0.125,1,3,6,8,1583
1878,ふる,寄る,0.125,1,3,6,8,1583
1879,ふる,水筒,0.125,1,3,6,8,1583
1880,ぶらんこ,公園,0.125,1,3,6,8,1583
1881,ほうき,手首,0.125,1,4,5,8,1583
1882,ほお,照明,0.125,1,4,5,8,1583
1883,みる,根元,0.125,1,6,3,8,1583
1884,みる,発表,0.125,1,6,3,8,1583
1885,もつれる,川,0.125,1,3,6,8,1583
1886,もらう,パンチ,0.125,1,6,3,8,1583
1887,もらう,捻挫,0.125,1,6,3,8,1583
1888,もらう,握る,0.125,1,6,3,8,1583
1889,もらう,発表,0.125,1,6,3,8,1583
1890,もらう,集合,0.125,1,6,3,8,1583
1891,やめる,寄る,0.125,1,3,6,8,1583
1892,れっする,戻す,0.125,1,3,6,8,1583
1893,ウォーミングアップ,性,0.125,1,3,6,8,1583
1894,カゴ,分,0.125,1,4,5,8,1583
1895,カゴ,物,0.125,1,4,5,8,1583
1896,カバン,引っ掛ける,0.125,1,3,6,8,1583
1897,キック,ホームルーム,0.125,1,5,4,8,1583
1898,キック,上級生,0.125,1,5,4,8,1583
1899,キック,生活,0.125,1,5,4,8,1583
1900,キック,鉄製,0.125,1,5,4,8,1583
1901,クラスメート,怒る,0.125,1,3,6,8,1583
1902,グラブ,ライナー,0.125,1,3,6,8,1583
1903,グランド,ファール,0.125,1,5,4,8,1583
1904,グランド,三,0.125,1,5,4,8,1583
1905,グランド,前日,0.125,1,5,4,8,1583
1906,グランド,外す,0.125,1,5,4,8,1583
1907,グリップ,刺さる,0.125,1,5,4,8,1583
1908,グループ,ゴルフ,0.125,1,5,4,8,1583
1909,グループ,振り払う,0.125,1,5,4,8,1583
1910,グローブ,裏,0.125,1,5,4,8,1583
1911,コース,ゴルフ,0.125,1,5,4,8,1583
1912,コース,力,0.125,1,5,4,8,1583
1913,コース,特別,0.125,1,5,4,8,1583
1914,ゴルフ,プレー,0.125,1,4,5,8,1583
1915,ゴルフ,ホール,0.125,1,4,5,8,1583
1916,ゴルフ,人組,0.125,1,4,5,8,1583
1917,ゴルフ,番,0.125,1,4,5,8,1583
1918,ゴルフ,見つける,0.125,1,4,5,8,1583
1919,ゴルフ,開始,0.125,1,4,5,8,1583
1920,サーブ,ペア,0.125,1,4,5,8,1583
1921,サーブ,ポジション,0.125,1,4,5,8,1583
1922,サーブ,縁,0.125,1,4,5,8,1583
1923,シーソー,傾く,0.125,1,5,4,8,1583
1924,シーソー,跳ね上がる,0.125,1,5,4,8,1583
1925,シーソー,鉄製,0.125,1,5,4,8,1583
1926,スケート,注意,0.125,1,4,5,8,1583
1927,ステージ,テスト,0.125,1,6,3,8,1583
1928,ステージ,宙,0.125,1,6,3,8,1583
1929,ステージ,発表,0.125,1,6,3,8,1583
1930,ステージ,速攻,0.125,1,6,3,8,1583
1931,ステージ,部位,0.125,1,6,3,8,1583
1932,スパイク,逸れる,0.125,1,5,4,8,1583
1933,スライディング,ファール,0.125,1,5,4,8,1583
1934,センター,ポジション,0.125,1,4,5,8,1583
1935,タイミング,フロア,0.125,1,5,4,8,1583
1936,タイミング,外す,0.125,1,5,4,8,1583
1937,ターン,斜面,0.125,1,3,6,8,1583
1938,ダイビング,ライナー,0.125,1,3,6,8,1583
1939,ダイビング,性,0.125,1,3,6,8,1583
1940,ダイビング,気づく,0.125,1,3,6,8,1583
1941,ダッシュ,下がる,0.125,1,3,6,8,1583
1942,ダッシュ,痛み,0.125,1,3,6,8,1583
1943,ダンス,年生,0.125,1,5,4,8,1583
1944,ダンス,持ち上げる,0.125,1,5,4,8,1583
1945,ダンス,集会,0.125,1,5,4,8,1583
1946,デッキ,底,0.125,1,4,5,8,1583
1947,トラック,位,0.125,1,3,6,8,1583
1948,トラック,見える,0.125,1,3,6,8,1583
1949,トラック,話,0.125,1,3,6,8,1583
1950,ノッカー,マネージャー,0.125,1,6,3,8,1583
1951,ハンドボール,バレー,0.125,1,6,3,8,1583
1952,バスケット,公式,0.125,1,5,4,8,1583
1953,バスケット,鉄柱,0.125,1,5,4,8,1583
1954,ファウルボール,ヘルメット,0.125,1,3,6,8,1583
1955,ファウルボール,足元,0.125,1,3,6,8,1583
1956,フェイント,ライト,0.125,1,3,6,8,1583
1957,フレーム,全員,0.125,1,3,6,8,1583
1958,フレーム,気が付く,0.125,1,3,6,8,1583
1959,フロア,言葉,0.125,1,4,5,8,1583
1960,ブラシ,作業,0.125,1,5,4,8,1583
1961,ブラシ,刺さる,0.125,1,5,4,8,1583
1962,ブラシ,向き,0.125,1,5,4,8,1583
1963,ブラシ,眼,0.125,1,5,4,8,1583
1964,プレー,特別,0.125,1,5,4,8,1583
1965,ヘルメット,マスク,0.125,1,6,3,8,1583
1966,ベンチ,両足,0.125,1,4,5,8,1583
1967,ペア,持ち上げる,0.125,1,5,4,8,1583
1968,ホーム,痛み,0.125,1,3,6,8,1583
1969,ホームルーム,分,0.125,1,4,5,8,1583
1970,ホール,乗り越える,0.125,1,5,4,8,1583
1971,ホール,小走り,0.125,1,5,4,8,1583
1972,ホール,指示,0.125,1,5,4,8,1583
1973,ホール,脱ぐ,0.125,1,5,4,8,1583
1974,ホール,集会,0.125,1,5,4,8,1583
1975,ボード,前進,0.125,1,3,6,8,1583
1976,ボード,気づく,0.125,1,3,6,8,1583
1977,ポジション,一環,0.125,1,5,4,8,1583
1978,ポール,擦りむく,0.125,1,5,4,8,1583
1979,ポール,胸部,0.125,1,5,4,8,1583
1980,マウス,痛み,0.125,1,3,6,8,1583
1981,マウス,見える,0.125,1,3,6,8,1583
1982,マスク,放す,0.125,1,3,6,8,1583
1983,マンホール,蓋,0.125,1,3,6,8,1583
1984,ミーティング,吹奏楽,0.125,1,4,5,8,1583
1985,メートル,回る,0.125,1,3,6,8,1583
1986,ライト,利用,0.125,1,6,3,8,1583
1987,ライト,宙,0.125,1,6,3,8,1583
1988,ライト,巻き込む,0.125,1,6,3,8,1583
1989,ライト,集合,0.125,1,6,3,8,1583
1990,レフト,気づく,0.125,1,3,6,8,1583
1991,レフト,遅れる,0.125,1,3,6,8,1583
1992,ワン,足元,0.125,1,3,6,8,1583
1993,ヶ所,下ろす,0.125,1,3,6,8,1583
1994,ヶ所,分かれる,0.125,1,3,6,8,1583
1995,一塁,二塁,0.125,1,6,3,8,1583
1996,一塁,教科,0.125,1,6,3,8,1583
1997,一塁,至近,0.125,1,6,3,8,1583
1998,一環,受け止める,0.125,1,4,5,8,1583
1999,一環,底,0.125,1,4,5,8,1583
2000,一瞬,端,0.125,1,3,6,8,1583
2001,一瞬,起きる,0.125,1,3,6,8,1583
2002,一瞬,返球,0.125,1,3,6,8,1583
2003,一瞬,駅,0.125,1,3,6,8,1583
2004,三,注意,0.125,1,4,5,8,1583
2005,上履き,袋,0.125,1,3,6,8,1583
2006,上部,交流,0.125,1,3,6,8,1583
2007,上部,気づく,0.125,1,3,6,8,1583
2008,上部,遅れる,0.125,1,3,6,8,1583
2009,下がる,受け取る,0.125,1,6,3,8,1583
2010,下がる,後ろ向き,0.125,1,6,3,8,1583
2011,下がる,後衛,0.125,1,6,3,8,1583
2012,下がる,背,0.125,1,6,3,8,1583
2013,下がる,速攻,0.125,1,6,3,8,1583
2014,下ろす,園,0.125,1,6,3,8,1583
2015,下ろす,巻く,0.125,1,6,3,8,1583
2016,下ろす,年,0.125,1,6,3,8,1583
2017,下ろす,木製,0.125,1,6,3,8,1583
2018,下ろす,母親,0.125,1,6,3,8,1583
2019,下ろす,科,0.125,1,6,3,8,1583
2020,両足,鉄製,0.125,1,5,4,8,1583
2021,中庭,周り,0.125,1,4,5,8,1583
2022,乗りかかる,砂利,0.125,1,3,6,8,1583
2023,乗り越える,振り切る,0.125,1,4,5,8,1583
2024,乗り越える,越える,0.125,1,4,5,8,1583
2025,交流,土台,0.125,1,6,3,8,1583
2026,交錯,県,0.125,1,6,3,8,1583
2027,交錯,空中,0.125,1,6,3,8,1583
2028,交錯,高校,0.125,1,6,3,8,1583
2029,人組,列,0.125,1,5,4,8,1583
2030,人組,指示,0.125,1,5,4,8,1583
2031,以前,固定,0.125,1,5,4,8,1583
2032,以前,外傷,0.125,1,5,4,8,1583
2033,休業,気が付く,0.125,1,3,6,8,1583
2034,位,女子,0.125,1,6,3,8,1583
2035,位,広い,0.125,1,6,3,8,1583
2036,位,滑り込む,0.125,1,6,3,8,1583
2037,位,程度,0.125,1,6,3,8,1583
2038,位,観察,0.125,1,6,3,8,1583
2039,位,～,0.125,1,6,3,8,1583
2040,使用,進む,0.125,1,5,4,8,1583
2041,保健,受け取る,0.125,1,6,3,8,1583
2042,保健,呼ぶ,0.125,1,6,3,8,1583
2043,保健,奥歯,0.125,1,6,3,8,1583
2044,保健,残る,0.125,1,6,3,8,1583
2045,保健,結ぶ,0.125,1,6,3,8,1583
2046,保健,脳貧血,0.125,1,6,3,8,1583
2047,停止,電柱,0.125,1,4,5,8,1583
2048,停車,物,0.125,1,4,5,8,1583
2049,停車,電柱,0.125,1,4,5,8,1583
2050,傾く,物,0.125,1,4,5,8,1583
2051,先輩,怒る,0.125,1,3,6,8,1583
2052,先頭,接近,0.125,1,6,3,8,1583
2053,先頭,追突,0.125,1,6,3,8,1583
2054,先頭,７,0.125,1,6,3,8,1583
2055,児,友だち,0.125,1,3,6,8,1583
2056,児,同級生,0.125,1,3,6,8,1583
2057,児,話,0.125,1,3,6,8,1583
2058,児,頬,0.125,1,3,6,8,1583
2059,入り口,車いす,0.125,1,4,5,8,1583
2060,入り込む,直前,0.125,1,4,5,8,1583
2061,全力,帰り,0.125,1,5,4,8,1583
2062,全員,周囲,0.125,1,6,3,8,1583
2063,全員,発表,0.125,1,6,3,8,1583
2064,全員,集める,0.125,1,6,3,8,1583
2065,全身,飛び降りる,0.125,1,4,5,8,1583
2066,公園,宙,0.125,1,6,3,8,1583
2067,公園,揺らす,0.125,1,6,3,8,1583
2068,公園,校外,0.125,1,6,3,8,1583
2069,公園,駆ける,0.125,1,6,3,8,1583
2070,内野,間に合う,0.125,1,4,5,8,1583
2071,冠,進む,0.125,1,5,4,8,1583
2072,冠,重なる,0.125,1,5,4,8,1583
2073,分かれる,教科,0.125,1,6,3,8,1583
2074,分かれる,追突,0.125,1,6,3,8,1583
2075,列,注意,0.125,1,4,5,8,1583
2076,前かがみ,校内,0.125,1,4,5,8,1583
2077,前進,背,0.125,1,6,3,8,1583
2078,前進,速攻,0.125,1,6,3,8,1583
2079,剣道,足元,0.125,1,3,6,8,1583
2080,力,寄宿舎,0.125,1,4,5,8,1583
2081,力,物,0.125,1,4,5,8,1583
2082,力,長い,0.125,1,4,5,8,1583
2083,動き,弾み,0.125,1,6,3,8,1583
2084,動き,教諭,0.125,1,6,3,8,1583
2085,動き,続ける,0.125,1,6,3,8,1583
2086,動く,向き,0.125,1,5,4,8,1583
2087,動く,用水路,0.125,1,5,4,8,1583
2088,動く,経路,0.125,1,5,4,8,1583
2089,卓球,話,0.125,1,3,6,8,1583
2090,卓球,遅れる,0.125,1,3,6,8,1583
2091,取り,痛み,0.125,1,3,6,8,1583
