順位,特徴1,特徴2,ジャッカード係数,共通出現事例数,特徴1出現事例数,特徴2出現事例数,和集合事例数,対象事例数
3165,身体,障害,0.074074,30,94,341,405,7682
3166,突っ込む,窓,0.074074,16,66,166,216,7682
3167,分,植込み,0.074074,10,70,75,135,7682
3168,ランニング,顧問,0.074074,8,76,40,108,7682
3169,100,陸上,0.074074,6,12,75,81,7682
3170,スリップ,下り坂,0.074074,6,16,71,81,7682
3171,体調,分,0.074074,6,17,70,81,7682
3172,停止,到着,0.074074,6,67,20,81,7682
3173,傷,引っ掻く,0.074074,6,66,21,81,7682
3174,６,ｃｍ,0.074074,6,42,45,81,7682
3175,かかと,靴,0.074074,4,11,47,54,7682
3176,イレギュラーバウンド,ゴロ,0.074074,4,41,17,54,7682
3177,ジョギング,周,0.074074,4,14,44,54,7682
3178,ヘリ,四肢,0.074074,4,17,41,54,7682
3179,作り,理科,0.074074,4,16,42,54,7682
3180,列,班,0.074074,4,25,33,54,7682
3181,剥離,減じる,0.074074,4,21,37,54,7682
3182,吹く,音,0.074074,4,18,40,54,7682
3183,胸骨,養護,0.074074,4,39,19,54,7682
3184,-,年,0.074074,2,12,17,27,7682
3185,-,摘出,0.074074,2,12,17,27,7682
3186,か月,摘出,0.074074,2,12,17,27,7682
3187,とぶ,馬,0.074074,2,16,13,27,7682
3188,にくい,吐き気,0.074074,2,16,13,27,7682
3189,はじく,グローブ,0.074074,2,11,18,27,7682
3190,めがける,リング,0.074074,2,14,15,27,7682
3191,アップ,異変,0.074074,2,15,14,27,7682
3192,アルミ,研究,0.074074,2,15,14,27,7682
3193,カバー,安全,0.074074,2,14,15,27,7682
3194,グリップ,片方,0.074074,2,12,17,27,7682
3195,サーブ,フレーム,0.074074,2,16,13,27,7682
3196,チアリーディング,ポジション,0.074074,2,14,15,27,7682
3197,プラスチック,定規,0.074074,2,16,13,27,7682
3198,ヘリ,移送,0.074074,2,17,12,27,7682
3199,マッサージ,既往症,0.074074,2,13,16,27,7682
3200,マッサージ,複数,0.074074,2,13,16,27,7682
3201,マラソン,脈,0.074074,2,15,14,27,7682
3202,三,荷台,0.074074,2,19,10,27,7682
3203,不安定,筋,0.074074,2,11,18,27,7682
3204,不要,養護,0.074074,2,10,19,27,7682
3205,体調,移送,0.074074,2,17,12,27,7682
3206,出来る,奥,0.074074,2,19,10,27,7682
3207,分かる,複数,0.074074,2,13,16,27,7682
3208,呼びかける,目撃,0.074074,2,17,12,27,7682
3209,回し,縄,0.074074,2,14,15,27,7682
3210,壊死,黄,0.074074,2,10,19,27,7682
3211,安静,炎,0.074074,2,14,15,27,7682
3212,安静,股関節,0.074074,2,14,15,27,7682
3213,尻,突き,0.074074,2,15,14,27,7682
3214,我慢,摘出,0.074074,2,12,17,27,7682
3215,我慢,激痛,0.074074,2,12,17,27,7682
3216,梗塞,連絡,0.074074,2,11,18,27,7682
3217,浴びる,熱湯,0.074074,2,13,16,27,7682
3218,添える,盤,0.074074,2,13,16,27,7682
3219,現場,駆け付ける,0.074074,2,13,16,27,7682
3220,着用,防ぐ,0.074074,2,12,17,27,7682
3221,筋,進行,0.074074,2,18,11,27,7682
3222,解析,養護,0.074074,2,10,19,27,7682
3223,食,食べる,0.074074,2,12,17,27,7682
3224,マット,体育,0.073922,72,155,891,974,7682
3225,１,４,0.073892,30,296,140,406,7682
3226,祭,競技,0.073892,15,106,112,203,7682
3227,口,野球,0.073874,82,490,702,1110,7682
3228,変形,腰,0.073864,13,62,127,176,7682
3229,保育,遊ぶ,0.073855,50,182,545,677,7682
3230,受傷機転:衝突,鬼ごっこ,0.07378,65,755,191,881,7682
3231,昼食,鬼ごっこ,0.073746,25,173,191,339,7682
3232,歯科,自転車,0.073741,41,204,393,556,7682
3233,一,組,0.073733,16,152,81,217,7682
3234,サッカー,跳ね返る,0.073724,39,463,105,529,7682
3235,割れる,教室,0.073713,53,192,580,719,7682
3236,受傷部位:顎顔面,試合,0.073699,153,1264,965,2076,7682
3237,守備,球,0.073684,28,173,235,380,7682
3238,痕,頬,0.073684,28,159,249,380,7682
3239,ショート,守備,0.073684,14,31,173,190,7682
3240,５,６,0.073684,14,162,42,190,7682
3241,けんか,ひっかく,0.073684,7,61,41,95,7682
3242,せき柱,圧迫,0.073684,7,29,73,95,7682
3243,ショート,送球,0.073684,7,31,71,95,7682
3244,ハンドル,路面,0.073684,7,68,34,95,7682
3245,衝突対象:自転車部品,路面,0.073684,7,68,34,95,7682
3246,残る,脳,0.073671,61,797,92,828,7682
3247,外,運動,0.07362,72,241,809,978,7682
3248,受傷機転:滑走,地面,0.073587,56,388,429,761,7682
3249,受傷機転:滑走,衝突対象:地面,0.073587,56,388,429,761,7682
3250,地面,滑る,0.073587,56,429,388,761,7682
3251,滑る,衝突対象:地面,0.073587,56,388,429,761,7682
3252,歯,転倒,0.073529,120,498,1254,1632,7682
3253,タッチ,鬼,0.073529,5,25,48,68,7682
3254,メートル,飛ばす,0.073529,5,30,43,68,7682
3255,列,注意,0.073529,5,25,48,68,7682
3256,呼吸,心室,0.073529,5,60,13,68,7682
3257,引き上げる,飛び込む,0.073529,5,14,59,68,7682
3258,房,眼窩,0.073529,5,13,60,68,7682
3259,症状,診断,0.073529,5,37,36,68,7682
3260,硬式,返球,0.073529,5,45,28,68,7682
3261,体育,受傷部位:上肢,0.073502,119,891,847,1619,7682
3262,病院,行動:移動,0.073488,79,263,891,1075,7682
3263,反応,意識,0.073469,18,36,227,245,7682
3264,受傷部位:眼,時間,0.073402,170,1664,822,2316,7682
3265,停止,要請,0.073394,8,67,50,109,7682
3266,受傷機転:衝突,受傷機転:転倒,0.073333,187,755,1982,2550,7682
3267,ない,病院,0.073314,25,103,263,341,7682
3268,ガラス,閉まる,0.07326,20,254,39,273,7682
3269,ネット,入れる,0.07326,20,180,113,273,7682
3270,シャトル,瞳,0.073171,15,109,111,205,7682
3271,休む,訴える,0.073171,9,33,99,123,7682
3272,装着,高次,0.073171,6,25,63,82,7682
3273,),8,0.073171,3,21,23,41,7682
3274,けいれん,回復,0.073171,3,29,15,41,7682
3275,それる,ファースト,0.073171,3,21,23,41,7682
3276,カンナ,指先,0.073171,3,11,33,41,7682
3277,全力,軽い,0.073171,3,16,28,41,7682
3278,回し,縄跳び,0.073171,3,14,30,41,7682
3279,地点,８,0.073171,3,20,24,41,7682
3280,左肩,熱湯,0.073171,3,28,16,41,7682
3281,応急,止血,0.073171,3,21,23,41,7682
3282,手押し,指先,0.073171,3,11,33,41,7682
3283,断,筋,0.073171,3,26,18,41,7682
3284,渡す,長い,0.073171,3,25,19,41,7682
3285,時間,走る,0.073136,104,822,704,1422,7682
3286,手,離れる,0.073066,51,634,115,698,7682
3287,ドア,切る,0.072993,30,138,303,411,7682
3288,ドア,受傷機転:切創,0.072993,30,138,303,411,7682
3289,手術,教員,0.072993,30,335,106,411,7682
3290,日,痛み,0.072961,17,79,171,233,7682
3291,受傷機転:転倒,意識,0.072851,150,1982,227,2059,7682
3292,左手,薬指,0.072848,22,266,58,302,7682
3293,踊り場,階,0.072848,11,28,134,151,7682
3294,クラス,男子,0.072816,15,113,108,206,7682
3295,シャトル,散る,0.072816,15,109,112,206,7682
3296,衝突,走る,0.07281,64,239,704,879,7682
3297,低下,肘,0.072785,23,93,246,316,7682
3298,れる,原因物:スポーツ用具,0.072739,222,1340,1934,3052,7682
3299,ソフトボール,原因物:スポーツ用具,0.072737,143,175,1934,1966,7682
3300,-,教員,0.072727,8,12,106,110,7682
3301,119,脳,0.072727,8,26,92,110,7682
3302,く,クラブ,0.072727,4,15,44,55,7682
3303,グループ,分かれる,0.072727,4,34,25,55,7682
3304,サイド,飛び込み台,0.072727,4,49,10,55,7682
3305,スキー,雪,0.072727,4,41,18,55,7682
3306,上がり,補助,0.072727,4,13,46,55,7682
3307,到着,胸骨,0.072727,4,20,39,55,7682
3308,加工,押さえる,0.072727,4,15,44,55,7682
3309,急ぐ,駆ける,0.072727,4,39,20,55,7682
3310,態度,立てる,0.072727,4,11,48,55,7682
3311,液,症,0.072727,4,11,48,55,7682
3312,体育館,受診,0.072704,57,562,279,784,7682
3313,加える,自転車,0.072695,41,212,393,564,7682
3314,減退,眼,0.072678,108,121,1473,1486,7682
3315,受傷機転:転倒,登校,0.072604,150,1982,234,2066,7682
3316,場,視力,0.072597,71,886,163,978,7682
3317,意識,胸骨,0.072581,18,227,39,248,7682
3318,受け身,柔道,0.072581,9,12,121,124,7682
3319,失う,手術,0.072549,37,212,335,510,7682
3320,線,頬,0.072539,28,165,249,386,7682
3321,強打,行動:移動,0.072509,115,810,891,1586,7682
3322,室,遊戯,0.072508,24,323,32,331,7682
3323,地面,崩す,0.07248,64,429,518,883,7682
3324,崩す,衝突対象:地面,0.07248,64,518,429,883,7682
3325,前額,治療,0.072464,35,146,372,483,7682
3326,挟む,閉める,0.072464,15,148,74,207,7682
3327,たたく,腹,0.072464,5,30,44,69,7682
3328,マシン,穴,0.072464,5,47,27,69,7682
3329,四肢,飛び込み,0.072464,5,41,33,69,7682
3330,実験,火傷,0.072464,5,45,29,69,7682
3331,続く,頭痛,0.072464,5,25,49,69,7682
3332,くる,受傷機転:転倒,0.072458,181,697,1982,2498,7682
3333,受傷機転:滑走,遊ぶ,0.072414,63,388,545,870,7682
3334,滑る,遊ぶ,0.072414,63,388,545,870,7682
3335,病院,高次,0.072368,22,263,63,304,7682
3336,ガラス,右腕,0.072327,23,254,87,318,7682
3337,大会,選手,0.072289,30,174,271,415,7682
3338,拾う,球,0.072289,24,121,235,332,7682
3339,ひも,前輪,0.072289,6,23,66,83,7682
3340,外周,植込み,0.072289,6,14,75,83,7682
3341,試合,蹴る,0.07227,92,965,400,1273,7682
3342,残存,負う,0.072235,32,241,234,443,7682
3343,キーパー,ゴール,0.072222,13,41,152,180,7682
3344,受傷部位:上肢,挟む,0.072198,67,847,148,928,7682
3345,傷害結果:脱臼,傷害結果:骨折,0.072165,35,131,389,485,7682
3346,傷害結果:脱臼,骨折,0.072165,35,131,389,485,7682
3347,傷害結果:骨折,脱臼,0.072165,35,389,131,485,7682
3348,脱臼,骨折,0.072165,35,131,389,485,7682
3349,受診,関節,0.072165,28,279,137,388,7682
3350,低下,骨,0.072165,14,93,115,194,7682
3351,けいれん,植込み,0.072165,7,29,75,97,7682
3352,入院,心室,0.072165,7,91,13,97,7682
3353,残る,転倒,0.072138,138,797,1254,1913,7682
3354,くる,眼,0.072134,146,697,1473,2024,7682
3355,外傷,狭窄,0.072115,15,193,30,208,7682
3356,呼吸,救急,0.072072,32,60,416,444,7682
3357,",",心肺,0.072072,8,23,96,111,7682
3358,S,教員,0.072072,8,13,106,111,7682
3359,上がる,駆ける,0.072072,8,99,20,111,7682
3360,分,頭痛,0.072072,8,70,49,111,7682
3361,木,登る,0.072072,8,62,57,111,7682
3362,受傷機転:転倒,強い,0.072057,172,1982,577,2387,7682
3363,体育,祭,0.072043,67,891,106,930,7682
3364,なくなる,意識,0.072034,17,26,227,236,7682
3365,原因物:乗り物,受傷部位:歯牙,0.072031,94,622,777,1305,7682
3366,友人,廊下,0.072008,71,691,366,986,7682
3367,相手,膝,0.071973,85,908,358,1181,7682
3368,cm,高い,0.071942,10,42,107,139,7682
3369,四肢,損傷,0.071942,10,41,108,139,7682
3370,傷害結果:骨折,機能,0.07193,41,389,222,570,7682
3371,機能,骨折,0.07193,41,222,389,570,7682
3372,段差,自転車,0.07191,32,84,393,445,7682
3373,バッター,野球,0.071795,56,134,702,780,7682
3374,場,行動:移動,0.071773,119,886,891,1658,7682
3375,バドミントン,眼球,0.07177,15,117,107,209,7682
3376,原因物:乗り物,手術,0.071669,64,622,335,893,7682
3377,受傷部位:歯牙,負傷,0.071619,161,777,1632,2248,7682
3378,減退,野球,0.071615,55,121,702,768,7682
3379,意識,治療,0.071556,40,227,372,559,7682
3380,受傷機転:衝突,転倒,0.071467,134,755,1254,1875,7682
3381,打ち付ける,治療,0.071429,34,138,372,476,7682
3382,失う,車,0.071429,32,212,268,448,7682
3383,状,頬,0.071429,29,186,249,406,7682
3384,さ,１,0.071429,28,124,296,392,7682
3385,圧迫,意識,0.071429,20,73,227,280,7682
3386,眼球,視力,0.071429,18,107,163,252,7682
3387,５,～,0.071429,15,162,63,210,7682
3388,ダブルス,振る,0.071429,13,32,163,182,7682
3389,瞳,視,0.071429,13,111,84,182,7682
3390,手すり,降りる,0.071429,10,49,101,140,7682
3391,AED,到着,0.071429,8,100,20,112,7682
3392,パス,味方,0.071429,8,80,40,112,7682
3393,分,開始,0.071429,8,70,50,112,7682
3394,戸,閉める,0.071429,8,46,74,112,7682
3395,脳,通報,0.071429,8,92,28,112,7682
3396,すべり台,登る,0.071429,6,33,57,84,7682
3397,持久走,蘇生,0.071429,6,25,65,84,7682
3398,ファースト,ベース,0.071429,5,23,52,70,7682
3399,マシン,隙間,0.071429,5,47,28,70,7682
3400,呼吸,回復,0.071429,5,60,15,70,7682
3401,園児,引っかく,0.071429,5,41,34,70,7682
3402,クラブ,作り,0.071429,4,44,16,56,7682
3403,スライディング,ホーム,0.071429,4,34,26,56,7682
3404,ブランコ,鉄,0.071429,4,30,30,56,7682
3405,刃,指先,0.071429,4,27,33,56,7682
3406,怒る,言葉,0.071429,4,38,22,56,7682
3407,液,頭痛,0.071429,4,11,49,56,7682
3408,10,ペース,0.071429,3,25,20,42,7682
3409,7,向き,0.071429,3,15,30,42,7682
3410,せき柱,・,0.071429,3,29,16,42,7682
3411,バー,飛び越える,0.071429,3,31,14,42,7682
3412,ペース,持久走,0.071429,3,20,25,42,7682
3413,到着,ＡＥＤ,0.071429,3,20,25,42,7682
3414,受け取る,渡す,0.071429,3,20,25,42,7682
3415,嘔吐,水分,0.071429,3,35,10,42,7682
3416,回復,縄跳び,0.071429,3,15,30,42,7682
3417,夜,翌日,0.071429,3,10,35,42,7682
3418,定規,持ち上げる,0.071429,3,13,32,42,7682
3419,屋根,通路,0.071429,3,18,27,42,7682
3420,浮く,発見,0.071429,3,21,24,42,7682
3421,火,調理,0.071429,3,22,23,42,7682
3422,箇所,鳴る,0.071429,3,28,17,42,7682
3423,-,筋,0.071429,2,12,18,28,7682
3424,かご,乗り上げる,0.071429,2,12,18,28,7682
3425,かする,変える,0.071429,2,12,18,28,7682
3426,か月,筋,0.071429,2,12,18,28,7682
3427,か月,違和感,0.071429,2,12,18,28,7682
3428,しびれ,上肢,0.071429,2,11,19,28,7682
3429,それぞれ,三,0.071429,2,11,19,28,7682
3430,にくい,合図,0.071429,2,16,14,28,7682
3431,にくい,聞こえる,0.071429,2,16,14,28,7682
3432,ぬれる,スリップ,0.071429,2,14,16,28,7682
3433,ひさし,幅,0.071429,2,16,14,28,7682
3434,ふた,校,0.071429,2,11,19,28,7682
3435,まひ,梗塞,0.071429,2,19,11,28,7682
3436,まひ,脊髄,0.071429,2,19,11,28,7682
3437,やけど,炎,0.071429,2,15,15,28,7682
3438,やけど,熱い,0.071429,2,15,15,28,7682
3439,アルミ,熱い,0.071429,2,15,15,28,7682
3440,カバー,盤,0.071429,2,14,16,28,7682
3441,クラスメイト,投げつける,0.071429,2,20,10,28,7682
3442,ジョギング,既往症,0.071429,2,14,16,28,7682
3443,セット,頃,0.071429,2,13,17,28,7682
3444,トランポリン,支援,0.071429,2,18,12,28,7682
3445,ハードル,鎖骨,0.071429,2,16,14,28,7682
3446,ハードル,飛び越える,0.071429,2,16,14,28,7682
3447,フック,掛かる,0.071429,2,20,10,28,7682
3448,プラスチック,回し,0.071429,2,16,14,28,7682
3449,ヘルメット,捕手,0.071429,2,17,13,28,7682
3450,ワイヤー,弾み,0.071429,2,13,17,28,7682
3451,一環,体力,0.071429,2,17,13,28,7682
3452,丸,課題,0.071429,2,10,20,28,7682
3453,乗り上げる,車道,0.071429,2,18,12,28,7682
3454,乗り越える,非常,0.071429,2,17,13,28,7682
3455,以上,記録,0.071429,2,14,16,28,7682
3456,休業,９,0.071429,2,17,13,28,7682
3457,入れ,用具,0.071429,2,13,17,28,7682
3458,出入口,校,0.071429,2,11,19,28,7682
3459,前日,移送,0.071429,2,18,12,28,7682
3460,半分,投げつける,0.071429,2,20,10,28,7682
3461,受け身,払う,0.071429,2,12,18,28,7682
3462,呼びかける,硬直,0.071429,2,17,13,28,7682
3463,咬む,駐車,0.071429,2,10,20,28,7682
3464,壊死,斑,0.071429,2,10,20,28,7682
3465,壊死,短縮,0.071429,2,10,20,28,7682
3466,外周,駆け付ける,0.071429,2,14,16,28,7682
3467,安全,身,0.071429,2,15,15,28,7682
3468,投げつける,近距離,0.071429,2,10,20,28,7682
3469,抱く,既往症,0.071429,2,14,16,28,7682
3470,救命,苦しい,0.071429,2,20,10,28,7682
3471,炎,股関節,0.071429,2,15,15,28,7682
3472,痙攣,背負い投げ,0.071429,2,15,15,28,7682
3473,盤,研究,0.071429,2,16,14,28,7682
3474,荷台,駐車,0.071429,2,10,20,28,7682
3475,隅,９,0.071429,2,17,13,28,7682
3476,頭頂,飛び込み台,0.071429,2,20,10,28,7682
3477,友人,受傷機転:転倒,0.071343,178,691,1982,2495,7682
3478,原因物:遊具,手,0.071336,55,192,634,771,7682
3479,目,１,0.071279,34,215,296,477,7682
3480,口,本,0.071256,59,490,397,828,7682
3481,相手,頭,0.071247,84,908,355,1179,7682
3482,ほお,瘢痕,0.07124,27,122,284,379,7682
3483,外,残る,0.071207,69,241,797,969,7682
3484,床,歯,0.07119,64,465,498,899,7682
3485,歯,衝突対象:床,0.07119,64,498,465,899,7682
3486,バッティング,当たる,0.071159,132,279,1708,1855,7682
3487,傷害結果:熱傷,負う,0.071146,18,37,234,253,7682
3488,周,意識,0.071146,18,44,227,253,7682
3489,熱傷,負う,0.071146,18,37,234,253,7682
3490,受傷部位:顎顔面,行動:移動,0.071074,143,1264,891,2012,7682
3491,受傷機転:衝突,顔面,0.071045,119,755,1039,1675,7682
3492,前歯,原因物:乗り物,0.071038,91,750,622,1281,7682
3493,マット,跳箱,0.071038,13,155,41,183,7682
3494,使用,心肺,0.071038,13,100,96,183,7682
3495,散る,視,0.071038,13,112,84,183,7682
3496,分,心肺,0.070968,11,70,96,155,7682
3497,受診,網膜,0.070946,21,279,38,296,7682
3498,給食,運ぶ,0.070922,10,87,64,141,7682
3499,歯,自転車,0.070913,59,498,393,832,7682
3500,ブレーキ,登校,0.070896,19,53,234,268,7682
3501,机,角,0.070896,19,109,178,268,7682
3502,体育,転倒,0.070894,142,891,1254,2003,7682
3503,前額,額,0.070866,27,146,262,381,7682
3504,教諭,植込み,0.070866,9,61,75,127,7682
3505,倒れる,状態,0.070838,60,612,295,847,7682
3506,くる,負傷,0.070805,154,697,1632,2175,7682
3507,切断,機械,0.070796,8,97,24,113,7682
3508,受傷部位:下肢,行動:移動,0.07079,103,667,891,1455,7682
3509,行動:移動,足,0.07079,103,891,667,1455,7682
3510,受傷部位:上肢,遊ぶ,0.070769,92,847,545,1300,7682
3511,受傷機転:滑走,環境要因:天候,0.070755,30,388,66,424,7682
3512,滑る,環境要因:天候,0.070755,30,388,66,424,7682
3513,ネット,マシン,0.070755,15,180,47,212,7682
3514,下校,徒歩,0.070707,21,281,37,297,7682
3515,外傷,黄,0.070707,14,193,19,198,7682
3516,休む,悪い,0.070707,7,33,73,99,7682
3517,作業,木工,0.070707,7,95,11,99,7682
3518,受傷機転:衝突,部,0.070658,203,755,2321,2873,7682
3519,地面,打ちつける,0.070652,39,429,162,552,7682
3520,打ちつける,衝突対象:地面,0.070652,39,162,429,552,7682
3521,体操,落下,0.070652,26,112,282,368,7682
3522,入院,回,0.070652,13,91,106,184,7682
3523,操作,誤る,0.070652,13,32,165,184,7682
3524,下腿,左足,0.070588,12,61,121,170,7682
3525,受傷機転:転倒,場,0.070549,189,1982,886,2679,7682
3526,受傷部位:歯牙,相手,0.070521,111,777,908,1574,7682
3527,下校,受傷機転:転倒,0.070482,149,281,1982,2114,7682
3528,くる,練習,0.070461,182,697,2068,2583,7682
3529,トス,上げる,0.070423,10,57,95,142,7682
3530,作る,火傷,0.070423,5,47,29,71,7682
3531,口,破る,0.0704,44,490,179,625,7682
3532,バッティング,部,0.070399,171,279,2321,2429,7682
3533,相手,顔面,0.070368,128,908,1039,1819,7682
3534,プール,指導,0.070352,14,102,111,199,7682
3535,外傷,斑,0.070352,14,193,20,199,7682
3536,環境要因:路面,道路,0.070336,23,178,172,327,7682
3537,ほうき,清掃,0.070312,9,17,120,128,7682
3538,しまう,切る,0.070304,67,717,303,953,7682
3539,しまう,受傷機転:切創,0.070304,67,717,303,953,7682
3540,シャトル,打つ,0.070295,62,109,835,882,7682
3541,受傷機転:接触,転倒,0.070251,98,239,1254,1395,7682
3542,接触,転倒,0.070251,98,239,1254,1395,7682
3543,下校,路,0.070234,21,281,39,299,7682
3544,折,歯,0.070229,46,203,498,655,7682
3545,原因物:スポーツ用具,打球,0.070225,150,1934,352,2136,7682
3546,野球,飛ぶ,0.070175,64,702,274,912,7682
3547,下り坂,登校,0.070175,20,71,234,285,7682
3548,守備,送球,0.070175,16,173,71,228,7682
3549,AED,終える,0.070175,12,100,83,171,7682
3550,全身,階,0.070175,12,49,134,171,7682
3551,前腕,戸,0.070175,8,76,46,114,7682
3552,10,反応,0.070175,4,25,36,57,7682
3553,カーブ,坂,0.070175,4,41,20,57,7682
3554,ペース,処置,0.070175,4,20,41,57,7682
3555,一瞬,気,0.070175,4,14,47,57,7682
3556,到着,植え込む,0.070175,4,20,41,57,7682
3557,周,頃,0.070175,4,44,17,57,7682
3558,味方,浮く,0.070175,4,40,21,57,7682
3559,演技,運動会,0.070175,4,14,47,57,7682
3560,外傷,障害,0.07014,35,193,341,499,7682
3561,行動:球技,運動,0.070093,105,794,809,1498,7682
3562,変形,疼痛,0.070064,11,62,106,157,7682
3563,段,行動:運動,0.070064,11,74,94,157,7682
3564,段,跳ぶ,0.070064,11,74,94,157,7682
3565,倒れる,部,0.070047,192,612,2321,2741,7682
3566,かける,技,0.07,21,241,80,300,7682
3567,行動:昇降,遊具,0.07,14,148,66,200,7682
3568,指先,閉める,0.07,7,33,74,100,7682
3569,地面,顔面,0.069971,96,429,1039,1372,7682
3570,衝突対象:地面,顔面,0.069971,96,429,1039,1372,7682
3571,3,4,0.069959,17,178,82,243,7682
3572,バランス,体,0.06993,50,534,231,715,7682
3573,学級,担任,0.06993,10,75,78,143,7682
3574,下り坂,下校,0.069909,23,71,281,329,7682
3575,受診,帰宅,0.069909,23,279,73,329,7682
3576,残存,瞳,0.069909,23,241,111,329,7682
3577,かかる,調理,0.069892,13,176,23,186,7682
3578,教室,机,0.069876,45,580,109,644,7682
3579,地面,打ち付ける,0.069811,37,429,138,530,7682
3580,打ち付ける,衝突対象:地面,0.069811,37,138,429,530,7682
3581,外,治療,0.069808,40,241,372,573,7682
3582,拭く,清掃,0.069767,9,18,120,129,7682
3583,減退,聴力,0.069767,9,121,17,129,7682
3584,停止,持久走,0.069767,6,67,25,86,7682
3585,者,連絡,0.069767,6,74,18,86,7682
3586,セカンド,センター,0.069767,3,25,21,43,7682
3587,ベランダ,地上,0.069767,3,35,11,43,7682
3588,上顎,脱落,0.069767,3,30,16,43,7682
3589,伏せ,飛び込み,0.069767,3,13,33,43,7682
3590,冷却,患部,0.069767,3,35,11,43,7682
3591,家庭,火,0.069767,3,24,22,43,7682
3592,水中,飛び込み,0.069767,3,13,33,43,7682
3593,立ち,通常,0.069767,3,20,26,43,7682
3594,筋,膜,0.069767,3,18,28,43,7682
3595,起きる,軽い,0.069767,3,18,28,43,7682
3596,3,人,0.069728,41,178,451,588,7682
3597,ボール,受傷機転:衝突,0.069726,155,1623,755,2223,7682
3598,バスケットボール,受傷機転:衝突,0.069719,67,273,755,961,7682
3599,救急,植込み,0.069717,32,416,75,459,7682
3600,床,顔面,0.069701,98,465,1039,1406,7682
3601,衝突対象:床,顔面,0.069701,98,465,1039,1406,7682
3602,散る,残存,0.069697,23,112,241,330,7682
3603,れる,強打,0.069652,140,1340,810,2010,7682
3604,落下,行動:昇降,0.069652,28,282,148,402,7682
3605,バッティング,飛ぶ,0.069632,36,279,274,517,7682
3606,当たる,飛ぶ,0.069617,129,1708,274,1853,7682
3607,ボール,歯,0.069592,138,1623,498,1983,7682
3608,自転車,車,0.069579,43,393,268,618,7682
3609,体育館,機能,0.069577,51,562,222,733,7682
3610,受傷機転:転倒,受傷部位:上肢,0.069565,184,1982,847,2645,7682
3611,バドミントン,性,0.069565,24,117,252,345,7682
3612,ない,到着,0.069565,8,103,20,115,7682
3613,作る,実習,0.069565,8,47,76,115,7682
3614,登る,遊具,0.069565,8,57,66,115,7682
3615,体育,救急,0.069558,85,891,416,1222,7682
3616,バット,抜ける,0.069536,21,208,115,302,7682
3617,友人,負傷,0.069521,151,691,1632,2172,7682
3618,原因物:乗り物,環境要因:路面,0.069519,52,622,178,748,7682
3619,前方,前輪,0.069498,18,211,66,259,7682
3620,強い,打ちつける,0.069465,48,577,162,691,7682
3621,何,回,0.069444,10,48,106,144,7682
3622,15,～,0.069444,5,14,63,72,7682
3623,イレギュラー,上唇,0.069444,5,56,21,72,7682
3624,シート,ベース,0.069444,5,25,52,72,7682
3625,スパイク,スライディング,0.069444,5,43,34,72,7682
3626,セカンド,ベース,0.069444,5,25,52,72,7682
3627,休む,周,0.069444,5,33,44,72,7682
3628,停止,隊,0.069444,5,67,10,72,7682
3629,着替え,部室,0.069444,5,37,40,72,7682
3630,打者,直撃,0.069418,37,82,488,533,7682
3631,治療,減退,0.069414,32,372,121,461,7682
3632,ランニング,病院,0.069401,22,76,263,317,7682
3633,手,負傷,0.069372,147,634,1632,2119,7682
3634,作業,学習,0.069364,12,95,90,173,7682
3635,れる,押す,0.069356,98,1340,171,1413,7682
3636,創,負う,0.069343,19,59,234,274,7682
3637,前方,原因物:乗り物,0.06932,54,211,622,779,7682
3638,2,目,0.069307,28,217,215,404,7682
3639,教諭,病院,0.069307,21,61,263,303,7682
3640,-,心肺,0.069307,7,12,96,101,7682
3641,作業,制作,0.069307,7,95,13,101,7682
3642,受傷部位:下肢,負傷,0.069302,149,667,1632,2150,7682
3643,負傷,足,0.069302,149,1632,667,2150,7682
3644,行動:移動,部,0.069241,208,891,2321,3004,7682
3645,5,m,0.069231,9,78,61,130,7682
3646,損傷,頚椎,0.069231,9,108,31,130,7682
3647,ない,車,0.069164,24,103,268,347,7682
3648,傷害結果:欠損,股間,0.069149,13,104,97,188,7682
3649,欠損,股間,0.069149,13,104,97,188,7682
3650,トイレ,行く,0.069136,28,114,319,405,7682
3651,回,２,0.069114,32,106,389,463,7682
3652,日,目,0.069091,19,79,215,275,7682
3653,倒れる,器,0.069074,44,612,69,637,7682
3654,れる,受傷部位:眼,0.069039,194,1340,1664,2810,7682
3655,打つ,顔面,0.069025,121,835,1039,1753,7682
3656,手,時間,0.069016,94,634,822,1362,7682
3657,前歯,相手,0.068988,107,750,908,1551,7682
3658,状態,病院,0.068966,36,295,263,522,7682
3659,段,組,0.068966,10,74,81,145,7682
3660,房,瞳,0.068966,8,13,111,116,7682
3661,０,８,0.068966,8,100,24,116,7682
3662,分,座り込む,0.068966,6,70,23,87,7682
3663,すべり台,斜面,0.068966,4,33,29,58,7682
3664,オフェンス,対,0.068966,4,11,51,58,7682
3665,ショック,胸骨,0.068966,4,23,39,58,7682
3666,代わり,傘,0.068966,4,12,50,58,7682
3667,全身,硬直,0.068966,4,49,13,58,7682
3668,分間,程度,0.068966,4,24,38,58,7682
3669,手すり,滑り降りる,0.068966,4,49,13,58,7682
3670,症状,続く,0.068966,4,37,25,58,7682
3671,),その間,0.068966,2,21,10,29,7682
3672,km,校内,0.068966,2,10,21,29,7682
3673,お湯,やけど,0.068966,2,16,15,29,7682
