順位,特徴1,特徴2,ジャッカード係数,共通出現事例数,特徴1出現事例数,特徴2出現事例数,和集合事例数,対象事例数
1414,ガラス,開ける,0.107639,31,254,65,288,7682
1415,器,回,0.107595,17,69,106,158,7682
1416,バット,原因物:スポーツ用具,0.107549,208,208,1934,1934,7682
1417,られる,投げる,0.107544,67,287,403,623,7682
1418,シュート,ハンドボール,0.107527,20,149,57,186,7682
1419,手術,機能,0.107356,54,335,222,503,7682
1420,残る,瞳,0.107317,88,797,111,820,7682
1421,傷害結果:骨折,底,0.107226,46,389,86,429,7682
1422,底,骨折,0.107226,46,86,389,429,7682
1423,１,３,0.107209,58,296,303,541,7682
1424,れる,倒れる,0.107204,189,1340,612,1763,7682
1425,散る,残る,0.107186,88,112,797,821,7682
1426,圧迫,車,0.107143,33,73,268,308,7682
1427,身体,麻痺,0.107143,18,94,92,168,7682
1428,-,除,0.107143,9,12,81,84,7682
1429,棒,竹,0.107143,9,72,21,84,7682
1430,乗り上げる,歩道,0.107143,6,18,44,56,7682
1431,縦,ｃｍ,0.107143,6,17,45,56,7682
1432,く,作り,0.107143,3,15,16,28,7682
1433,カンナ,課題,0.107143,3,11,20,28,7682
1434,グローブ,添える,0.107143,3,18,13,28,7682
1435,マシーン,調整,0.107143,3,14,17,28,7682
1436,人工,到着,0.107143,3,11,20,28,7682
1437,加工,盤,0.107143,3,15,16,28,7682
1438,引っ掻く,玩具,0.107143,3,21,10,28,7682
1439,見失う,重なる,0.107143,3,15,16,28,7682
1440,保育,本,0.107075,56,182,397,523,7682
1441,れる,病院,0.107044,155,1340,263,1448,7682
1442,受傷部位:眼,運動,0.106983,239,1664,809,2234,7682
1443,原因物:乗り物,意識,0.10691,82,622,227,767,7682
1444,ひっかく,頬,0.10687,28,41,249,262,7682
1445,回,胸骨,0.10687,14,106,39,131,7682
1446,てんかん,脳,0.106796,11,22,92,103,7682
1447,回り,鉄棒,0.106796,11,18,96,103,7682
1448,人,２,0.106719,81,451,389,759,7682
1449,残る,疼痛,0.106618,87,797,106,816,7682
1450,打つ,部,0.106592,304,835,2321,2852,7682
1451,口,歯,0.106383,95,490,498,893,7682
1452,左手,指,0.106383,50,266,254,470,7682
1453,手術,除,0.106383,40,335,81,376,7682
1454,吹奏楽,音楽,0.106383,5,16,36,47,7682
1455,火傷,調理,0.106383,5,29,23,47,7682
1456,傷害結果:骨折,残る,0.106343,114,389,797,1072,7682
1457,残る,骨折,0.106343,114,797,389,1072,7682
1458,残る,眼,0.106238,218,797,1473,2052,7682
1459,４,５,0.106227,29,140,162,273,7682
1460,AED,装着,0.106195,12,100,25,113,7682
1461,体育,原因物:スポーツ用具,0.106108,271,891,1934,2554,7682
1462,教員,番,0.106061,14,106,40,132,7682
1463,ネット,バッティング,0.106024,44,180,279,415,7682
1464,S,除,0.105882,9,13,81,85,7682
1465,感覚,神経,0.105882,9,72,22,85,7682
1466,プール,水中,0.105769,11,102,13,104,7682
1467,強い,打つ,0.105717,135,577,835,1277,7682
1468,回転,巻き込む,0.105691,13,90,46,123,7682
1469,心肺,番,0.105691,13,96,40,123,7682
1470,心肺,教諭,0.105634,15,96,61,142,7682
1471,眼,運動,0.10562,218,1473,809,2064,7682
1472,AED,倒れる,0.10559,68,100,612,644,7682
1473,低下,疼痛,0.105556,19,93,106,180,7682
1474,手術,細,0.105541,40,335,84,379,7682
1475,体育館,床,0.10549,98,562,465,929,7682
1476,体育館,衝突対象:床,0.10549,98,562,465,929,7682
1477,投げる,眼,0.10548,179,403,1473,1697,7682
1478,前額,瘢痕,0.105398,41,146,284,389,7682
1479,ぶつかる,走る,0.105357,118,534,704,1120,7682
1480,ボール,受傷部位:顎顔面,0.105283,275,1623,1264,2612,7682
1481,動,手術,0.105263,40,85,335,380,7682
1482,停止,意識,0.105263,28,67,227,266,7682
1483,児,庭,0.105263,22,151,80,209,7682
1484,急性,高次,0.105263,8,21,63,76,7682
1485,蘇生,養護,0.105263,8,65,19,76,7682
1486,日常,生活,0.105263,6,21,42,57,7682
1487,けいれん,硬直,0.105263,4,29,13,38,7682
1488,ジョギング,軽い,0.105263,4,14,28,38,7682
1489,ヘルメット,ランナー,0.105263,4,17,25,38,7682
1490,㎝,直径,0.105263,4,28,14,38,7682
1491,吹く,強風,0.105263,4,18,24,38,7682
1492,左肩,鎖骨,0.105263,4,28,14,38,7682
1493,拭く,雑巾,0.105263,4,18,24,38,7682
1494,洗う,雑巾,0.105263,4,18,24,38,7682
1495,網,膜,0.105263,4,14,28,38,7682
1496,km,残り,0.105263,2,10,11,19,7682
1497,かわす,予選,0.105263,2,11,10,19,7682
1498,つかまえる,態度,0.105263,2,10,11,19,7682
1499,グレーチング,排水,0.105263,2,10,11,19,7682
1500,ベッド,登,0.105263,2,11,10,19,7682
1501,人工,苦しい,0.105263,2,11,10,19,7682
1502,右前,振盪,0.105263,2,10,11,19,7682
1503,宙,新体操,0.105263,2,11,10,19,7682
1504,工作,針金,0.105263,2,11,10,19,7682
1505,投げつける,残り,0.105263,2,10,11,19,7682
1506,通過,飛び散る,0.105263,2,11,10,19,7682
1507,サッカー,運動,0.105126,121,463,809,1151,7682
1508,休憩,残る,0.105121,117,433,797,1113,7682
1509,救急,障害,0.105109,72,416,341,685,7682
1510,外傷,視野,0.105058,27,193,91,257,7682
1511,受傷機転:滑走,転倒,0.10498,156,388,1254,1486,7682
1512,滑る,転倒,0.10498,156,388,1254,1486,7682
1513,圧迫,教員,0.104938,17,73,106,162,7682
1514,受傷部位:眼,蹴る,0.104925,196,1664,400,1868,7682
1515,サッカー,場,0.104832,128,463,886,1221,7682
1516,捕る,野球,0.104798,83,173,702,792,7682
1517,失う,骨,0.10473,31,212,115,296,7682
1518,ぶつかる,行動:移動,0.104651,135,534,891,1290,7682
1519,ペース,植込み,0.104651,9,20,75,86,7682
1520,歩行,者,0.104651,9,21,74,86,7682
1521,心肺,状態,0.10452,37,96,295,354,7682
1522,器,意識,0.104478,28,69,227,268,7682
1523,衝突対象:階段,踊り場,0.104478,21,194,28,201,7682
1524,踊り場,階段,0.104478,21,28,194,201,7682
1525,シャトル,打ち返す,0.104478,14,109,39,134,7682
1526,停止,除,0.104478,14,67,81,134,7682
1527,減じる,瞳,0.104478,14,37,111,134,7682
1528,網膜,視力,0.104396,19,38,163,182,7682
1529,原因物:スポーツ用具,顔面,0.104383,281,1934,1039,2692,7682
1530,呼吸,確認,0.104348,12,60,67,115,7682
1531,幹部,骨,0.104348,12,12,115,115,7682
1532,打つ,直撃,0.104341,125,835,488,1198,7682
1533,コンクリート,製,0.104294,17,124,56,163,7682
1534,等,障害,0.104218,42,104,341,403,7682
1535,カット,パス,0.104167,10,26,80,96,7682
1536,停止,胸骨,0.104167,10,67,39,96,7682
1537,けいれん,手足,0.104167,5,29,24,48,7682
1538,カーブ,付,0.104167,5,41,12,48,7682
1539,中心,孔,0.104167,5,40,13,48,7682
1540,型,字,0.104167,5,23,30,48,7682
1541,火傷,鍋,0.104167,5,29,24,48,7682
1542,あう,ふざける,0.104072,23,27,217,221,7682
1543,ブレーキ,自転車,0.10396,42,53,393,404,7682
1544,分,０,0.103896,16,70,100,154,7682
1545,ベース,一塁,0.103896,8,52,33,77,7682
1546,残存,視力,0.103825,38,241,163,366,7682
1547,瞳,視野,0.103825,19,111,91,183,7682
1548,搬送,障害,0.103801,71,414,341,684,7682
1549,散る,減じる,0.103704,14,112,37,135,7682
1550,れる,場,0.103619,209,1340,886,2017,7682
1551,受傷部位:眼,残る,0.103587,231,1664,797,2230,7682
1552,-,細,0.103448,9,12,84,87,7682
1553,火,理科,0.103448,6,22,42,58,7682
1554,胸骨,ＡＥＤ,0.103448,6,39,25,58,7682
1555,ゴルフ,スイング,0.103448,3,16,16,29,7682
1556,不明,刈り,0.103448,3,20,12,29,7682
1557,不明,受け身,0.103448,3,20,12,29,7682
1558,作り,熱湯,0.103448,3,16,16,29,7682
1559,尺,神経,0.103448,3,10,22,29,7682
1560,幹部,短縮,0.103448,3,12,20,29,7682
1561,応急,患部,0.103448,3,21,11,29,7682
1562,校内,ｋｍ,0.103448,3,21,11,29,7682
1563,激痛,股関節,0.103448,3,17,15,29,7682
1564,バッティング,練習,0.103432,220,279,2068,2127,7682
1565,切断,左手,0.103343,34,97,266,329,7682
1566,散る,視野,0.103261,19,112,91,184,7682
1567,４,～,0.103261,19,140,63,184,7682
1568,救急,蘇生,0.103211,45,416,65,436,7682
1569,ガラス,廊下,0.103203,58,254,366,562,7682
1570,シート,ノック,0.103093,20,25,189,194,7682
1571,水泳,飛び込み,0.103093,10,74,33,97,7682
1572,髄,麻痺,0.103093,10,15,92,97,7682
1573,段,目,0.103053,27,74,215,262,7682
1574,バット,飛ぶ,0.102975,45,208,274,437,7682
1575,ボール,運動,0.102948,227,1623,809,2205,7682
1576,減じる,網膜,0.102941,7,37,38,68,7682
1577,装着,要請,0.102941,7,25,50,68,7682
1578,意識,ｍ,0.102828,40,227,202,389,7682
1579,中心,減退,0.10274,15,40,121,146,7682
1580,つく,受傷部位:上肢,0.102713,106,291,847,1032,7682
1581,点,視力,0.102703,19,41,163,185,7682
1582,性,脳,0.102564,32,252,92,312,7682
1583,呼吸,器,0.102564,12,60,69,117,7682
1584,感じる,違和感,0.102564,8,68,18,78,7682
1585,.,7,0.102564,4,28,15,39,7682
1586,乱取り,寝技,0.102564,4,30,13,39,7682
1587,傾く,鍋,0.102564,4,19,24,39,7682
1588,心臓,ＡＥＤ,0.102564,4,18,25,39,7682
1589,病院,麻痺,0.102484,33,263,92,322,7682
1590,場,当たる,0.102422,241,886,1708,2353,7682
1591,受診,運動,0.10233,101,279,809,987,7682
1592,心肺,手術,0.102302,40,96,335,391,7682
1593,当たる,打つ,0.102297,236,1708,835,2307,7682
1594,-,動,0.102273,9,12,85,88,7682
1595,S,細,0.102273,9,13,84,88,7682
1596,停止,細,0.10219,14,67,84,137,7682
1597,減退,点,0.102041,15,121,41,147,7682
1598,頚,麻痺,0.102041,10,16,92,98,7682
1599,冷却,黄,0.102041,5,35,19,49,7682
1600,右肩,鎖骨,0.102041,5,40,14,49,7682
1601,回復,胸骨,0.102041,5,15,39,49,7682
1602,孔,点,0.102041,5,13,41,49,7682
1603,施設,遊戯,0.102041,5,22,32,49,7682
1604,部,顔面,0.102001,311,2321,1039,3049,7682
1605,受傷部位:歯牙,歯,0.101988,118,777,498,1157,7682
1606,床,強打,0.101988,118,465,810,1157,7682
1607,強打,衝突対象:床,0.101988,118,810,465,1157,7682
1608,受傷部位:顎顔面,歯,0.101939,163,1264,498,1599,7682
1609,教室,窓,0.10192,69,580,166,677,7682
1610,受傷部位:眼,投げる,0.101812,191,1664,403,1876,7682
1611,試合,野球,0.101785,154,965,702,1513,7682
1612,ICD,圧迫,0.101695,12,57,73,118,7682
1613,イレギュラーバウンド,サード,0.101695,6,41,24,59,7682
1614,挟む,薬指,0.101604,19,148,58,187,7682
1615,受傷機転:接触,選手,0.101512,47,239,271,463,7682
1616,接触,選手,0.101512,47,239,271,463,7682
1617,正面,衝突,0.101504,27,54,239,266,7682
1618,バドミントン,瞳,0.101449,21,117,111,207,7682
1619,停止,動,0.101449,14,67,85,138,7682
1620,切断,受傷機転:挟圧,0.101449,14,97,55,138,7682
1621,切断,挟まる,0.101449,14,97,55,138,7682
1622,ショート,守る,0.101449,7,31,45,69,7682
1623,変形,鎖骨,0.101449,7,62,14,69,7682
1624,性,高次,0.101399,29,252,63,286,7682
1625,さ,ｍ,0.101351,30,124,202,296,7682
1626,ない,呼吸,0.101351,15,103,60,148,7682
1627,暗い,減退,0.101351,15,42,121,148,7682
1628,児,士,0.101266,16,151,23,158,7682
1629,ざま,振り向く,0.101266,8,10,77,79,7682
1630,学級,支援,0.101266,8,75,12,79,7682
1631,科,鍋,0.101266,8,63,24,79,7682
1632,動,原因物:乗り物,0.101246,65,85,622,642,7682
1633,S,動,0.101124,9,13,85,89,7682
1634,当番,給食,0.101124,9,11,87,89,7682
1635,準備,給食,0.101083,28,218,87,277,7682
1636,左手,挟む,0.101064,38,266,148,376,7682
1637,人,数,0.101045,58,451,181,574,7682
1638,練習,顔面,0.100992,285,2068,1039,2822,7682
1639,バドミントン,散る,0.100962,21,117,112,208,7682
1640,搬送,瘢痕,0.100946,64,414,284,634,7682
1641,ぶつける,角,0.100917,55,422,178,545,7682
1642,キャッチャー,ソフトボール,0.100917,22,65,175,218,7682
1643,1,m,0.100877,23,190,61,228,7682
1644,キャッチャー,バット,0.100806,25,65,208,248,7682
1645,停止,植込み,0.100775,13,67,75,129,7682
1646,疼痛,頚部,0.100719,14,106,47,139,7682
1647,指導,教師,0.100671,15,111,53,149,7682
1648,イレギュラーバウンド,ノック,0.100478,21,41,189,209,7682
1649,手術,車,0.100365,55,335,268,548,7682
1650,バランス,受傷機転:転落,0.100223,90,534,454,898,7682
1651,受傷部位:歯牙,転倒,0.100217,185,777,1254,1846,7682
1652,園児,庭,0.1,11,41,80,110,7682
1653,実習,実験,0.1,11,76,45,110,7682
1654,学習,校外,0.1,10,90,20,100,7682
1655,扉,閉まる,0.1,10,71,39,100,7682
1656,殴る,発,0.1,9,87,12,90,7682
1657,ショック,蘇生,0.1,8,23,65,80,7682
1658,器,養護,0.1,8,69,19,80,7682
1659,-,蘇生,0.1,7,12,65,70,7682
1660,向ける,背,0.1,7,61,16,70,7682
1661,聞く,話,0.1,7,25,52,70,7682
1662,持久走,植え込む,0.1,6,25,41,60,7682
1663,カーブ,原動機,0.1,5,41,14,50,7682
1664,中心,円,0.1,5,40,15,50,7682
1665,冷却,斑,0.1,5,35,20,50,7682
1666,孔,暗い,0.1,5,13,42,50,7682
1667,急性,挫傷,0.1,5,21,34,50,7682
1668,横断,歩道,0.1,5,11,44,50,7682
1669,ペース,分間,0.1,4,20,24,40,7682
1670,三,輪,0.1,4,19,25,40,7682
1671,分間,救命,0.1,4,24,20,40,7682
1672,山,斜面,0.1,4,15,29,40,7682
1673,火傷,熱い,0.1,4,29,15,40,7682
1674,ぶらんこ,乗り,0.1,3,18,15,30,7682
1675,ズボン,フック,0.1,3,13,20,30,7682
1676,マッサージ,到着,0.1,3,13,20,30,7682
1677,マッサージ,救命,0.1,3,13,20,30,7682
1678,測定,記録,0.1,3,17,16,30,7682
1679,痙攣,起きる,0.1,3,15,18,30,7682
1680,ふた,排水,0.1,2,11,11,20,7682
1681,アルコール,ペットボトル,0.1,2,10,12,20,7682
1682,カッターナイフ,取り出す,0.1,2,12,10,20,7682
1683,ダンス,発表,0.1,2,11,11,20,7682
1684,ボクシング,真似,0.1,2,11,11,20,7682
1685,不安定,進行,0.1,2,11,11,20,7682
1686,介助,座,0.1,2,10,12,20,7682
1687,手袋,着用,0.1,2,10,12,20,7682
1688,苦しい,食,0.1,2,10,12,20,7682
1689,中指,右手,0.099738,38,72,347,381,7682
1690,原因物:乗り物,受傷部位:顎顔面,0.099708,171,622,1264,1715,7682
1691,廊下,走る,0.099692,97,366,704,973,7682
1692,原因物:乗り物,細,0.099688,64,622,84,642,7682
1693,体育,残る,0.099674,153,891,797,1535,7682
1694,救急,脳,0.099567,46,416,92,462,7682
1695,眼,視力,0.099462,148,1473,163,1488,7682
1696,キャッチャー,バッター,0.099448,18,65,134,181,7682
1697,倒立,背中,0.099448,18,55,144,181,7682
1698,減退,調節,0.099448,18,121,78,181,7682
1699,一部,切断,0.099338,15,69,97,151,7682
1700,呼吸,回,0.099338,15,60,106,151,7682
1701,参加,大会,0.099237,26,114,174,262,7682
1702,AED,周,0.099237,13,100,44,131,7682
1703,ICD,ランニング,0.099174,12,57,76,121,7682
1704,ぶら下がる,鉄棒,0.099174,12,37,96,121,7682
1705,ハンドル,走行,0.099099,11,68,54,111,7682
1706,衝突対象:自転車部品,走行,0.099099,11,68,54,111,7682
1707,搬送,植え込む,0.099034,41,414,41,414,7682
1708,回,意識,0.09901,30,106,227,303,7682
1709,まひ,脳,0.09901,10,19,92,101,7682
1710,反応,声,0.09901,10,36,75,101,7682
1711,意識,状態,0.098947,47,227,295,475,7682
1712,救急,瘢痕,0.098901,63,416,284,637,7682
1713,除,養護,0.098901,9,81,19,91,7682
1714,関わる,障害,0.098837,34,37,341,344,7682
1715,ピッチャー,打球,0.098824,42,115,352,425,7682
1716,受傷部位:顎顔面,自転車,0.098806,149,1264,393,1508,7682
1717,ない,声,0.098765,16,103,75,162,7682
1718,119,高次,0.098765,8,26,63,81,7682
1719,傷害結果:脱臼,歯牙,0.098684,15,131,36,152,7682
1720,歯牙,脱臼,0.098684,15,36,131,152,7682
1721,AED,失う,0.098592,28,100,212,284,7682
1722,S,蘇生,0.098592,7,13,65,71,7682
1723,けいれん,全身,0.098592,7,29,49,71,7682
1724,履く,玄関,0.098592,7,23,55,71,7682
1725,救急,植え込む,0.098558,41,416,41,416,7682
1726,ゴール,シュート,0.09854,27,152,149,274,7682
1727,原因物:乗り物,除,0.098437,63,622,81,640,7682
1728,減じる,狭窄,0.098361,6,37,30,61,7682
1729,胸骨,通報,0.098361,6,39,28,61,7682
1730,バランス,自転車,0.098341,83,534,393,844,7682
1731,割れる,開ける,0.098291,23,192,65,234,7682
1732,受傷機転:転落,地面,0.098259,79,454,429,804,7682
1733,受傷機転:転落,衝突対象:地面,0.098259,79,454,429,804,7682
1734,病院,通報,0.098113,26,263,28,265,7682
1735,くる,原因物:スポーツ用具,0.09808,235,697,1934,2396,7682
1736,柱,角,0.098039,20,46,178,204,7682
1737,衝突対象:柱,角,0.098039,20,46,178,204,7682
1738,-,AED,0.098039,10,12,100,102,7682
1739,カーブ,下り坂,0.098039,10,41,71,102,7682
1740,心肺,駆け付ける,0.098039,10,96,16,102,7682
1741,ふた,溝,0.098039,5,11,45,51,7682
1742,公園,校外,0.098039,5,36,20,51,7682
1743,円,点,0.098039,5,15,41,51,7682
1744,小指,左手,0.097983,34,115,266,347,7682
1745,枠,窓,0.097938,19,47,166,194,7682
1746,受傷機転:転倒,受傷部位:歯牙,0.097891,246,1982,777,2513,7682
1747,打つ,野球,0.097857,137,835,702,1400,7682
1748,ICD,実施,0.097826,9,57,44,92,7682
1749,タイヤ,溝,0.097826,9,56,45,92,7682
1750,教諭,番,0.097826,9,61,40,92,7682
1751,意識,手術,0.097656,50,227,335,512,7682
1752,れる,手術,0.097641,149,1340,335,1526,7682
1753,搬送,脳,0.097614,45,414,92,461,7682
1754,右手,挟む,0.097561,44,347,148,451,7682
1755,受診,痛み,0.097561,40,279,171,410,7682
1756,心肺,胸骨,0.097561,12,96,39,123,7682
1757,蘇生,装着,0.097561,8,65,25,82,7682
1758,10,救命,0.097561,4,25,20,41,7682
1759,ストレッチ,分間,0.097561,4,21,24,41,7682
1760,バッティングマシーン,隙間,0.097561,4,17,28,41,7682
1761,午前,午後,0.097561,4,20,25,41,7682
1762,ベランダ,階,0.097403,15,35,134,154,7682
1763,ガラス,教室,0.097368,74,254,580,760,7682
1764,自転車,顔面,0.097318,127,393,1039,1305,7682
1765,さ,落下,0.097297,36,124,282,370,7682
1766,ネット,張る,0.097297,18,180,23,185,7682
1767,中心,視力,0.097297,18,40,163,185,7682
1768,器,救急,0.097285,43,69,416,442,7682
1769,ボール,顔面,0.097279,236,1623,1039,2426,7682
1770,傷害結果:熱傷,理科,0.097222,7,37,42,72,7682
1771,熱傷,理科,0.097222,7,37,42,72,7682
1772,性,運動,0.097208,94,252,809,967,7682
1773,学習,的,0.097143,17,90,102,175,7682
1774,AED,S,0.097087,10,100,13,103,7682
1775,捻る,足首,0.097087,10,66,47,103,7682
1776,受傷機転:転落,崩す,0.097065,86,454,518,886,7682
1777,バドミントン,ペア,0.097015,13,117,30,134,7682
1778,体育,場,0.096914,157,891,886,1620,7682
1779,前歯,転倒,0.09688,177,750,1254,1827,7682
1780,本,歯,0.096814,79,397,498,816,7682
1781,前歯,顔,0.096804,106,750,451,1095,7682
1782,座る,椅子,0.096774,18,148,56,186,7682
1783,ない,停止,0.096774,15,103,67,155,7682
1784,m,植込み,0.096774,12,61,75,124,7682
1785,停止,器,0.096774,12,67,69,124,7682
1786,スピード,下る,0.096774,9,63,39,93,7682
1787,公園,遊具,0.096774,9,36,66,93,7682
1788,段,踊り場,0.096774,9,74,28,93,7682
1789,か月,経過,0.096774,3,12,22,31,7682
1790,ひっかける,フック,0.096774,3,14,20,31,7682
1791,ショック,電気,0.096774,3,23,11,31,7682
1792,地上,外側,0.096774,3,11,23,31,7682
1793,水中,泳ぐ,0.096774,3,13,21,31,7682
1794,洗う,流す,0.096774,3,18,16,31,7682
1795,受傷部位:歯牙,強打,0.096752,140,777,810,1447,7682
1796,前歯,歯,0.096661,110,750,498,1138,7682
1797,友人,教室,0.096635,112,691,580,1159,7682
1798,３,４,0.096535,39,303,140,404,7682
1799,出来事,障害,0.096491,33,34,341,342,7682
1800,けいれん,心肺,0.096491,11,29,96,114,7682
1801,呼吸,蘇生,0.096491,11,60,65,114,7682
1802,ICD,仰向け,0.096386,8,57,34,83,7682
1803,通報,高次,0.096386,8,28,63,83,7682
1804,車,通報,0.096296,26,268,28,270,7682
1805,圧迫,植込み,0.096296,13,73,75,135,7682
1806,ゴール,サッカー,0.096257,54,152,463,561,7682
1807,暗い,視力,0.096257,18,42,163,187,7682
1808,管理,障害,0.09621,33,35,341,343,7682
1809,受傷部位:上肢,持つ,0.09619,101,847,304,1050,7682
1810,回転,機械,0.096154,10,90,24,104,7682
1811,カーブ,スリップ,0.096154,5,41,16,52,7682
1812,ペットボトル,実験,0.096154,5,12,45,52,7682
1813,円,暗い,0.096154,5,15,42,52,7682
1814,練習,行動:球技,0.096132,251,2068,794,2611,7682
1815,原因物:乗り物,後日,0.096124,62,622,85,645,7682
1816,打撃,打球,0.096104,37,70,352,385,7682
1817,失う,救急,0.095986,55,212,416,573,7682
1818,バッティング,球,0.095949,45,279,235,469,7682
1819,児,頬,0.09589,35,151,249,365,7682
1820,ぬれる,環境要因:天候,0.09589,7,14,66,73,7682
1821,はまる,前輪,0.09589,7,14,66,73,7682
1822,到着,呼吸,0.09589,7,20,60,73,7682
1823,受傷部位:下肢,床,0.095837,99,667,465,1033,7682
1824,受傷部位:下肢,衝突対象:床,0.095837,99,667,465,1033,7682
1825,床,足,0.095837,99,465,667,1033,7682
1826,衝突対象:床,足,0.095837,99,465,667,1033,7682
1827,梗塞,脳,0.095745,9,11,92,94,7682
1828,細,養護,0.095745,9,84,19,94,7682
1829,ノック,球,0.095607,37,189,235,387,7682
1830,AED,原因物:乗り物,0.095599,63,100,622,659,7682
1831,自転車,走行,0.095588,39,393,54,408,7682
1832,.,1,0.095477,19,28,190,199,7682
1833,受傷部位:歯牙,顔,0.09545,107,777,451,1121,7682
1834,前歯,受傷機転:転倒,0.095429,238,750,1982,2494,7682
1835,バッティング,打つ,0.095379,97,279,835,1017,7682
1836,くる,ボール,0.095373,202,697,1623,2118,7682
1837,バランス,強打,0.095355,117,534,810,1227,7682
1838,原因物:スポーツ用具,受傷部位:歯牙,0.095354,236,1934,777,2475,7682
1839,体育,受傷機転:転倒,0.095311,250,891,1982,2623,7682
1840,行動:球技,部,0.095288,271,794,2321,2844,7682
1841,性,眼,0.095238,150,252,1473,1575,7682
1842,1,3,0.095238,32,190,178,336,7682
1843,ブレーキ,下る,0.095238,8,53,39,84,7682
1844,前輪,絡まる,0.095238,8,66,26,84,7682
1845,めまい,頭痛,0.095238,6,20,49,63,7682
1846,引火,火傷,0.095238,4,17,29,42,7682
1847,火,鍋,0.095238,4,22,24,42,7682
1848,-,不安定,0.095238,2,12,11,21,7682
1849,-,進行,0.095238,2,12,11,21,7682
1850,か月,不安定,0.095238,2,12,11,21,7682
1851,か月,進行,0.095238,2,12,11,21,7682
1852,はねる,ワイヤー,0.095238,2,10,13,21,7682
1853,よろける,不要,0.095238,2,13,10,21,7682
1854,よろける,解析,0.095238,2,13,10,21,7682
1855,チェーン,整備,0.095238,2,12,11,21,7682
1856,チップ,投げつける,0.095238,2,13,10,21,7682
1857,テープ,丸める,0.095238,2,12,11,21,7682
1858,不要,心室,0.095238,2,10,13,21,7682
1859,丸,添える,0.095238,2,10,13,21,7682
1860,伏せ,飛び込み台,0.095238,2,13,10,21,7682
1861,作成,工作,0.095238,2,12,11,21,7682
1862,停車,自動車,0.095238,2,13,10,21,7682
1863,分かる,判明,0.095238,2,13,10,21,7682
1864,吐き気,夜,0.095238,2,13,10,21,7682
1865,幼児,登,0.095238,2,13,10,21,7682
1866,横断,車道,0.095238,2,11,12,21,7682
1867,水中,飛び込み台,0.095238,2,13,10,21,7682
1868,添える,電動,0.095238,2,13,10,21,7682
1869,玩具,男児,0.095238,2,10,13,21,7682
1870,皮膚,裂ける,0.095238,2,12,11,21,7682
1871,受傷部位:歯牙,当たる,0.095196,216,777,1708,2269,7682
1872,性,救急,0.095082,58,252,416,610,7682
1873,スピード,出す,0.094972,17,63,133,179,7682
1874,一部,傷害結果:欠損,0.094937,15,69,104,158,7682
1875,一部,欠損,0.094937,15,69,104,158,7682
1876,登校,転倒,0.094923,129,234,1254,1359,7682
1877,前歯,強打,0.094737,135,750,810,1425,7682
1878,休憩,鬼ごっこ,0.094737,54,433,191,570,7682
1879,動,養護,0.094737,9,85,19,95,7682
1880,後日,養護,0.094737,9,85,19,95,7682
1881,閉まる,開ける,0.094737,9,39,65,95,7682
1882,さ,受傷機転:転落,0.094697,50,124,454,528,7682
1883,119,病院,0.094697,25,26,263,264,7682
1884,性,減じる,0.094697,25,252,37,264,7682
1885,指導,水泳,0.094675,16,111,74,169,7682
1886,当たる,打球,0.09458,178,1708,352,1882,7682
1887,当たる,蹴る,0.094496,182,1708,400,1926,7682
1888,当たる,投げる,0.094349,182,1708,403,1929,7682
1889,プール,引き上げる,0.09434,10,102,14,106,7682
1890,塁,送球,0.09434,10,45,71,106,7682
1891,ちょっかい,怒る,0.09434,5,20,38,53,7682
1892,周,外周,0.09434,5,44,14,53,7682
1893,座,面,0.09434,5,12,46,53,7682
1894,肘,関節,0.094286,33,246,137,350,7682
1895,車,麻痺,0.094225,31,268,92,329,7682
1896,受傷機転:滑走,手,0.094218,88,388,634,934,7682
1897,手,滑る,0.094218,88,634,388,934,7682
1898,原因物:乗り物,顔面,0.094203,143,622,1039,1518,7682
1899,着地,走り高跳び,0.094118,16,157,29,170,7682
1900,歩道,段差,0.094017,11,44,84,117,7682
1901,ボール,体育,0.093995,216,1623,891,2298,7682
1902,傷害結果:脱臼,受傷部位:歯牙,0.093976,78,131,777,830,7682
1903,受傷部位:歯牙,脱臼,0.093976,78,777,131,830,7682
1904,廊下,時間,0.093923,102,366,822,1086,7682
1905,保育,頬,0.093909,37,182,249,394,7682
1906,崩す,強打,0.093904,114,518,810,1214,7682
1907,段,衝突対象:階段,0.093878,23,74,194,245,7682
1908,段,階段,0.093878,23,74,194,245,7682
1909,当たる,運動,0.093872,216,1708,809,2301,7682
1910,分間,除,0.09375,9,24,81,96,7682
1911,サイド,泳ぐ,0.09375,6,49,21,64,7682
1912,作る,調理,0.09375,6,47,23,64,7682
1913,とぶ,箱,0.09375,3,16,19,32,7682
1914,マラソン,地点,0.09375,3,15,20,32,7682
1915,三塁,捕手,0.09375,3,22,13,32,7682
1916,不明,痙攣,0.09375,3,20,15,32,7682
1917,取っ手,調理,0.09375,3,12,23,32,7682
1918,引き上げる,浮く,0.09375,3,14,21,32,7682
1919,止め,滑り,0.09375,3,18,17,32,7682
1920,直径,花壇,0.09375,3,14,21,32,7682
1921,荷台,輪,0.09375,3,10,25,32,7682
1922,しまう,受傷部位:上肢,0.093706,134,717,847,1430,7682
1923,バスケットボール,試合,0.09364,106,273,965,1132,7682
1924,受傷機転:転倒,時間,0.093604,240,1982,822,2564,7682
1925,性,搬送,0.093596,57,252,414,609,7682
