傷害種別,順位,特徴語,平均TF-IDF,出現事例数,カテゴリ事例数,カテゴリ内出現率(%)
胸腹部臓器障害,7,手術,0.03603951,100,411,24.3309
胸腹部臓器障害,8,心肺,0.03516163,81,411,19.708
胸腹部臓器障害,9,相手,0.03514232,83,411,20.1946
胸腹部臓器障害,10,睾丸,0.03439058,45,411,10.9489
胸腹部臓器障害,11,搬送,0.03429697,111,411,27.0073
胸腹部臓器障害,12,練習,0.03414563,130,411,31.6302
胸腹部臓器障害,13,意識,0.03319185,87,411,21.1679
胸腹部臓器障害,14,部,0.03289344,134,411,32.6034
胸腹部臓器障害,15,植込み,0.03241744,73,411,17.7616
胸腹部臓器障害,16,除,0.0318107,75,411,18.2482
胸腹部臓器障害,17,細,0.03160438,75,411,18.2482
胸腹部臓器障害,18,動,0.03153722,75,411,18.2482
胸腹部臓器障害,19,れる,0.02926219,117,411,28.4672
胸腹部臓器障害,20,救急,0.02882834,93,411,22.6277
胸腹部臓器障害,21,走る,0.02860462,95,411,23.1144
胸腹部臓器障害,22,膝,0.02797716,55,411,13.382
胸腹部臓器障害,23,車,0.02789783,81,411,19.708
胸腹部臓器障害,24,後日,0.02673969,63,411,15.3285
胸腹部臓器障害,25,ICD,0.02613785,56,411,13.6253
胸腹部臓器障害,26,蘇生,0.02590005,57,411,13.8686
胸腹部臓器障害,27,体育,0.02468529,83,411,20.1946
胸腹部臓器障害,28,ボール,0.02433445,72,411,17.5182
胸腹部臓器障害,29,サッカー,0.02389523,56,411,13.6253
胸腹部臓器障害,30,精巣,0.02276379,29,411,7.056
胸腹部臓器障害,31,器,0.02241733,51,411,12.4088
胸腹部臓器障害,32,蹴る,0.02175954,43,411,10.4623
胸腹部臓器障害,33,失う,0.02132928,51,411,12.4088
胸腹部臓器障害,34,当たる,0.02114822,62,411,15.0852
胸腹部臓器障害,35,場,0.01990575,67,411,16.3017
胸腹部臓器障害,36,負傷,0.01989576,61,411,14.8418
胸腹部臓器障害,37,ｍ,0.0196118,52,411,12.6521
胸腹部臓器障害,38,強打,0.01836856,47,411,11.4355
胸腹部臓器障害,39,植え込む,0.01835191,38,411,9.2457
胸腹部臓器障害,40,停止,0.01803928,38,411,9.2457
胸腹部臓器障害,41,教員,0.0167101,42,411,10.219
胸腹部臓器障害,42,運動,0.01647321,55,411,13.382
胸腹部臓器障害,43,呼吸,0.01615111,38,411,9.2457
胸腹部臓器障害,44,選手,0.0158552,29,411,7.056
胸腹部臓器障害,45,圧迫,0.01583029,37,411,9.0024
胸腹部臓器障害,46,胸骨,0.01580063,34,411,8.2725
胸腹部臓器障害,47,入院,0.01541861,36,411,8.7591
胸腹部臓器障害,48,状態,0.01536592,41,411,9.9757
胸腹部臓器障害,49,２,0.01512629,43,411,10.4623
胸腹部臓器障害,50,欠損,0.01501155,24,411,5.8394
胸腹部臓器障害,51,足,0.01479471,38,411,9.2457
胸腹部臓器障害,52,強い,0.01455837,34,411,8.2725
胸腹部臓器障害,53,ランニング,0.01437182,28,411,6.8127
胸腹部臓器障害,54,１,0.01434534,40,411,9.7324
胸腹部臓器障害,55,野球,0.01407627,33,411,8.0292
胸腹部臓器障害,56,回,0.0139609,34,411,8.2725
胸腹部臓器障害,57,破裂,0.01361489,19,411,4.6229
胸腹部臓器障害,58,３,0.01338766,34,411,8.2725
胸腹部臓器障害,59,くる,0.01310386,36,411,8.7591
胸腹部臓器障害,60,グラウンド,0.01300193,27,411,6.5693
胸腹部臓器障害,61,時間,0.01293083,38,411,9.2457
胸腹部臓器障害,62,ない,0.01292143,32,411,7.7859
胸腹部臓器障害,63,体育館,0.01284802,37,411,9.0024
胸腹部臓器障害,64,転倒,0.01277604,42,411,10.219
胸腹部臓器障害,65,チーム,0.0127601,21,411,5.1095
胸腹部臓器障害,66,治療,0.01259307,39,411,9.4891
胸腹部臓器障害,67,人,0.01248159,32,411,7.7859
胸腹部臓器障害,68,周,0.01243725,25,411,6.0827
胸腹部臓器障害,69,下腹,0.01181701,13,411,3.163
胸腹部臓器障害,70,直撃,0.011738,21,411,5.1095
胸腹部臓器障害,71,摘出,0.01171819,15,411,3.6496
胸腹部臓器障害,72,ゴール,0.01171445,25,411,6.0827
胸腹部臓器障害,73,衝突,0.01163084,21,411,5.1095
胸腹部臓器障害,74,ＡＥＤ,0.01157548,22,411,5.3528
胸腹部臓器障害,75,友人,0.01145883,31,411,7.5426
胸腹部臓器障害,76,シュート,0.01143649,19,411,4.6229
胸腹部臓器障害,77,休憩,0.01114784,31,411,7.5426
胸腹部臓器障害,78,下腹部,0.01106721,10,411,2.4331
胸腹部臓器障害,79,要請,0.01095017,25,411,6.0827
胸腹部臓器障害,80,０,0.01087116,22,411,5.3528
胸腹部臓器障害,81,キャッチャー,0.01077233,14,411,3.4063
胸腹部臓器障害,82,歩く,0.01056223,27,411,6.5693
胸腹部臓器障害,83,急,0.01052172,22,411,5.3528
胸腹部臓器障害,84,打つ,0.01043856,25,411,6.0827
胸腹部臓器障害,85,ピッチャー,0.01021861,13,411,3.163
胸腹部臓器障害,86,目,0.0101203,28,411,6.8127
胸腹部臓器障害,87,打球,0.01005419,15,411,3.6496
胸腹部臓器障害,88,2,0.01004181,28,411,6.8127
胸腹部臓器障害,89,大会,0.0100066,21,411,5.1095
胸腹部臓器障害,90,取る,0.00990272,21,411,5.1095
胸腹部臓器障害,91,教諭,0.00977871,22,411,5.3528
胸腹部臓器障害,92,られる,0.00953188,24,411,5.8394
胸腹部臓器障害,93,準備,0.00949074,25,411,6.0827
胸腹部臓器障害,94,バスケットボール,0.00947788,22,411,5.3528
胸腹部臓器障害,95,他校,0.00933813,14,411,3.4063
胸腹部臓器障害,96,外,0.00928327,23,411,5.5961
胸腹部臓器障害,97,出場,0.00926678,14,411,3.4063
胸腹部臓器障害,98,分,0.00922954,21,411,5.1095
胸腹部臓器障害,99,持久走,0.00921833,15,411,3.6496
胸腹部臓器障害,100,1,0.00919958,25,411,6.0827
視力・眼球運動障害,1,眼,0.12046479,1357,1768,76.7534
視力・眼球運動障害,2,当たる,0.07045351,825,1768,46.6629
視力・眼球運動障害,3,ボール,0.06602784,723,1768,40.8937
視力・眼球運動障害,4,練習,0.05557131,698,1768,39.4796
視力・眼球運動障害,5,部,0.04708287,647,1768,36.595
視力・眼球運動障害,6,野球,0.03837986,332,1768,18.7783
視力・眼球運動障害,7,直撃,0.03583727,293,1768,16.5724
視力・眼球運動障害,8,打球,0.03549376,226,1768,12.7828
視力・眼球運動障害,9,試合,0.03436516,301,1768,17.0249
視力・眼球運動障害,10,打つ,0.03396228,307,1768,17.3643
視力・眼球運動障害,11,相手,0.03273133,287,1768,16.233
視力・眼球運動障害,12,蹴る,0.03237386,221,1768,12.5
視力・眼球運動障害,13,負傷,0.03208271,370,1768,20.9276
視力・眼球運動障害,14,バッティング,0.02828353,181,1768,10.2376
視力・眼球運動障害,15,サッカー,0.0274563,190,1768,10.7466
視力・眼球運動障害,16,投げる,0.02469558,206,1768,11.6516
視力・眼球運動障害,17,場,0.02187346,236,1768,13.3484
視力・眼球運動障害,18,顔面,0.02185059,234,1768,13.2353
視力・眼球運動障害,19,視力,0.02104682,158,1768,8.9367
視力・眼球運動障害,20,運動,0.02028943,214,1768,12.1041
視力・眼球運動障害,21,くる,0.01868812,184,1768,10.4072
視力・眼球運動障害,22,体育,0.0175757,169,1768,9.5588
視力・眼球運動障害,23,球,0.0171506,130,1768,7.3529
視力・眼球運動障害,24,れる,0.01658683,219,1768,12.3869
視力・眼球運動障害,25,外傷,0.01653904,142,1768,8.0317
視力・眼球運動障害,26,シャトル,0.01639403,88,1768,4.9774
視力・眼球運動障害,27,残る,0.01634572,192,1768,10.8597
視力・眼球運動障害,28,性,0.01622615,147,1768,8.3145
視力・眼球運動障害,29,友人,0.01589161,154,1768,8.7104
視力・眼球運動障害,30,瞳,0.01497818,111,1768,6.2783
視力・眼球運動障害,31,散る,0.01495271,111,1768,6.2783
視力・眼球運動障害,32,減退,0.01486996,108,1768,6.1086
視力・眼球運動障害,33,バドミントン,0.01456361,84,1768,4.7511
視力・眼球運動障害,34,飛ぶ,0.01435919,111,1768,6.2783
視力・眼球運動障害,35,眼球,0.0143116,106,1768,5.9955
視力・眼球運動障害,36,跳ね返る,0.01347881,78,1768,4.4118
視力・眼球運動障害,37,時間,0.01283137,146,1768,8.2579
視力・眼球運動障害,38,遊ぶ,0.01226467,117,1768,6.6176
視力・眼球運動障害,39,視野,0.01216047,86,1768,4.8643
視力・眼球運動障害,40,距離,0.01172094,63,1768,3.5633
視力・眼球運動障害,41,付近,0.01167228,88,1768,4.9774
視力・眼球運動障害,42,強い,0.01166203,108,1768,6.1086
視力・眼球運動障害,43,ピッチャー,0.01155369,66,1768,3.733
視力・眼球運動障害,44,ネット,0.0110256,85,1768,4.8077
視力・眼球運動障害,45,視,0.01083326,74,1768,4.1855
視力・眼球運動障害,46,体育館,0.010755,103,1768,5.8258
視力・眼球運動障害,47,チーム,0.01063489,63,1768,3.5633
視力・眼球運動障害,48,教室,0.01058748,110,1768,6.2217
視力・眼球運動障害,49,左目,0.01057686,57,1768,3.224
視力・眼球運動障害,50,強打,0.01046908,108,1768,6.1086
視力・眼球運動障害,51,選手,0.01044831,71,1768,4.0158
視力・眼球運動障害,52,入る,0.01044514,88,1768,4.9774
視力・眼球運動障害,53,ぶつかる,0.01030973,86,1768,4.8643
視力・眼球運動障害,54,バッター,0.01014234,56,1768,3.1674
視力・眼球運動障害,55,複,0.01001151,66,1768,3.733
視力・眼球運動障害,56,直接,0.00988053,46,1768,2.6018
視力・眼球運動障害,57,ノック,0.00979953,64,1768,3.6199
視力・眼球運動障害,58,しまう,0.00978663,97,1768,5.4864
視力・眼球運動障害,59,至近,0.00973286,49,1768,2.7715
視力・眼球運動障害,60,調節,0.00949112,71,1768,4.0158
視力・眼球運動障害,61,人,0.00943617,98,1768,5.543
視力・眼球運動障害,62,手,0.00932442,103,1768,5.8258
視力・眼球運動障害,63,近く,0.0092859,74,1768,4.1855
視力・眼球運動障害,64,受診,0.00922821,95,1768,5.3733
視力・眼球運動障害,65,拾う,0.00920904,62,1768,3.5068
視力・眼球運動障害,66,捕る,0.00913903,63,1768,3.5633
視力・眼球運動障害,67,残存,0.00897211,66,1768,3.733
視力・眼球運動障害,68,打撲,0.00897079,66,1768,3.733
視力・眼球運動障害,69,足,0.00893546,91,1768,5.1471
視力・眼球運動障害,70,キャッチボール,0.00866317,44,1768,2.4887
視力・眼球運動障害,71,守備,0.00865474,58,1768,3.2805
視力・眼球運動障害,72,殴る,0.0085215,50,1768,2.8281
視力・眼球運動障害,73,シュート,0.00804567,47,1768,2.6584
視力・眼球運動障害,74,休憩,0.00803576,75,1768,4.2421
視力・眼球運動障害,75,持つ,0.00798005,77,1768,4.3552
視力・眼球運動障害,76,膝,0.00789071,61,1768,3.4502
視力・眼球運動障害,77,目,0.00787534,63,1768,3.5633
視力・眼球運動障害,78,グラウンド,0.00787175,49,1768,2.7715
視力・眼球運動障害,79,打撃,0.00762343,44,1768,2.4887
視力・眼球運動障害,80,送球,0.00761823,44,1768,2.4887
視力・眼球運動障害,81,ゲーム,0.00759038,44,1768,2.4887
視力・眼球運動障害,82,右目,0.00754303,43,1768,2.4321
視力・眼球運動障害,83,障害,0.00754111,63,1768,3.5633
視力・眼球運動障害,84,ふざける,0.00751934,60,1768,3.3937
視力・眼球運動障害,85,頭,0.00747279,57,1768,3.224
視力・眼球運動障害,86,取る,0.00743437,58,1768,3.2805
視力・眼球運動障害,87,部員,0.007259,45,1768,2.5452
視力・眼球運動障害,88,隣,0.00724022,50,1768,2.8281
視力・眼球運動障害,89,１,0.00717579,66,1768,3.733
視力・眼球運動障害,90,スマッシュ,0.00707227,33,1768,1.8665
視力・眼球運動障害,91,眼窩,0.00699963,47,1768,2.6584
視力・眼球運動障害,92,ソフトボール,0.00694497,44,1768,2.4887
視力・眼球運動障害,93,２,0.00693068,68,1768,3.8462
視力・眼球運動障害,94,力,0.00692586,57,1768,3.224
視力・眼球運動障害,95,ラケット,0.00689145,39,1768,2.2059
視力・眼球運動障害,96,トス,0.00687124,34,1768,1.9231
視力・眼球運動障害,97,治療,0.00669386,74,1768,4.1855
視力・眼球運動障害,98,振る,0.00665455,48,1768,2.7149
視力・眼球運動障害,99,バント,0.00664931,32,1768,1.81
視力・眼球運動障害,100,投手,0.00664805,33,1768,1.8665
足指切断・機能障害,1,右足,0.08852965,11,28,39.2857
足指切断・機能障害,2,親指,0.05779245,6,28,21.4286
足指切断・機能障害,3,左足,0.05489294,8,28,28.5714
足指切断・機能障害,4,趾,0.05386446,5,28,17.8571
足指切断・機能障害,5,練習,0.04042867,10,28,35.7143
足指切断・機能障害,6,指,0.03908793,6,28,21.4286
足指切断・機能障害,7,足,0.03774152,8,28,28.5714
足指切断・機能障害,8,体育館,0.03544521,5,28,17.8571
足指切断・機能障害,9,痛める,0.03473784,4,28,14.2857
足指切断・機能障害,10,体育,0.03366679,5,28,17.8571
足指切断・機能障害,11,支柱,0.03332261,4,28,14.2857
足指切断・機能障害,12,機能,0.0319343,5,28,17.8571
足指切断・機能障害,13,負傷,0.03167708,8,28,28.5714
足指切断・機能障害,14,落とす,0.02976209,3,28,10.7143
足指切断・機能障害,15,失う,0.029557,5,28,17.8571
足指切断・機能障害,16,体,0.02944278,3,28,10.7143
足指切断・機能障害,17,しまう,0.02890915,5,28,17.8571
足指切断・機能障害,18,下腿,0.0285929,3,28,10.7143
足指切断・機能障害,19,１,0.02795465,4,28,14.2857
足指切断・機能障害,20,部,0.02661077,9,28,32.1429
足指切断・機能障害,21,着地,0.0263496,2,28,7.1429
足指切断・機能障害,22,誤る,0.0254752,3,28,10.7143
足指切断・機能障害,23,バレーボール,0.02518729,3,28,10.7143
足指切断・機能障害,24,扉,0.02487784,3,28,10.7143
足指切断・機能障害,25,合宿,0.02399805,3,28,10.7143
足指切断・機能障害,26,更衣,0.02367292,2,28,7.1429
足指切断・機能障害,27,転倒,0.0233613,5,28,17.8571
足指切断・機能障害,28,れる,0.02282304,6,28,21.4286
足指切断・機能障害,29,骨折,0.02103307,4,28,14.2857
足指切断・機能障害,30,名,0.02089366,3,28,10.7143
足指切断・機能障害,31,滑る,0.02028203,4,28,14.2857
足指切断・機能障害,32,スロープ,0.01993035,2,28,7.1429
足指切断・機能障害,33,外,0.01974383,3,28,10.7143
足指切断・機能障害,34,ハンドボール,0.01966308,1,28,3.5714
足指切断・機能障害,35,接触,0.01935809,2,28,7.1429
足指切断・機能障害,36,４,0.01935774,3,28,10.7143
足指切断・機能障害,37,失敗,0.01913173,1,28,3.5714
足指切断・機能障害,38,体重,0.01879551,2,28,7.1429
足指切断・機能障害,39,床,0.01879085,3,28,10.7143
足指切断・機能障害,40,人,0.01872013,4,28,14.2857
足指切断・機能障害,41,倒れる,0.01868331,4,28,14.2857
足指切断・機能障害,42,バランス,0.01846083,3,28,10.7143
足指切断・機能障害,43,時間,0.01845838,4,28,14.2857
足指切断・機能障害,44,捻る,0.01834946,2,28,7.1429
足指切断・機能障害,45,バスケットボール,0.01832071,2,28,7.1429
足指切断・機能障害,46,入る,0.01830228,3,28,10.7143
足指切断・機能障害,47,反らせる,0.01817789,1,28,3.5714
足指切断・機能障害,48,付近,0.01788986,3,28,10.7143
足指切断・機能障害,49,当たる,0.01684976,5,28,17.8571
足指切断・機能障害,50,片付ける,0.01683055,2,28,7.1429
足指切断・機能障害,51,ポール,0.01632227,2,28,7.1429
足指切断・機能障害,52,準備,0.01628212,2,28,7.1429
足指切断・機能障害,53,夏季,0.01616281,2,28,7.1429
足指切断・機能障害,54,囲む,0.01608232,1,28,3.5714
足指切断・機能障害,55,出る,0.01588265,3,28,10.7143
足指切断・機能障害,56,5,0.01580743,2,28,7.1429
足指切断・機能障害,57,マット,0.01550905,2,28,7.1429
足指切断・機能障害,58,畳,0.01540499,1,28,3.5714
足指切断・機能障害,59,低下,0.01536043,2,28,7.1429
足指切断・機能障害,60,誰,0.01528271,1,28,3.5714
足指切断・機能障害,61,腰部,0.01517462,1,28,3.5714
足指切断・機能障害,62,０,0.01501347,2,28,7.1429
足指切断・機能障害,63,衝撃,0.01492153,2,28,7.1429
足指切断・機能障害,64,つける,0.01485414,2,28,7.1429
足指切断・機能障害,65,下校,0.01481005,3,28,10.7143
足指切断・機能障害,66,落ちる,0.01457855,2,28,7.1429
足指切断・機能障害,67,開ける,0.01440011,2,28,7.1429
足指切断・機能障害,68,崩す,0.01439726,2,28,7.1429
足指切断・機能障害,69,関節,0.01426895,2,28,7.1429
足指切断・機能障害,70,センター,0.01425268,1,28,3.5714
足指切断・機能障害,71,引っ掛かる,0.01416832,1,28,3.5714
足指切断・機能障害,72,側,0.01415518,2,28,7.1429
足指切断・機能障害,73,挟まる,0.01407542,2,28,7.1429
足指切断・機能障害,74,投げる,0.01403992,2,28,7.1429
足指切断・機能障害,75,待つ,0.01401192,2,28,7.1429
足指切断・機能障害,76,相手,0.01376955,2,28,7.1429
足指切断・機能障害,77,かかる,0.01343366,2,28,7.1429
足指切断・機能障害,78,kg,0.01313006,1,28,3.5714
足指切断・機能障害,79,歩き,0.01313006,1,28,3.5714
足指切断・機能障害,80,地面,0.01310148,2,28,7.1429
足指切断・機能障害,81,アメリカンフットボール,0.01305967,1,28,3.5714
足指切断・機能障害,82,～,0.01304514,2,28,7.1429
足指切断・機能障害,83,落下,0.0129546,2,28,7.1429
足指切断・機能障害,84,室,0.0129386,2,28,7.1429
足指切断・機能障害,85,治療,0.01292611,2,28,7.1429
足指切断・機能障害,86,手,0.01291305,3,28,10.7143
足指切断・機能障害,87,割る,0.01284599,1,28,3.5714
足指切断・機能障害,88,間,0.01268761,2,28,7.1429
足指切断・機能障害,89,たれる,0.01263734,1,28,3.5714
足指切断・機能障害,90,重ねる,0.01263734,1,28,3.5714
足指切断・機能障害,91,数,0.01262232,2,28,7.1429
足指切断・機能障害,92,負担,0.01254473,1,28,3.5714
足指切断・機能障害,93,一,0.01242451,2,28,7.1429
足指切断・機能障害,94,股関節,0.01241144,1,28,3.5714
足指切断・機能障害,95,片付け,0.01238861,1,28,3.5714
足指切断・機能障害,96,4,0.01234325,1,28,3.5714
足指切断・機能障害,97,フライ,0.01223735,1,28,3.5714
足指切断・機能障害,98,給食,0.01221264,1,28,3.5714
足指切断・機能障害,99,くる,0.01218358,3,28,10.7143
足指切断・機能障害,100,2,0.01216642,2,28,7.1429
