単語,歯牙障害_平均TFIDF,歯牙障害以外_平均TFIDF,TFIDF差_歯牙-以外,絶対差
失敗,0.002154152925089401,0.0029922626128468604,-0.0008381096877574596,0.0008381096877574596
スケート,0.0009702258706104053,0.00013263017372842605,0.0008375956968819792,0.0008375956968819792
反応,0.00025573251545907364,0.0010920838590565004,-0.0008363513435974267,0.0008363513435974267
図工,0.0,0.0008363028671944827,-0.0008363028671944827,0.0008363028671944827
応急,0.0,0.0008333310778657504,-0.0008333310778657504,0.0008333310778657504
あと,0.00022337335758934108,0.0010551010061677242,-0.0008317276485783832,0.0008317276485783832
走り出す,0.0015851140089172047,0.0007551563730083614,0.0008299576359088434,0.0008299576359088434
レスリング,0.0,0.000828364248261468,-0.000828364248261468,0.000828364248261468
はまる,0.0012525172637327133,0.0004244320929128373,0.0008280851708198759,0.0008280851708198759
異常,0.00017285281580004406,0.0010008652832768775,-0.0008280124674768334,0.0008280124674768334
押さえる,0.0006033574561756926,0.0014309283380361537,-0.0008275708818604611,0.0008275708818604611
板,0.0016491703469809402,0.002475973467533047,-0.0008268031205521066,0.0008268031205521066
高い,0.002202192650447747,0.0030253014745737802,-0.0008231088241260334,0.0008231088241260334
回転,0.0021154548102289205,0.0029383087401586567,-0.0008228539299297362,0.0008228539299297362
倒れ込む,0.0009943014633307407,0.0018156230591453884,-0.0008213215958146477,0.0008213215958146477
当てる,0.00015566086286646137,0.0009755321664499318,-0.0008198713035834704,0.0008198713035834704
硬式,0.0024176216532436306,0.001598341201064076,0.0008192804521795546,0.0008192804521795546
午前,0.0,0.0008178698248902847,-0.0008178698248902847,0.0008178698248902847
立ち止まる,0.0010790335647481216,0.000262806497725735,0.0008162270670223867,0.0008162270670223867
調整,0.0,0.0008155782494681145,-0.0008155782494681145,0.0008155782494681145
向かう,0.005618450854104532,0.004803602962083825,0.0008148478920207078,0.0008148478920207078
思う,0.0017615846020033043,0.002573327682432757,-0.0008117430804294526,0.0008117430804294526
斑,0.0,0.0008106419436890767,-0.0008106419436890767,0.0008106419436890767
測定,0.0,0.0008087988501156694,-0.0008087988501156694,0.0008087988501156694
突き破る,0.0,0.0008073279298838242,-0.0008073279298838242,0.0008073279298838242
発作,0.0013481126859123016,0.0005410103444333739,0.0008071023414789277,0.0008071023414789277
保健,0.0011823518373646153,0.001989139953276732,-0.0008067881159121166,0.0008067881159121166
直後,0.0011699751692704017,0.001975936340356452,-0.0008059611710860503,0.0008059611710860503
切,0.0005490690062002909,0.0013544802300945104,-0.0008054112238942195,0.0008054112238942195
聴力,0.0,0.0008050967203291695,-0.0008050967203291695,0.0008050967203291695
聞く,0.0002091162049265316,0.0010140716720126155,-0.000804955467086084,0.000804955467086084
管,0.0009849364659392644,0.0001805766263616673,0.0008043598395775972,0.0008043598395775972
注意,0.0007914767508861978,0.0015953688919272942,-0.0008038921410410964,0.0008038921410410964
休む,0.0003481063789590504,0.0011510064551209901,-0.0008029000761619398,0.0008029000761619398
アルコール,0.0,0.0008023430324936942,-0.0008023430324936942,0.0008023430324936942
分間,0.00012431927777307403,0.0009256344040332957,-0.0008013151262602216,0.0008013151262602216
摘出,0.0,0.0007994612425709657,-0.0007994612425709657,0.0007994612425709657
コート,0.002599174032761378,0.0033957934074171853,-0.0007966193746558074,0.0007966193746558074
腹,0.0008102841374254,0.001604800121107732,-0.0007945159836823319,0.0007945159836823319
渡り廊下,0.0017756725386193636,0.0009815358447837481,0.0007941366938356155,0.0007941366938356155
生活,0.0006267666538275064,0.0014203457315381937,-0.0007935790777106873,0.0007935790777106873
走者,0.0014710878870619415,0.0006779011866801852,0.0007931867003817564,0.0007931867003817564
急性,0.0,0.0007927738055119947,-0.0007927738055119947,0.0007927738055119947
ダッシュ,0.0004357578545967078,0.0012276954729115433,-0.0007919376183148355,0.0007919376183148355
対,0.0027549664680653727,0.0019638428632633813,0.0007911236048019914,0.0007911236048019914
ウォーミングアップ,0.0006853463906232294,0.0014763283847190173,-0.000790981994095788,0.000790981994095788
上口,0.0010417249823132064,0.00025095061922474993,0.0007907743630884565,0.0007907743630884565
ラグビー,0.0020515394816165338,0.0028413603648772988,-0.000789820883260765,0.000789820883260765
痛む,0.0,0.0007895536216789994,-0.0007895536216789994,0.0007895536216789994
寝技,0.0,0.0007885496361515349,-0.0007885496361515349,0.0007885496361515349
浴室,0.000909541828785963,0.00012115480899361698,0.000788387019792346,0.000788387019792346
雪,0.0001471771999184556,0.0009338983196594996,-0.000786721119741044,0.000786721119741044
崩れる,0.001134847379469056,0.0019191510089851304,-0.0007843036295160743,0.0007843036295160743
よそ見,0.001380931670932531,0.0005967037241433587,0.0007842279467891723,0.0007842279467891723
付く,0.0,0.0007841880105641017,-0.0007841880105641017,0.0007841880105641017
たたく,0.0006246204551048618,0.0014084298541953333,-0.0007838093990904715,0.0007838093990904715
下腹,0.0,0.0007798563638665612,-0.0007798563638665612,0.0007798563638665612
柄,0.0006161827822845022,0.0013945322816427987,-0.0007783494993582965,0.0007783494993582965
頸部,0.0,0.0007765173070666903,-0.0007765173070666903,0.0007765173070666903
周囲,0.0003586593649523098,0.0011345865613758188,-0.000775927196423509,0.000775927196423509
ハンマー,0.0,0.0007757135580920291,-0.0007757135580920291,0.0007757135580920291
傷める,0.0010150453186040498,0.00023953335963054434,0.0007755119589735055,0.0007755119589735055
入ろう,0.0012141334543991063,0.0019889779736712286,-0.0007748445192721223,0.0007748445192721223
字,0.00040688293656099267,0.0011799091389058003,-0.0007730262023448076,0.0007730262023448076
集団,0.00015732733853017993,0.0009300121555344944,-0.0007726848170043145,0.0007726848170043145
からかう,0.0003142663471098467,0.0010853068301747613,-0.0007710404830649146,0.0007710404830649146
あご,0.0010899092045494223,0.00031987616614728953,0.0007700330384021329,0.0007700330384021329
),0.0,0.000770032790594273,-0.000770032790594273,0.000770032790594273
タッチ,0.0004242975889651223,0.001192884905264713,-0.0007685873162995907,0.0007685873162995907
ミーティング,0.0009770443192255239,0.00020949054254276793,0.0007675537766827559,0.0007675537766827559
激痛,0.0,0.0007664623486824373,-0.0007664623486824373,0.0007664623486824373
路,0.002156314907866958,0.0013901978121389903,0.0007661170957279678,0.0007661170957279678
砲丸,0.0,0.0007647413012344232,-0.0007647413012344232,0.0007647413012344232
縄,0.0002219308153790295,0.000986596221638953,-0.0007646654062599236,0.0007646654062599236
次,0.0024612134117617456,0.001696866826379373,0.0007643465853823727,0.0007643465853823727
給食,0.002078597702555936,0.0028414273699244796,-0.0007628296673685437,0.0007628296673685437
肩,0.0037791586345633805,0.0030163643658523125,0.000762794268711068,0.000762794268711068
終わる,0.003690940606693059,0.0029289157764822013,0.0007620248302108576,0.0007620248302108576
黄,0.0,0.000761943237697712,-0.000761943237697712,0.000761943237697712
当る,0.0,0.0007610738172570737,-0.0007610738172570737,0.0007610738172570737
キャッチボール,0.002520774696695898,0.0032810504096401293,-0.0007602757129442314,0.0007602757129442314
的,0.0036973067197513263,0.0029371284724990666,0.0007601782472522597,0.0007601782472522597
合う,0.0020597416262234957,0.0028194470656176976,-0.0007597054393942019,0.0007597054393942019
ショック,0.0,0.0007586313164007638,-0.0007586313164007638,0.0007586313164007638
鉄柱,0.000993144685224543,0.00023528190780467065,0.0007578627774198723,0.0007578627774198723
カッターナイフ,0.0,0.0007577855645688451,-0.0007577855645688451,0.0007577855645688451
あう,0.0017849295037678861,0.0010272999815084441,0.000757629522259442,0.000757629522259442
コース,0.0009368061551324956,0.0016942058384974818,-0.0007573996833649862,0.0007573996833649862
通報,0.0001424562550473843,0.0008984243673498864,-0.0007559681123025021,0.0007559681123025021
清掃,0.004292109349424973,0.0035368603800159846,0.0007552489694089884,0.0007552489694089884
肩車,0.0,0.0007539250976062434,-0.0007539250976062434,0.0007539250976062434
サッシ,0.0,0.0007512744972360264,-0.0007512744972360264,0.0007512744972360264
先頭,0.001097934703958425,0.00034741811900698347,0.0007505165849514416,0.0007505165849514416
縄跳び,0.0005342392993892039,0.001281089172160386,-0.0007468498727711821,0.0007468498727711821
盤,0.0,0.0007463585171309732,-0.0007463585171309732,0.0007463585171309732
所,0.0,0.0007456109325342261,-0.0007456109325342261,0.0007456109325342261
つかむ,0.002653453520212646,0.0019084852313845896,0.0007449682888280565,0.0007449682888280565
発現,0.0,0.0007446072285634007,-0.0007446072285634007,0.0007446072285634007
プラスチック,0.0,0.0007427691257471424,-0.0007427691257471424,0.0007427691257471424
部室,0.0021639990343035177,0.0014217743098626258,0.0007422247244408919,0.0007422247244408919
竹,0.0017684044215164848,0.0010272111419686266,0.0007411932795478582,0.0007411932795478582
箱,0.0002364132387569738,0.0009767573485989106,-0.0007403441098419367,0.0007403441098419367
経路,0.0008594298222411335,0.0001190899295707319,0.0007403398926704016,0.0007403398926704016
走り幅跳び,0.0,0.0007391139263776228,-0.0007391139263776228,0.0007391139263776228
運動会,0.0008259629064387701,0.0015650355212108347,-0.0007390726147720645,0.0007390726147720645
てる,0.0,0.0007371374546370231,-0.0007371374546370231,0.0007371374546370231
体調,0.0,0.0007365565359048715,-0.0007365565359048715,0.0007365565359048715
てい,0.00017951946686773843,0.000916068768856014,-0.0007365493019882756,0.0007365493019882756
寄宿舎,0.0010016241335908888,0.0002663301656712175,0.0007352939679196713,0.0007352939679196713
受け止める,0.0008627848877194907,0.00012924389376578525,0.0007335409939537054,0.0007335409939537054
入り口,0.0009390794370414115,0.0016725231350888704,-0.0007334436980474589,0.0007334436980474589
渡る,0.001424534476921216,0.0006918409258021165,0.0007326935511190994,0.0007326935511190994
ストレッチ,0.0,0.0007326000170641723,-0.0007326000170641723,0.0007326000170641723
下部,0.0002105456144586349,0.0009416823564375785,-0.0007311367419789435,0.0007311367419789435
下腹部,0.0,0.000730995313000742,-0.000730995313000742,0.000730995313000742
通常,0.0013689860294175279,0.0006406359688779337,0.0007283500605395942,0.0007283500605395942
ペース,0.0,0.0007277256855072287,-0.0007277256855072287,0.0007277256855072287
切り傷,0.0,0.0007273602482643228,-0.0007273602482643228,0.0007273602482643228
コーナー,0.0,0.0007266976502035326,-0.0007266976502035326,0.0007266976502035326
当たり,0.0039690450580695,0.0032455018363264105,0.0007235432217430893,0.0007235432217430893
上がり,0.0,0.0007222601182421223,-0.0007222601182421223,0.0007222601182421223
救命,0.0,0.0007220967789584696,-0.0007220967789584696,0.0007220967789584696
凍結,0.0008680464271679032,0.00014661631212090572,0.0007214301150469974,0.0007214301150469974
そば,0.0006530020611279842,0.0013740094570066897,-0.0007210073958787055,0.0007210073958787055
ポジション,0.0012077664990054818,0.0004870605271287274,0.0007207059718767544,0.0007207059718767544
送球,0.0034197230235387655,0.0026992017271986616,0.0007205212963401039,0.0007205212963401039
体育館,0.01248477881596618,0.013205061699721712,-0.0007202828837555315,0.0007202828837555315
フットサル,0.0,0.000719387885957207,-0.000719387885957207,0.000719387885957207
熱湯,0.0,0.0007181548514872322,-0.0007181548514872322,0.0007181548514872322
内野,0.0012109390461802149,0.0004931937241697937,0.0007177453220104211,0.0007177453220104211
ベンチ,0.0008239732896087415,0.0015415731420423198,-0.0007175998524335783,0.0007175998524335783
金具,0.0003419606815266436,0.0010589347761750696,-0.000716974094648426,0.000716974094648426
屋根,0.00018735417325215607,0.000903878993931496,-0.00071652482067934,0.00071652482067934
入れ,0.0,0.0007160437397876124,-0.0007160437397876124,0.0007160437397876124
刺す,0.00020598239226082062,0.0009207194699142885,-0.0007147370776534679,0.0007147370776534679
乗せる,0.00031959633023340465,0.0010328643649143876,-0.000713268034680983,0.000713268034680983
全力,0.0011406461661583414,0.00042879561049659007,0.0007118505556617513,0.0007118505556617513
頚,0.0,0.0007100046682786097,-0.0007100046682786097,0.0007100046682786097
めまい,0.00012754101424868695,0.0008373507194597747,-0.0007098097052110877,0.0007098097052110877
施設,0.00037650355310502476,0.001086277241600204,-0.0007097736884951792,0.0007097736884951792
もつれる,0.0006911875646386608,0.0013992515630084097,-0.0007080639983697488,0.0007080639983697488
机,0.003926434246918523,0.004634000288392253,-0.0007075660414737296,0.0007075660414737296
ダンス,0.0010984479105520875,0.00039195429583685157,0.000706493614715236,0.000706493614715236
取り合い,0.0021833206819906236,0.0014780188899334804,0.0007053017920571432,0.0007053017920571432
寄る,0.0012902781640782872,0.0005853873558598628,0.0007048908082184244,0.0007048908082184244
放す,0.001175142569348881,0.00047032526466161484,0.0007048173046872662,0.0007048173046872662
カゴ,0.000850773537032032,0.00014741863952848168,0.0007033548975035503,0.0007033548975035503
車いす,0.0012414135404364747,0.0005393599845640466,0.0007020535558724281,0.0007020535558724281
うし,0.0026193743058105924,0.0033212225075301338,-0.0007018482017195414,0.0007018482017195414
まひ,0.0,0.0007011566545283507,-0.0007011566545283507,0.0007011566545283507
開,0.0,0.0007001855586797051,-0.0007001855586797051,0.0007001855586797051
カバー,0.0,0.0006999200787406851,-0.0006999200787406851,0.0006999200787406851
く,0.0,0.0006986157331339031,-0.0006986157331339031,0.0006986157331339031
神経,0.000177020005166371,0.0008751939916383243,-0.0006981739864719533,0.0006981739864719533
精神,0.0,0.0006976155128980697,-0.0006976155128980697,0.0006976155128980697
鉄棒,0.004046866626601276,0.004743586893177521,-0.0006967202665762451,0.0006967202665762451
フライング,0.0009038634588096751,0.0002080052937133946,0.0006958581650962806,0.0006958581650962806
悪い,0.0016498314163100383,0.0023450977104637768,-0.0006952662941537384,0.0006952662941537384
振り回す,0.0019490885666783309,0.0012566623390722778,0.000692426227606053,0.000692426227606053
当日,0.0015671117170058555,0.0008753117122675397,0.0006918000047383158,0.0006918000047383158
炎,0.0,0.0006917547928870723,-0.0006917547928870723,0.0006917547928870723
隠れる,0.0,0.0006917107614776231,-0.0006917107614776231,0.0006917107614776231
並ぶ,0.0011581806180355628,0.001849498776541803,-0.0006913181585062403,0.0006913181585062403
柵,0.0005446453093556471,0.0012356409445677741,-0.0006909956352121271,0.0006909956352121271
体,0.005081120088084275,0.005771871305196087,-0.0006907512171118119,0.0006907512171118119
作り,0.0,0.0006904460621149984,-0.0006904460621149984,0.0006904460621149984
釘,0.0,0.0006903048281393301,-0.0006903048281393301,0.0006903048281393301
メートル,0.00044681469756801867,0.0011354497385839158,-0.0006886350410158971,0.0006886350410158971
動かす,0.00034428089828145104,0.0010313943796091743,-0.0006871134813277233,0.0006871134813277233
手前,0.0006683372976643852,0.0013554273780575304,-0.0006870900803931452,0.0006870900803931452
最後,0.0003178419846022933,0.001004880116252343,-0.0006870381316500496,0.0006870381316500496
電車,0.00012287762341621662,0.0008087518075167761,-0.0006858741841005595,0.0006858741841005595
向ける,0.0012269997587836226,0.0019122743081773598,-0.0006852745493937371,0.0006852745493937371
糸,0.0,0.0006842194022278488,-0.0006842194022278488,0.0006842194022278488
枠,0.001015589247731003,0.00169942503617635,-0.000683835788445347,0.000683835788445347
ヘディング,0.002131574113510419,0.0014478801434286816,0.0006836939700817376,0.0006836939700817376
受け身,0.0,0.0006825699632226455,-0.0006825699632226455,0.0006825699632226455
係,0.0,0.0006816537989147046,-0.0006816537989147046,0.0006816537989147046
竹刀,0.00024513472865827926,0.0009260704412170596,-0.0006809357125587803,0.0006809357125587803
水飲み,0.0,0.0006778951016900147,-0.0006778951016900147,0.0006778951016900147
もと,0.0,0.0006769066599311176,-0.0006769066599311176,0.0006769066599311176
吹奏楽,0.0011391178214139662,0.0004630431688671333,0.0006760746525468329,0.0006760746525468329
引く,0.0009071533959663753,0.0015813222786057388,-0.0006741688826393635,0.0006741688826393635
グリップ,0.0011212834162244193,0.0004484453284706868,0.0006728380877537325,0.0006728380877537325
左下,0.0003470051262581921,0.0010195652446136343,-0.0006725601183554422,0.0006725601183554422
ミニゲーム,0.0005034365479196508,0.0011754538480413565,-0.0006720173001217056,0.0006720173001217056
キック,0.0012950860866970332,0.0006253327259945213,0.000669753360702512,0.000669753360702512
腹痛,0.0,0.0006696218975857565,-0.0006696218975857565,0.0006696218975857565
ブロック,0.0016741670297117854,0.002343351609276598,-0.0006691845795648126,0.0006691845795648126
かすめる,0.0008779330722765859,0.00021031682884789708,0.0006676162434286888,0.0006676162434286888
公式,0.0011182518694050636,0.00045136948774204886,0.0006668823816630147,0.0006668823816630147
確認,0.001195642883141581,0.001862432513592897,-0.000666789630451316,0.000666789630451316
油,0.0,0.0006665364012662872,-0.0006665364012662872,0.0006665364012662872
硬い,0.0,0.0006660228758021209,-0.0006660228758021209,0.0006660228758021209
髄,0.0,0.0006653997909042615,-0.0006653997909042615,0.0006653997909042615
テント,0.0,0.0006653674186636897,-0.0006653674186636897,0.0006653674186636897
血腫,0.0,0.0006647697343492315,-0.0006647697343492315,0.0006647697343492315
遅刻,0.0008428530170357898,0.0001783434067567667,0.0006645096102790231,0.0006645096102790231
音楽,0.0007759368856422298,0.001440334620608096,-0.0006643977349658663,0.0006643977349658663
装着,0.00016871041712592736,0.0008330502696893289,-0.0006643398525634015,0.0006643398525634015
非常,0.0,0.000664264315378636,-0.000664264315378636,0.000664264315378636
メニュー,0.0,0.0006638131400378135,-0.0006638131400378135,0.0006638131400378135
だす,0.00017402171343658821,0.0008374333823692878,-0.0006634116689326995,0.0006634116689326995
鍵,0.0002969222067953865,0.0009599687845444743,-0.0006630465777490878,0.0006630465777490878
(,0.0003809444551394404,0.001043269665606047,-0.0006623252104666066,0.0006623252104666066
集合,0.0004317547248915625,0.0010940783827409549,-0.0006623236578493924,0.0006623236578493924
か所,0.0,0.0006619656166945462,-0.0006619656166945462,0.0006619656166945462
グラブ,0.0009748458733110026,0.00031339370743151053,0.0006614521658794921,0.0006614521658794921
処理,0.0009738587009996424,0.00031355853392704897,0.0006603001670725934,0.0006603001670725934
背負う,0.00012464850697854716,0.0007849262908489272,-0.0006602777838703801,0.0006602777838703801
打順,0.0009149691910766934,0.00025637144731756545,0.000658597743759128,0.000658597743759128
切傷,0.0002412533159008684,0.0008993618355558536,-0.0006581085196549852,0.0006581085196549852
シャープペンシル,0.0,0.000657552532761216,-0.000657552532761216,0.000657552532761216
室内,0.0005282588552292592,0.0011841418405707316,-0.0006558829853414724,0.0006558829853414724
やけど,0.0,0.0006552483097433659,-0.0006552483097433659,0.0006552483097433659
連絡,0.0,0.0006531046198260806,-0.0006531046198260806,0.0006531046198260806
甲,0.0,0.0006514762707685452,-0.0006514762707685452,0.0006514762707685452
通る,0.002301092695268359,0.0016509554409012484,0.0006501372543671108,0.0006501372543671108
趾,0.0,0.0006494167182009205,-0.0006494167182009205,0.0006494167182009205
触れる,0.0005849888483068742,0.00123439855437451,-0.0006494097060676359,0.0006494097060676359
ランニング,0.0029344243353190418,0.002285435790285821,0.0006489885450332209,0.0006489885450332209
照明,0.0009271599018142157,0.000278723562823909,0.0006484363389903068,0.0006484363389903068
引き抜く,0.0,0.0006481208327782386,-0.0006481208327782386,0.0006481208327782386
前かがみ,0.0009480574675841565,0.0003005702490600232,0.0006474872185241332,0.0006474872185241332
カバン,0.0008925092781288548,0.00024509679639787645,0.0006474124817309783,0.0006474124817309783
内,0.003919633153881419,0.004565602434151338,-0.000645969280269919,0.000645969280269919
上肢,0.00012733024724853145,0.0007732877101087828,-0.0006459574628602513,0.0006459574628602513
肘,0.00907967652139597,0.008434479099985109,0.0006451974214108612,0.0006451974214108612
監督,0.000952127278888553,0.00030833152630437574,0.0006437957525841772,0.0006437957525841772
テラス,0.0,0.0006433878370845668,-0.0006433878370845668,0.0006433878370845668
心臓,0.0,0.0006423095999198351,-0.0006423095999198351,0.0006423095999198351
そう,0.0030496380696706485,0.0024079693959366743,0.0006416686737339742,0.0006416686737339742
半分,0.0012277273449649952,0.0005867603311762519,0.0006409670137887434,0.0006409670137887434
デッキ,0.0008795344479290466,0.00024003072563386844,0.0006395037222951781,0.0006395037222951781
引火,0.0,0.0006384760840643468,-0.0006384760840643468,0.0006384760840643468
理科,0.0008263381954502576,0.0014647810216521556,-0.000638442826201898,0.000638442826201898
後方,0.005240854748412702,0.004602996246986042,0.0006378585014266604,0.0006378585014266604
カンナ,0.0,0.0006377469710751328,-0.0006377469710751328,0.0006377469710751328
馬跳び,0.001156163441082996,0.0005193748000929539,0.0006367886409900422,0.0006367886409900422
椅子,0.001970160117403372,0.0026050458860748193,-0.0006348857686714472,0.0006348857686714472
男児,0.00018617980653416608,0.0008196468565368149,-0.0006334670500026489,0.0006334670500026489
セット,0.0,0.0006329655755490531,-0.0006329655755490531,0.0006329655755490531
跳ね上がる,0.0009338341230609843,0.00030134202892371175,0.0006324920941372725,0.0006324920941372725
防火,0.0,0.0006313853112474882,-0.0006313853112474882,0.0006313853112474882
固定,0.0006390723878622246,0.0012701758634665503,-0.0006311034756043257,0.0006311034756043257
落ちる,0.00688415379225088,0.0075152391156985045,-0.0006310853234476246,0.0006310853234476246
始める,0.0011655396960179975,0.0017965790744606527,-0.0006310393784426552,0.0006310393784426552
座り込む,0.00024716991564585866,0.000876916020628718,-0.0006297461049828592,0.0006297461049828592
打撃,0.0032817949390024654,0.002653199924105189,0.0006285950148972766,0.0006285950148972766
レンズ,0.0,0.0006283789186057071,-0.0006283789186057071,0.0006283789186057071
方,0.0004448392085603243,0.0010730343859931255,-0.0006281951774328012,0.0006281951774328012
打撲,0.004480353955202039,0.005107983566036125,-0.0006276296108340858,0.0006276296108340858
見学,0.0007565465971549211,0.0013836031475142289,-0.0006270565503593078,0.0006270565503593078
演技,0.0,0.0006263724438196468,-0.0006263724438196468,0.0006263724438196468
ドッジボール,0.002883547121981552,0.00225890840598078,0.000624638716000772,0.000624638716000772
体験,0.000318385375668013,0.0009430223345902997,-0.0006246369589222867,0.0006246369589222867
指導,0.002631833492242361,0.003256335683146583,-0.000624502190904222,0.000624502190904222
原動機,0.0,0.0006235081505600504,-0.0006235081505600504,0.0006235081505600504
加工,0.0,0.0006230337990405865,-0.0006230337990405865,0.0006230337990405865
草,0.0,0.0006215992251240291,-0.0006215992251240291,0.0006215992251240291
器質,0.0,0.0006205585854165063,-0.0006205585854165063,0.0006205585854165063
手,0.013983726906021223,0.01336439500035363,0.0006193319056675937,0.0006193319056675937
ベースボール,0.000982001323695562,0.00036282054256024356,0.0006191807811353185,0.0006191807811353185
腫れ,0.00016812674732185446,0.0007865566407170585,-0.000618429893395204,0.000618429893395204
先端,0.0010145265403037303,0.0016321846490781112,-0.0006176581087743809,0.0006176581087743809
脳貧血,0.000705181877583379,8.845523935657797e-05,0.0006167266382268011,0.0006167266382268011
マシーン,0.0001950672140027913,0.0008110545030659414,-0.0006159872890631501,0.0006159872890631501
ハンド,0.0,0.0006159508103755055,-0.0006159508103755055,0.0006159508103755055
地点,0.00014430986080651197,0.0007602481632026089,-0.000615938302396097,0.000615938302396097
出来る,0.001219484972839467,0.000603792564725233,0.0006156924081142341,0.0006156924081142341
運ぶ,0.0012569543140693211,0.0018725798031283707,-0.0006156254890590496,0.0006156254890590496
前進,0.001135410272372374,0.0005202504760433061,0.0006151597963290678,0.0006151597963290678
種目,0.0013622265167908942,0.0007473713602628687,0.0006148551565280254,0.0006148551565280254
ケース,0.0001973313229393421,0.00081210286300598,-0.000614771540066638,0.000614771540066638
チャイム,0.0,0.000612644251203787,-0.000612644251203787,0.000612644251203787
振り上げる,0.0005189367904595446,0.001129484018095219,-0.0006105472276356743,0.0006105472276356743
缶,0.0,0.0006104394477937392,-0.0006104394477937392,0.0006104394477937392
刈り,0.0,0.0006097126124340891,-0.0006097126124340891,0.0006097126124340891
ピッチングマシン,0.0007109939855636386,0.0013192839154517993,-0.0006082899298881608,0.0006082899298881608
バー,0.0021448858728833945,0.0015373544867163722,0.0006075313861670223,0.0006075313861670223
ひさし,0.0002041399286684419,0.0008107268656916665,-0.0006065869370232245,0.0006065869370232245
広場,0.0,0.0006056339210336142,-0.0006056339210336142,0.0006056339210336142
裂創,0.0007153806771592759,0.0013201066341775114,-0.0006047259570182356,0.0006047259570182356
丸,0.0,0.0006035642654272671,-0.0006035642654272671,0.0006035642654272671
鏡,0.0007634222845128787,0.00016109922137906932,0.0006023230631338094,0.0006023230631338094
制作,0.0,0.0006021735740149414,-0.0006021735740149414,0.0006021735740149414
競技,0.003010612477633826,0.0036097869430373047,-0.0005991744654034788,0.0005991744654034788
払う,0.00016268748889663602,0.0007611146079116947,-0.0005984271190150588,0.0005984271190150588
吹く,0.00016769494407941024,0.0007652353516924512,-0.0005975404076130409,0.0005975404076130409
こめかみ,0.00018329605611300503,0.0007806823667408896,-0.0005973863106278846,0.0005973863106278846
防ぐ,0.00021305046061479232,0.0008103913498476609,-0.0005973408892328686,0.0005973408892328686
県,0.000706389051450658,0.00011056059731660305,0.000595828454134055,0.000595828454134055
引っ掛ける,0.0012381383920522869,0.0006426780334740663,0.0005954603585782205,0.0005954603585782205
",",0.0002420658940933718,0.000836738814403613,-0.0005946729203102412,0.0005946729203102412
アタック,0.0,0.0005934601628104035,-0.0005934601628104035,0.0005934601628104035
入水,0.0,0.0005919360868896533,-0.0005919360868896533,0.0005919360868896533
起きる,0.0010904560735490627,0.0005001235450279117,0.000590332528521151,0.000590332528521151
飛び越える,0.00010459265704015188,0.0006940443874411341,-0.0005894517304009822,0.0005894517304009822
ヘリ,0.0,0.0005880067419344044,-0.0005880067419344044,0.0005880067419344044
ｋｍ,0.0,0.0005860360222619871,-0.0005860360222619871,0.0005860360222619871
付け根,0.00012536793795795738,0.0007100916488593653,-0.0005847237109014079,0.0005847237109014079
歩く,0.006449038321986992,0.005864875523917054,0.0005841627980699374,0.0005841627980699374
レクリエーション,0.0,0.0005841037965096814,-0.0005841037965096814,0.0005841037965096814
アメリカンフットボール,0.0,0.0005839960100368532,-0.0005839960100368532,0.0005839960100368532
振り向く,0.0028973614870167323,0.002316665873741738,0.0005806956132749942,0.0005806956132749942
飴,0.0,0.0005803452532238749,-0.0005803452532238749,0.0005803452532238749
振り切る,0.0010055483515700485,0.0004254606355642489,0.0005800877160057995,0.0005800877160057995
激しい,0.002751348342974314,0.0021713616335808806,0.0005799867093934335,0.0005799867093934335
尻もち,0.0,0.0005785603684624683,-0.0005785603684624683,0.0005785603684624683
袋,0.0012347817326972647,0.0006563285290729583,0.0005784532036243065,0.0005784532036243065
電柱,0.0011862599984961432,0.0006086935513558191,0.0005775664471403242,0.0005775664471403242
ワゴン,0.0,0.0005771089011489081,-0.0005771089011489081,0.0005771089011489081
丸める,0.0,0.0005761847793333301,-0.0005761847793333301,0.0005761847793333301
ふる,0.000797114093846228,0.00022103924798528053,0.0005760748458609475,0.0005760748458609475
取り返す,0.0006775681579890732,0.00010294096640294507,0.0005746271915861281,0.0005746271915861281
おもちゃ,0.0,0.0005741164955036484,-0.0005741164955036484,0.0005741164955036484
ジョギング,0.0,0.0005708942832054686,-0.0005708942832054686,0.0005708942832054686
こぼれる,0.0,0.0005706652798327232,-0.0005706652798327232,0.0005706652798327232
すべる,0.0019343873892049238,0.0013647689898988135,0.0005696183993061103,0.0005696183993061103
安静,0.0,0.0005690902764327435,-0.0005690902764327435,0.0005690902764327435
眉毛,0.0,0.0005689735868283403,-0.0005689735868283403,0.0005689735868283403
瞬間,0.0026176266492815,0.002049281674391511,0.0005683449748899892,0.0005683449748899892
添える,0.0,0.0005678911661162546,-0.0005678911661162546,0.0005678911661162546
自宅,0.0014715493805391988,0.0009036609385411439,0.0005678884419980549,0.0005678884419980549
ハーフ,0.0001954305417012643,0.0007627001948647202,-0.000567269653163456,0.000567269653163456
白内障,0.0,0.0005672550297593239,-0.0005672550297593239,0.0005672550297593239
あげる,0.00020537198051209484,0.0007723263740966952,-0.0005669543935846004,0.0005669543935846004
打者,0.0037320861791321574,0.003165991562413347,0.0005660946167188102,0.0005660946167188102
すべり台,0.0012501725588447354,0.0018156905309892534,-0.0005655179721445181,0.0005655179721445181
後ろ,0.0059099867986160595,0.005344629424204754,0.0005653573744113056,0.0005653573744113056
