項目数,項目集合,事例数,支持度,支持度（％）
2,場合別1=課外指導 | 被災学校種=高,1819,0.23678729497526685,23.6787
2,場合別2=体育的部活動 | 被災学校種=高,1782,0.23197084092684198,23.1971
2,和暦=平成 | 被災学校種=中,1766,0.22988804998698256,22.9888
2,和暦=平成 | 性別=女,1742,0.22676386357719344,22.6764
2,和暦=平成 | 被災学年=1,1698,0.22103618849258005,22.1036
2,性別=男 | 被災学校種=中,1615,0.21023171049205935,21.0232
2,性別=男 | 被災学年=1,1612,0.20984118719083572,20.9841
2,和暦=平成 | 被災学校種=小,1548,0.20151002343139807,20.151
2,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外）,1416,0.18432699817755793,18.4327
2,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,1396,0.18172350950273367,18.1724
2,場合別1=課外指導 | 発生場所2=運動場・校庭（園庭）,1358,0.17677688102056757,17.6777
2,和暦=平成 | 被災学年=3,1356,0.17651653215308513,17.6517
2,場合別2=体育的部活動 | 発生場所2=運動場・校庭（園庭）,1351,0.17586565998437906,17.5866
2,和暦=平成 | 場合別1=休憩時間,1344,0.17495443894819057,17.4954
2,和暦=平成 | 発生場所1=学校外（園外）,1276,0.16610257745378806,16.6103
2,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,1252,0.16297839104399897,16.2978
2,発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,1245,0.16206717000781046,16.2067
2,性別=男 | 被災学年=3,1234,0.16063525123665712,16.0635
2,和暦=令和 | 性別=男,1187,0.1545170528508201,15.4517
2,場合別1=課外指導 | 被災学年=2,1185,0.15425670398333768,15.4257
2,性別=男 | 発生場所1=学校外（園外）,1181,0.15373600624837283,15.3736
2,発生場所2=運動場・校庭（園庭） | 被災学校種=高,1176,0.15308513407966676,15.3085
2,性別=男 | 被災学校種=小,1160,0.15100234313980734,15.1002
2,場合別2=体育的部活動 | 被災学年=2,1155,0.15035147097110127,15.0351
2,被災学年=2 | 被災学校種=高,1149,0.149570424368654,14.957
2,場合別1=休憩時間 | 性別=男,1131,0.14722728456131215,14.7227
2,被災学年=1 | 被災学校種=高,1112,0.1447539703202291,14.4754
2,場合別1=課外指導 | 競技種目=野球（含軟式）,1109,0.14436344701900547,14.4363
2,場合別2=体育的部活動 | 競技種目=野球（含軟式）,1109,0.14436344701900547,14.4363
2,和暦=平成 | 場合別1=各教科等,1103,0.14358240041655818,14.3582
2,場合別1=課外指導 | 被災学年=1,1092,0.14215048164540484,14.215
