前件,後件,項目数,共起事例数,支持度,信頼度,lift
給付年度=3,和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,3,133,0.017313199687581358,0.4143302180685358,4.6669864152529215
場合別2=昼食時休憩時間中,場合別1=休憩時間 | 被災学年=2,3,136,0.017703722988804998,0.25757575757575757,4.6667381360777584
場合別1=休憩時間 | 被災学年=2,場合別2=昼食時休憩時間中,3,136,0.017703722988804998,0.32075471698113206,4.6667381360777584
場合別2=登校（登園）中,和暦=平成 | 発生場所1=学校外（園外）,3,193,0.02512366571205415,0.7751004016064257,4.666395991489469
給付年度=5,和暦=令和 | 性別=男,3,222,0.028898724290549335,0.7207792207792207,4.664722808783465
給付年度=1,和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,3,150,0.019526165061181985,0.4132231404958678,4.654516371391871
和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,給付年度=1,3,150,0.019526165061181985,0.21994134897360704,4.654516371391871
場合別2=始業前の特定時間中,和暦=平成 | 場合別1=休憩時間,3,162,0.02108825826607654,0.8140703517587939,4.65304199569275
通学方法=自転車,発生場所1=学校外（園外） | 被災学年=3,3,80,0.010413954699297057,0.2247191011235955,4.640570254923281
発生場所1=学校外（園外） | 被災学年=3,通学方法=自転車,3,80,0.010413954699297057,0.21505376344086022,4.640570254923281
給付年度=1,和暦=令和 | 発生場所2=運動場・校庭（園庭）,3,128,0.016662327518875295,0.3526170798898072,4.638363711838182
和暦=令和 | 発生場所2=運動場・校庭（園庭）,給付年度=1,3,128,0.016662327518875295,0.2191780821917808,4.638363711838182
競技種目=バスケットボール,発生場所2=体育館・屋内運動場 | 被災学校種=中,3,93,0.01210622233793283,0.26956521739130435,4.632662192393736
発生場所2=体育館・屋内運動場 | 被災学校種=中,競技種目=バスケットボール,3,93,0.01210622233793283,0.2080536912751678,4.632662192393736
発生場所2=学校外体育館,和暦=平成 | 発生場所1=学校外（園外）,3,133,0.017313199687581358,0.7687861271676301,4.628381684092268
給付年度=1,和暦=令和 | 被災学校種=高,3,151,0.019656339494923198,0.41597796143250687,4.617836271278205
和暦=令和 | 被災学校種=高,給付年度=1,3,151,0.019656339494923198,0.21820809248554912,4.617836271278205
給付年度=2,和暦=令和 | 被災学校種=高,3,163,0.021218432699817755,0.41475826972010177,4.604296283222286
和暦=令和 | 被災学校種=高,給付年度=2,3,163,0.021218432699817755,0.23554913294797689,4.604296283222286
競技種目=バスケットボール | 被災学年=2,発生場所2=体育館・屋内運動場,3,102,0.01327779224160375,0.75,4.601837060702875
場合別2=昼食時休憩時間中,和暦=平成 | 場合別1=休憩時間,3,425,0.055324134340015624,0.8049242424242424,4.600764903499279
和暦=平成 | 場合別1=休憩時間,場合別2=昼食時休憩時間中,3,425,0.055324134340015624,0.3162202380952381,4.600764903499279
給付年度=1,和暦=令和 | 性別=男,3,258,0.03358500390523301,0.7107438016528925,4.599775808169773
和暦=令和 | 性別=男,給付年度=1,3,258,0.03358500390523301,0.21735467565290648,4.599775808169773
給付年度=3,和暦=令和 | 性別=男,3,228,0.029679770892996615,0.7102803738317757,4.596776606382225
給付年度=1,和暦=令和 | 発生場所1=学校内・校舎外（園内・園舎外）,3,135,0.017573548555063784,0.371900826446281,4.593154580000531
和暦=令和 | 発生場所1=学校内・校舎外（園内・園舎外）,給付年度=1,3,135,0.017573548555063784,0.2170418006430868,4.593154580000531
給付年度=3,和暦=令和 | 被災学校種=中,3,88,0.011455350169226764,0.27414330218068533,4.58816742342489
通学方法=自転車,和暦=平成 | 発生場所1=学校外（園外）,3,271,0.03527727154386878,0.7612359550561798,4.5829268077912015
和暦=平成 | 発生場所1=学校外（園外）,通学方法=自転車,3,271,0.03527727154386878,0.21238244514106583,4.5829268077912015
競技種目=バレーボール,発生場所2=体育館・屋内運動場,2,118,0.015360583181463161,0.7468354430379747,4.58242002669147
競技種目=バレーボール,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,3,118,0.015360583181463161,0.7468354430379747,4.58242002669147
場合別2=昼食時休憩時間中 | 発生場所1=学校内・校舎内（園内・園舎内）,発生場所2=廊下,3,85,0.011064826868003124,0.2910958904109589,4.582374242083988
発生場所2=学校外運動場・競技場,和暦=平成 | 発生場所1=学校外（園外）,3,375,0.048815412652954956,0.7606490872210954,4.579393642658664
和暦=平成 | 発生場所1=学校外（園外）,発生場所2=学校外運動場・競技場,3,375,0.048815412652954956,0.2938871473354232,4.579393642658664
場合別2=その他の教科,場合別1=各教科等 | 性別=男,3,92,0.011976047904191617,0.5822784810126582,4.57368434676814
被災学年=4,場合別1=保育中,2,95,0.012366571205415256,0.2261904761904762,4.572619047619048
場合別1=保育中,被災学年=4,2,95,0.012366571205415256,0.25,4.572619047619048
性別=男 | 競技種目=バスケットボール,発生場所2=体育館・屋内運動場,3,177,0.02304087477219474,0.7436974789915967,4.563166161033103
性別=男 | 競技種目=ソフトボール,場合別1=各教科等,3,90,0.01171569903670919,0.8653846153846154,4.556466494437708
発生場所1=学校外（園外） | 被災学年=1,発生場所2=学校外運動場・競技場,3,150,0.019526165061181985,0.2918287937743191,4.547320068507747
発生場所2=学校外運動場・競技場,発生場所1=学校外（園外） | 被災学年=1,3,150,0.019526165061181985,0.30425963488843816,4.547320068507746
競技種目=バレーボール,和暦=平成 | 発生場所2=体育館・屋内運動場,3,87,0.01132517573548555,0.5506329113924051,4.53858586407345
給付年度=4,和暦=令和 | 場合別2=体育的部活動,3,96,0.01249674563915647,0.37065637065637064,4.534048151882546
給付年度=5,和暦=令和 | 発生場所1=学校内・校舎外（園内・園舎外）,3,113,0.014709711012757094,0.36688311688311687,4.531183446778302
給付年度=5,和暦=令和 | 場合別2=体育的部活動,3,114,0.014839885446498308,0.37012987012987014,4.527607742575896
給付年度=5,和暦=令和 | 発生場所2=運動場・校庭（園庭）,3,106,0.013798489976568603,0.34415584415584416,4.527063689734923
給付年度=4,和暦=令和 | 発生場所2=運動場・校庭（園庭）,3,89,0.011585524602967977,0.3436293436293436,4.520138044110647
発生場所2=廊下 | 被災学校種=小,場合別2=休憩時間中,3,78,0.010153605831814632,0.37142857142857144,4.514737793851719
給付年度=5,和暦=令和 | 場合別1=課外指導,3,118,0.015360583181463161,0.38311688311688313,4.500158862544184
場合別2=昼食時休憩時間中,場合別1=休憩時間 | 被災学校種=小,3,300,0.03905233012236397,0.5681818181818182,4.4951315419904505
場合別1=休憩時間 | 被災学校種=小,場合別2=昼食時休憩時間中,3,300,0.03905233012236397,0.30895983522142123,4.4951315419904505
和暦=平成 | 競技種目=バレーボール,発生場所2=体育館・屋内運動場,3,87,0.01132517573548555,0.7310924369747899,4.485824361693559
発生場所2=体育館・屋内運動場,競技種目=バスケットボール,2,252,0.032803957302785736,0.2012779552715655,4.481789137380192
競技種目=バスケットボール,発生場所2=体育館・屋内運動場,2,252,0.032803957302785736,0.7304347826086957,4.481789137380192
競技種目=バスケットボール,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,3,252,0.032803957302785736,0.7304347826086957,4.481789137380192
発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,競技種目=バスケットボール,3,252,0.032803957302785736,0.2012779552715655,4.481789137380192
発生場所2=道路,発生場所1=学校外（園外） | 被災学校種=高,3,315,0.04100494662848217,0.5113636363636364,4.479242251477143
発生場所1=学校外（園外） | 被災学校種=高,発生場所2=道路,3,315,0.04100494662848217,0.35917901938426455,4.479242251477143
場合別1=休憩時間 | 性別=女,場合別2=休憩時間中,3,189,0.024602967977089298,0.3684210526315789,4.478181212524984
場合別2=休憩時間中,場合別1=休憩時間 | 性別=女,3,189,0.024602967977089298,0.2990506329113924,4.478181212524983
場合別2=体育（保健体育）,場合別1=各教科等 | 被災学校種=小,3,274,0.03566779484509242,0.25206991720331184,4.472057976803329
場合別1=各教科等 | 被災学校種=小,場合別2=体育（保健体育）,3,274,0.03566779484509242,0.6327944572748267,4.472057976803329
給付年度=3,和暦=令和 | 被災学年=1,3,97,0.012626920072897682,0.30218068535825543,4.464138509465612
発生場所2=運動場・校庭（園庭） | 競技種目=ソフトボール,場合別2=体育（保健体育）,3,120,0.015620932048945588,0.631578947368421,4.46346777707839
給付年度=4,和暦=令和 | 場合別1=課外指導,3,98,0.012757094506638896,0.3783783783783784,4.444499545416977
発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=ソフトボール,場合別2=体育（保健体育）,3,120,0.015620932048945588,0.6282722513089005,4.440098835837142
場合別2=授業終了後の特定時間中,場合別1=休憩時間 | 発生場所1=学校内・校舎内（園内・園舎内）,3,173,0.022520177037229888,0.6070175438596491,4.428403392146082
和暦=令和 | 場合別1=休憩時間,場合別2=休憩時間中,3,109,0.014189013277792241,0.36333333333333334,4.416339662447258
競技種目=ソフトボール,場合別2=体育（保健体育） | 性別=男,3,90,0.01171569903670919,0.4225352112676056,4.410211267605633
場合別2=授業終了後の特定時間中,場合別1=休憩時間 | 発生場所2=運動場・校庭（園庭）,3,88,0.011455350169226764,0.3087719298245614,4.408895845561861
場合別1=通学中,発生場所1=学校外（園外） | 被災学校種=高,3,296,0.038531632387399116,0.5016949152542373,4.394549987437914
発生場所1=学校外（園外） | 被災学校種=高,場合別1=通学中,3,296,0.038531632387399116,0.33751425313568983,4.394549987437914
競技種目=サッカー・フットサル | 被災学校種=高,発生場所2=学校外運動場・競技場,3,82,0.010674303566779484,0.281786941580756,4.390846420331375
給付年度=4,和暦=令和 | 発生場所1=学校内・校舎外（園内・園舎外）,3,92,0.011976047904191617,0.3552123552123552,4.387043911159666
給付年度=2,和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,3,153,0.019916688362405625,0.3893129770992366,4.385193973718968
和暦=令和 | 発生場所1=学校内・校舎内（園内・園舎内）,給付年度=2,3,153,0.019916688362405625,0.22434017595307917,4.385193973718968
場合別2=始業前の特定時間中,場合別1=休憩時間 | 性別=男,3,128,0.016662327518875295,0.6432160804020101,4.368864659282265
場合別1=課外指導 | 競技種目=バレーボール,発生場所2=体育館・屋内運動場,3,91,0.011845873470450404,0.7109375,4.3621580471246
場合別2=体育的部活動 | 競技種目=バレーボール,発生場所2=体育館・屋内運動場,3,91,0.011845873470450404,0.7109375,4.3621580471246
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=4,発生場所2=教室（保育室）,3,93,0.01210622233793283,0.44285714285714284,4.3504201680672265
発生場所2=廊下,場合別1=休憩時間 | 被災学校種=中,3,132,0.017183025253840144,0.27049180327868855,4.347108855202689
場合別1=休憩時間 | 被災学校種=中,発生場所2=廊下,3,132,0.017183025253840144,0.27615062761506276,4.347108855202689
場合別1=休憩時間 | 被災学年=2,場合別2=休憩時間中,3,151,0.019656339494923198,0.3561320754716981,4.328807917363267
場合別2=休憩時間中,場合別1=休憩時間 | 被災学年=2,3,151,0.019656339494923198,0.2389240506329114,4.3288079173632665
競技種目=バスケットボール,和暦=平成 | 発生場所2=体育館・屋内運動場,3,181,0.023561572507159595,0.5246376811594203,4.324320457796853
給付年度=3,和暦=令和 | 被災学校種=高,3,125,0.016271804217651654,0.3894080996884735,4.322880089316262
給付年度=2,和暦=令和 | 性別=女,3,101,0.013147617807862536,0.25699745547073793,4.3200316256591
和暦=令和 | 性別=女,給付年度=2,3,101,0.013147617807862536,0.2210065645514223,4.3200316256591
給付年度=5,和暦=令和 | 被災学校種=中,3,79,0.010283780265555844,0.2564935064935065,4.292773675126616
発生場所2=学校外体育館,性別=男 | 発生場所1=学校外（園外）,3,114,0.014839885446498308,0.6589595375722543,4.286305815097424
給付年度=3,和暦=令和 | 場合別1=課外指導,3,117,0.015230408747721948,0.3644859813084112,4.28131698533825
和暦=平成 | 被災学校種=保,発生場所2=教室（保育室）,3,87,0.01132517573548555,0.435,4.273235294117647
発生場所2=体育館・屋内運動場,発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=高,3,575,0.0748502994011976,0.45926517571884984,4.271277336407027
発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=高,発生場所2=体育館・屋内運動場,3,575,0.0748502994011976,0.6961259079903148,4.271277336407027
給付年度=3,和暦=令和 | 場合別2=体育的部活動,3,112,0.014579536579015881,0.34890965732087226,4.268031827291306
競技種目=ソフトボール,和暦=平成 | 場合別2=体育（保健体育）,3,95,0.012366571205415256,0.4460093896713615,4.256203890006707
和暦=平成 | 競技種目=バスケットボール,発生場所2=体育館・屋内運動場,3,181,0.023561572507159595,0.6934865900383141,4.2550830548517
発生場所2=体育館・屋内運動場 | 被災学校種=小,場合別2=体育（保健体育）,3,120,0.015620932048945588,0.6,4.240294388224471
競技種目=バスケットボール,場合別2=体育（保健体育） | 発生場所2=体育館・屋内運動場,3,99,0.01288726894038011,0.28695652173913044,4.23923076923077
被災学校種=保,和暦=平成 | 発生場所2=教室（保育室）,3,87,0.01132517573548555,0.348,4.23666561014263
場合別1=保育中 | 被災学校種=保,発生場所2=教室（保育室）,3,107,0.013928664410309816,0.42971887550200805,4.221356012284432
場合別2=授業終了後の特定時間中,場合別1=休憩時間 | 性別=男,3,177,0.02304087477219474,0.6210526315789474,4.218325654986272
競技種目=サッカー・フットサル,性別=男 | 発生場所2=学校外運動場・競技場,3,123,0.016011455350169228,0.246,4.218241071428571
性別=男 | 発生場所2=学校外運動場・競技場,競技種目=サッカー・フットサル,3,123,0.016011455350169228,0.27455357142857145,4.218241071428571
