単語,歯牙出現事例数,歯牙事例出現率（％）,非歯牙出現事例数,非歯牙事例出現率（％）,出現率差（pt）,オッズ比,OR_95%CI下限,OR_95%CI上限,p値,p値下限丸め,0.5補正,BH補正p値,BH有意（5%）
スマッシュ,3,0.1895,36,0.5903,-0.4007,0.3197784810126582,0.09834824183078422,1.039757041053223,0.046494597909031404,False,False,0.22084934006789916,False
打ち返す,3,0.1895,36,0.5903,-0.4007,0.3197784810126582,0.09834824183078422,1.039757041053223,0.046494597909031404,False,False,0.22084934006789916,False
続ける,3,0.1895,36,0.5903,-0.4007,0.3197784810126582,0.09834824183078422,1.039757041053223,0.046494597909031404,False,False,0.22084934006789916,False
休む,2,0.1263,31,0.5083,-0.3819,0.24761788170002652,0.05919743353682289,1.035764756583045,0.04868628587352129,False,False,0.23038717919017246,False
職員,2,0.1263,31,0.5083,-0.3819,0.24761788170002652,0.05919743353682289,1.035764756583045,0.04868628587352129,False,False,0.23038717919017246,False
学習,11,0.6949,79,1.2953,-0.6004,0.5332238219473702,0.28308245144214067,1.0043986931852416,0.04903689427493066,False,False,0.23160928595390978,False
カーブ,14,0.8844,27,0.4427,0.4417,2.0066567523546492,1.049778456696637,3.835734383844503,0.049798945792096885,False,False,0.23404544180657003,False
先頭,6,0.379,8,0.1312,0.2479,2.8967977171845276,1.0036439368956223,8.360970166612173,0.04983264191575295,False,False,0.23404544180657003,False
川,6,0.379,8,0.1312,0.2479,2.8967977171845276,1.0036439368956223,8.360970166612173,0.04983264191575295,False,False,0.23404544180657003,False
く,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
てる,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
やけど,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
ドクター,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
加工,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
器質,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
回復,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
図工,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
所,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
炎,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
白内障,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
股関節,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
鉛筆,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
開,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
隠れる,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
髄,0,0.0,15,0.2459,-0.2459,0.12394960123043075,0.0074121543869049575,2.072744689765972,0.052341459472461,False,True,0.23867705519442217,False
付近,38,2.4005,206,3.3776,-0.9771,0.7035975743865271,0.4955467914591883,0.99899657351202,0.05317510506210129,False,False,0.24203840924818518,False
傘,16,1.0107,34,0.5575,0.4533,1.821389691805248,1.0028012098416972,3.30819346532112,0.05329748412956651,False,False,0.24215596050172608,False
打ち付ける,38,2.4005,100,1.6396,0.7609,1.4754822006472492,1.011375152048029,2.1525620043347318,0.05507370565772214,False,False,0.2465790602143811,False
お湯,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
ハードル,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
プラスチック,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
作り,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
切り傷,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
引き抜く,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
既往症,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
熱湯,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
発現,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
盤,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
瞼,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
精神,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
頚,0,0.0,16,0.2623,-0.2623,0.11641836744457522,0.00698038457848373,1.9416174175039722,0.05574574447430387,False,True,0.2465790602143811,False
者,8,0.5054,64,1.0494,-0.544,0.478968253968254,0.22918854383563514,1.0009688288517684,0.055426408424428024,False,False,0.2465790602143811,False
あご,5,0.3159,6,0.0984,0.2175,3.217680608365019,0.9807196140059673,10.557011759107414,0.05637967114561999,False,False,0.24807055304072795,False
かわす,5,0.3159,6,0.0984,0.2175,3.217680608365019,0.9807196140059673,10.557011759107414,0.05637967114561999,False,False,0.24807055304072795,False
ダンス,5,0.3159,6,0.0984,0.2175,3.217680608365019,0.9807196140059673,10.557011759107414,0.05637967114561999,False,False,0.24807055304072795,False
発作,8,0.5054,13,0.2131,0.2922,2.377924297924298,0.9838753728249634,5.747195348962896,0.05796873509029093,False,False,0.25461574011637417,False
入れる,15,0.9476,98,1.6068,-0.6593,0.5857910766347355,0.3392394142284739,1.011531004571816,0.05995518486067892,False,False,0.26288042592759214,False
正面,17,1.0739,37,0.6067,0.4673,1.7785716751233993,0.9988447778975384,3.166975763951732,0.061363767496253246,False,False,0.26710786232257683,False
かすめる,4,0.2527,4,0.0656,0.1871,3.8600379987333757,0.9642960390306962,15.451575811348174,0.06191798501177363,False,False,0.26710786232257683,False
デッキ,4,0.2527,4,0.0656,0.1871,3.8600379987333757,0.9642960390306962,15.451575811348174,0.06191798501177363,False,False,0.26710786232257683,False
ミーティング,4,0.2527,4,0.0656,0.1871,3.8600379987333757,0.9642960390306962,15.451575811348174,0.06191798501177363,False,False,0.26710786232257683,False
競り合い,4,0.2527,4,0.0656,0.1871,3.8600379987333757,0.9642960390306962,15.451575811348174,0.06191798501177363,False,False,0.26710786232257683,False
鉄柱,4,0.2527,4,0.0656,0.1871,3.8600379987333757,0.9642960390306962,15.451575811348174,0.06191798501177363,False,False,0.26710786232257683,False
駐輪場,4,0.2527,4,0.0656,0.1871,3.8600379987333757,0.9642960390306962,15.451575811348174,0.06191798501177363,False,False,0.26710786232257683,False
うむ,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
凍結,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
可能,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
棒引き,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
県,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
脳貧血,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
鏡,3,0.1895,2,0.0328,0.1567,5.788291139240506,0.966334493459155,34.67154959218717,0.06262337442012567,False,False,0.26710786232257683,False
運ぶ,7,0.4422,57,0.9346,-0.4924,0.47081218274111675,0.2143311467048118,1.034213248169396,0.06149861515598362,False,False,0.26710786232257683,False
かける,38,2.4005,203,3.3284,-0.9279,0.7143590479378896,0.5029287547679335,1.0146742347356932,0.06256151137288567,False,False,0.26710786232257683,False
滑り,7,0.4422,10,0.164,0.2782,2.704505076142132,1.0278130423719996,7.116418458748507,0.06315593431801605,False,False,0.26892204290252,False
からかう,1,0.0632,21,0.3443,-0.2811,0.18295105652880622,0.024589809204603495,1.3611772586970812,0.06574766993217193,False,False,0.279010416564953,False
神経,1,0.0632,21,0.3443,-0.2811,0.18295105652880622,0.024589809204603495,1.3611772586970812,0.06574766993217193,False,False,0.279010416564953,False
",",1,0.0632,22,0.3607,-0.2975,0.17460636708424318,0.02351692181285955,1.2964019555351127,0.06684955155732798,False,False,0.2817792862281993,False
座り込む,1,0.0632,22,0.3607,-0.2975,0.17460636708424318,0.02351692181285955,1.2964019555351127,0.06684955155732798,False,False,0.2817792862281993,False
棚,1,0.0632,22,0.3607,-0.2975,0.17460636708424318,0.02351692181285955,1.2964019555351127,0.06684955155732798,False,False,0.2817792862281993,False
跳び箱,1,0.0632,22,0.3607,-0.2975,0.17460636708424318,0.02351692181285955,1.2964019555351127,0.06684955155732798,False,False,0.2817792862281993,False
程度,3,0.1895,35,0.5739,-0.3844,0.32896925858951176,0.10104423037915489,1.0710237753392664,0.06732020207532524,False,False,0.2832870248404626,False
向く,15,0.9476,32,0.5247,0.4229,1.8137157206632653,0.9797607071493993,3.35751851587518,0.06851313939912614,False,False,0.28448833379637145,False
靴,15,0.9476,32,0.5247,0.4229,1.8137157206632653,0.9797607071493993,3.35751851587518,0.06851313939912614,False,False,0.28448833379637145,False
スタート,2,0.1263,27,0.4427,-0.3164,0.2844894230093471,0.06757832476152341,1.1976359593079486,0.06834212371373988,False,False,0.28448833379637145,False
動かす,2,0.1263,27,0.4427,-0.3164,0.2844894230093471,0.06757832476152341,1.1976359593079486,0.06834212371373988,False,False,0.28448833379637145,False
たたく,2,0.1263,28,0.4591,-0.3327,0.2742839071112316,0.06526941695049095,1.1526326603663162,0.0684306093075619,False,False,0.28448833379637145,False
乗せる,2,0.1263,28,0.4591,-0.3327,0.2742839071112316,0.06526941695049095,1.1526326603663162,0.0684306093075619,False,False,0.28448833379637145,False
字,2,0.1263,28,0.4591,-0.3327,0.2742839071112316,0.06526941695049095,1.1526326603663162,0.0684306093075619,False,False,0.28448833379637145,False
突く,2,0.1263,28,0.4591,-0.3327,0.2742839071112316,0.06526941695049095,1.1526326603663162,0.0684306093075619,False,False,0.28448833379637145,False
ハンドボール,6,0.379,51,0.8362,-0.4572,0.4511917639598642,0.19328239337891973,1.0532465182491708,0.0691247602320975,False,False,0.2865535515076042,False
(,2,0.1263,29,0.4755,-0.3491,0.26478221989574474,0.06311232959472796,1.1108704816178279,0.07091878018993988,False,False,0.29253996828350204,False
踏む,2,0.1263,29,0.4755,-0.3491,0.26478221989574474,0.06311232959472796,1.1108704816178279,0.07091878018993988,False,False,0.29253996828350204,False
腕,17,1.0739,105,1.7216,-0.6477,0.6197044334975369,0.3701185015272064,1.0375962923006536,0.07083294897328654,False,False,0.29253996828350204,False
大会,26,1.6425,148,2.4266,-0.7842,0.6714489055529518,0.4409511584918944,1.0224343991071387,0.07104269213357622,False,False,0.2925699045500972,False
引っ掛かる,18,1.1371,41,0.6722,0.4648,1.6994311540559495,0.9736823401664475,2.966127789564543,0.07375769423611792,False,False,0.30325294613800613,False
言う,5,0.3159,44,0.7214,-0.4056,0.4360381380343358,0.17261610996008364,1.1014572038752155,0.07661138384148267,False,False,0.3144702957028454,False
両足,5,0.3159,45,0.7378,-0.422,0.4262779890156316,0.1689291681989802,1.075675242212599,0.07741871906756059,False,False,0.3167473856793507,False
開始,5,0.3159,45,0.7378,-0.422,0.4262779890156316,0.1689291681989802,1.075675242212599,0.07741871906756059,False,False,0.3167473856793507,False
輪,9,0.5685,16,0.2623,0.3062,2.173880241423126,0.9588393479275987,4.928620539263379,0.07824296902054113,False,False,0.3195983164552397,False
チーム,49,3.0954,141,2.3119,0.7835,1.3497461788121723,0.9705197635507709,1.877153681603266,0.0838968009107435,False,False,0.3240197622036972,False
つまずく,44,2.7795,125,2.0495,0.73,1.3663729694606888,0.9646875506918146,1.9353158339546734,0.08333923984333383,False,False,0.3240197622036972,False
勢い,39,2.4637,108,1.7708,0.6929,1.401176597582038,0.9674457725525145,2.029360108144982,0.07979492727145869,False,False,0.3240197622036972,False
グリップ,5,0.3159,7,0.1148,0.2011,2.757559297483252,0.8740243069665383,8.700139365148624,0.08073132385036928,False,False,0.3240197622036972,False
多量,5,0.3159,7,0.1148,0.2011,2.757559297483252,0.8740243069665383,8.700139365148624,0.08073132385036928,False,False,0.3240197622036972,False
S,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
こぼれる,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
ふく,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
もと,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
よろける,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
コーナー,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
サッシ,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
セット,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
マッサージ,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
メニュー,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
レスリング,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
レンズ,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
下腹,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
入れ,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
制作,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
孔,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
定規,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
寝技,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
尻もち,0,0.0,13,0.2131,-0.2131,0.14235928381807764,0.00845780712651214,2.3961489528023097,0.08397641364928357,False,True,0.3240197622036972,False
