N,N-gram,総出現回数,出現事例数,事例出現率（％）,N別順位
2,鬼ごっこ 逃げ,3,3,0.0391,6612
2,次 時間,3,3,0.0391,6613
2,一輪車 練習,3,3,0.0391,6614
2,転落 考える,3,3,0.0391,6615
2,時間 ベランダ,3,3,0.0391,6616
2,段 階段,3,3,0.0391,6617
2,投げ飛ばす れる,3,3,0.0391,6618
2,休み 教室,3,3,0.0391,6619
2,左足 大腿,3,3,0.0391,6620
2,始業 教室,3,3,0.0391,6621
2,ぶら下がる 手,3,3,0.0391,6622
2,助け 求める,3,3,0.0391,6623
2,当たる 顎,3,3,0.0391,6624
2,学年 競技,3,3,0.0391,6625
2,砲丸 投げる,3,3,0.0391,6626
2,目 投げる,3,3,0.0391,6627
2,手元 狂う,3,3,0.0391,6628
2,強打 左上,3,3,0.0391,6629
2,体育館 横,3,3,0.0391,6630
2,通る 眼,3,3,0.0391,6631
2,つける 跳ぶ,3,3,0.0391,6632
2,体育館 玄関,3,3,0.0391,6633
2,追いかける 行く,3,3,0.0391,6634
2,突っ込む 形,3,3,0.0391,6635
2,打者 待機,3,3,0.0391,6636
2,選手 ゴール,3,3,0.0391,6637
2,頭 額,3,3,0.0391,6638
2,崩す 回転,3,3,0.0391,6639
2,回転 不足,3,3,0.0391,6640
2,電柱 衝突,3,3,0.0391,6641
2,側臥 位,3,3,0.0391,6642
2,庭 遊具,3,3,0.0391,6643
2,プール 遊び,3,3,0.0391,6644
2,頬 上部,3,3,0.0391,6645
2,くる 両手,3,3,0.0391,6646
2,場 年生,3,3,0.0391,6647
2,ろ 側,3,3,0.0391,6648
2,cm 切る,3,3,0.0391,6649
2,形 床,3,3,0.0391,6650
2,追いかける つまずく,3,3,0.0391,6651
2,行く 友人,3,3,0.0391,6652
2,ドア 手,3,3,0.0391,6653
2,出る 扉,3,3,0.0391,6654
2,追いかける うし,3,3,0.0391,6655
2,出る おる,3,3,0.0391,6656
2,指 爪,3,3,0.0391,6657
2,トラック 荷台,3,3,0.0391,6658
2,自宅 向かう,3,3,0.0391,6659
2,グラウンド 走る,3,3,0.0391,6660
2,足 部分,3,3,0.0391,6661
2,切る 膝,3,3,0.0391,6662
2,隣 走る,3,3,0.0391,6663
2,強打 右手,3,3,0.0391,6664
2,壁 頭部,3,3,0.0391,6665
2,別 部員,3,3,0.0391,6666
2,崩す 頭部,3,3,0.0391,6667
2,本 読む,3,3,0.0391,6668
2,縄跳び 練習,3,3,0.0391,6669
2,出る 靴,3,3,0.0391,6670
2,移動 後方,3,3,0.0391,6671
2,痛み しびれ,3,3,0.0391,6672
2,会 移動,3,3,0.0391,6673
2,ソフトボール 守備,3,3,0.0391,6674
2,機 使用,3,3,0.0391,6675
2,スキー 実習,3,3,0.0391,6676
2,午前 練習,3,3,0.0391,6677
2,直撃 場,3,3,0.0391,6678
2,当たり 眼,3,3,0.0391,6679
2,倒れる 左腕,3,3,0.0391,6680
2,調 乳,3,3,0.0391,6682
2,入る スープ,3,3,0.0391,6683
2,転倒 自転車,3,3,0.0391,6684
2,保育 トイレ,3,3,0.0391,6685
2,練習 倒れる,3,3,0.0391,6686
2,人 行く,3,3,0.0391,6687
2,裂創 れる,3,3,0.0391,6688
2,れる く,3,3,0.0391,6689
2,くらむ 起こす,3,3,0.0391,6690
2,れる 両手,3,3,0.0391,6692
2,両手 離す,3,3,0.0391,6693
2,右足 かかる,3,3,0.0391,6694
2,柵 角,3,3,0.0391,6695
2,ほお 辺り,3,3,0.0391,6696
2,転落 防止,3,3,0.0391,6697
2,戦い ごっこ,3,3,0.0391,6698
2,割れる 下腿,3,3,0.0391,6699
2,誤る バランス,3,3,0.0391,6700
2,転落 左手,3,3,0.0391,6701
2,ぶら下がる 状態,3,3,0.0391,6702
2,すべり台 滑る,3,3,0.0391,6703
2,つかむ 損ねる,3,3,0.0391,6704
2,オトガイ 部,3,3,0.0391,6705
2,強打 骨折,3,3,0.0391,6706
2,金属 片,3,3,0.0391,6707
2,上がる つまずく,3,3,0.0391,6708
2,マット 転倒,3,3,0.0391,6709
2,友人 首,3,3,0.0391,6710
2,もみ合う 友人,3,3,0.0391,6711
2,転倒 うし,3,3,0.0391,6712
2,衝突 友人,3,3,0.0391,6713
2,肘 落ちる,3,3,0.0391,6714
2,入る 袋,3,3,0.0391,6715
2,部 片付け,3,3,0.0391,6716
2,眼鏡 割れる,3,3,0.0391,6717
2,相手 右手,3,3,0.0391,6718
2,激突 頭部,3,3,0.0391,6719
2,期末 考査,3,3,0.0391,6720
2,勢い 強い,3,3,0.0391,6721
2,路 登校,3,3,0.0391,6722
2,ミニゲーム ボール,3,3,0.0391,6723
2,進 塁,3,3,0.0391,6724
2,試合 接触,3,3,0.0391,6725
2,当たる 出血,3,3,0.0391,6726
2,大会 予選,3,3,0.0391,6727
2,直径 .,3,3,0.0391,6728
2,部 男子,3,3,0.0391,6729
2,顔面 頭,3,3,0.0391,6730
2,乗せる しまう,3,3,0.0391,6731
2,ゴム 製,3,3,0.0391,6732
2,異常 気付く,3,3,0.0391,6733
2,引っぱる 出す,3,3,0.0391,6734
2,ほお ひっかく,3,3,0.0391,6735
2,近く 本,3,3,0.0391,6736
2,角 眉,3,3,0.0391,6737
2,走る 右足,3,3,0.0391,6738
2,行く 人,3,3,0.0391,6739
2,時限 終了,3,3,0.0391,6740
2,人 鬼,3,3,0.0391,6741
2,場 座り込む,3,3,0.0391,6742
2,後頭部 打ちつける,3,3,0.0391,6743
2,給食 終了,3,3,0.0391,6744
2,つく 割れる,3,3,0.0391,6745
2,強打 痛める,3,3,0.0391,6746
2,体育 走り幅跳び,3,3,0.0391,6747
2,友人 顔面,3,3,0.0391,6748
2,部活 練習,3,3,0.0391,6749
2,落ち 負傷,3,3,0.0391,6750
2,つく 体重,3,3,0.0391,6751
2,柔道 相手,3,3,0.0391,6752
2,場 端,3,3,0.0391,6753
2,られる しまう,3,3,0.0391,6754
2,割れる 左手,3,3,0.0391,6755
2,場 転倒,3,3,0.0391,6756
2,手首 強い,3,3,0.0391,6757
2,要請 病院,3,3,0.0391,6758
2,登校 日,3,3,0.0391,6759
2,部分 ほお,3,3,0.0391,6760
2,遊ぶ 園,3,3,0.0391,6761
2,逃げる 鬼,3,3,0.0391,6762
2,付近 ぶつかる,3,3,0.0391,6763
2,図工 時間,3,3,0.0391,6764
2,椅子 落ちる,3,3,0.0391,6765
2,とっさ 右手,3,3,0.0391,6766
2,脇 置く,3,3,0.0391,6767
2,場所 走る,3,3,0.0391,6768
2,額 眼,3,3,0.0391,6769
2,左足 痛み,3,3,0.0391,6770
2,友人 顔,3,3,0.0391,6771
2,着地 左足,3,3,0.0391,6772
2,ドッジボール 外野,3,3,0.0391,6773
2,壁 高い,3,3,0.0391,6774
2,頭部 肘,3,3,0.0391,6775
2,唇 貫通,3,3,0.0391,6776
2,貫通 創,3,3,0.0391,6777
2,コース 外れる,3,3,0.0391,6778
2,地面 間,3,3,0.0391,6779
2,押さえつける られる,3,3,0.0391,6780
2,チームメイト 振る,3,3,0.0391,6781
2,張る ワイヤー,3,3,0.0391,6782
2,支柱 跳ね返る,3,3,0.0391,6783
2,ネット ワイヤー,3,3,0.0391,6784
2,強い 引っ張る,3,3,0.0391,6785
2,面 強い,3,3,0.0391,6786
2,ゴール ぶら下がる,3,3,0.0391,6787
2,友人 見つける,3,3,0.0391,6789
2,転倒 ブロック,3,3,0.0391,6790
2,部 室内,3,3,0.0391,6791
2,感覚 失う,3,3,0.0391,6792
2,崩す 着地,3,3,0.0391,6793
2,足首 強い,3,3,0.0391,6794
2,時間 クラスメイト,3,3,0.0391,6795
2,ベランダ 友人,3,3,0.0391,6796
2,打撲 顔面,3,3,0.0391,6797
2,ｍ 手前,3,3,0.0391,6798
2,せる 遊ぶ,3,3,0.0391,6799
2,形 相手,3,3,0.0391,6800
2,担当 教師,3,3,0.0391,6801
2,落ちる 右足,3,3,0.0391,6802
2,担任 注意,3,3,0.0391,6804
2,外 連れ出す,3,3,0.0391,6805
2,顔 出す,3,3,0.0391,6806
2,角 当たる,3,3,0.0391,6807
2,廊下 移動,3,3,0.0391,6808
2,ほお 眼,3,3,0.0391,6809
2,側 行く,3,3,0.0391,6810
2,下校 走る,3,3,0.0391,6812
2,左足 すね,3,3,0.0391,6813
2,肘 転倒,3,3,0.0391,6814
2,荷重 かかる,3,3,0.0391,6815
2,肘 痛める,3,3,0.0391,6816
2,座る 見学,3,3,0.0391,6817
2,バット 眼,3,3,0.0391,6818
2,ゴール シュート,3,3,0.0391,6819
2,眼鏡 ずれる,3,3,0.0391,6820
2,コンクリート 間,3,3,0.0391,6821
2,打つ いく,3,3,0.0391,6822
2,刃 巻き込む,3,3,0.0391,6823
2,失敗 左腕,3,3,0.0391,6824
2,つかまる 立ち,3,3,0.0391,6825
2,作る 遊ぶ,3,3,0.0391,6826
2,遊ぶ 始める,3,3,0.0391,6827
2,くる 幼児,3,3,0.0391,6828
2,スキー 学習,3,3,0.0391,6829
2,膝 接触,3,3,0.0391,6830
2,切れる 醜状,3,3,0.0391,6831
2,部分 衝突,3,3,0.0391,6832
2,られる 走る,3,3,0.0391,6833
2,同士 ぶつかる,3,3,0.0391,6834
2,遊ぶ 反対,3,3,0.0391,6835
2,挫創 醜状,3,3,0.0391,6836
2,頭蓋骨 陥没,3,3,0.0391,6837
2,スパイク 打つ,3,3,0.0391,6838
2,左足 膝,3,3,0.0391,6839
2,差 残存,3,3,0.0391,6840
2,体 ひねる,3,3,0.0391,6841
2,段 塔,3,3,0.0391,6842
2,祭 騎馬,3,3,0.0391,6843
2,打球 防ぐ,3,3,0.0391,6844
2,字 ネット,3,3,0.0391,6845
2,ネット 使用,3,3,0.0391,6846
2,立つ 投球,3,3,0.0391,6847
2,コート 後方,3,3,0.0391,6848
2,骨 神経,3,3,0.0391,6849
2,顔面 醜状,3,3,0.0391,6850
2,肘 脱臼,3,3,0.0391,6851
2,ハードル 走る,3,3,0.0391,6852
2,肘 体重,3,3,0.0391,6853
2,ハードル 足,3,3,0.0391,6854
2,負う 器質,3,3,0.0391,6855
2,障害 頚部,3,3,0.0391,6856
2,頚部 上肢,3,3,0.0391,6857
2,腹部 瘢痕,3,3,0.0391,6858
2,科 運動,3,3,0.0391,6859
2,場 たこ,3,3,0.0391,6860
2,ぶら下がる 足,3,3,0.0391,6861
2,避難 訓練,3,3,0.0391,6862
2,教室 机,3,3,0.0391,6864
2,窓 手すり,3,3,0.0391,6865
2,ぶつける 手術,3,3,0.0391,6866
2,痕 肘,3,3,0.0391,6867
2,縄跳び 縄,3,3,0.0391,6868
2,出入り口 付近,3,3,0.0391,6869
2,強打 眉,3,3,0.0391,6870
2,負う 眼,3,3,0.0391,6871
2,身体 持ち上げる,3,3,0.0391,6872
2,先端 当たる,3,3,0.0391,6873
2,場 ネット,3,3,0.0391,6874
2,強打 複,3,3,0.0391,6875
2,ネット 設置,3,3,0.0391,6876
2,隣 マシン,3,3,0.0391,6877
2,倒れる 膝,3,3,0.0391,6878
2,部 見学,3,3,0.0391,6879
2,行く 校舎,3,3,0.0391,6880
2,駆ける 降りる,3,3,0.0391,6881
2,首 腰,3,3,0.0391,6882
2,地面 腹部,3,3,0.0391,6883
2,戸外 遊び,3,3,0.0391,6884
2,遊び 保育,3,3,0.0391,6885
2,おもちゃ 取り合い,3,3,0.0391,6886
2,顔 線,3,3,0.0391,6887
2,熱傷 大腿,3,3,0.0391,6888
2,課外 指導,3,3,0.0391,6889
2,治療 下肢,3,3,0.0391,6890
2,下肢 瘢痕,3,3,0.0391,6891
2,頬 瘢痕,3,3,0.0391,6892
2,肢 線,3,3,0.0391,6893
2,転ぶ 負傷,3,3,0.0391,6894
2,失敗 肘,3,3,0.0391,6895
2,運動 ハンド,3,3,0.0391,6896
2,着地 転倒,3,3,0.0391,6897
2,疼痛 手術,3,3,0.0391,6898
2,唇 瘢痕,3,3,0.0391,6899
2,瘢痕 線,3,3,0.0391,6900
2,打つ 打者,3,3,0.0391,6901
2,首 元,3,3,0.0391,6902
2,膝 瘢痕,3,3,0.0391,6903
2,負傷 右手,3,3,0.0391,6904
2,肘 手術,3,3,0.0391,6905
2,負傷 右足,3,3,0.0391,6906
2,トス 打球,3,3,0.0391,6907
2,着地 右腕,3,3,0.0391,6908
2,回る くる,3,3,0.0391,6909
2,手術 左足,3,3,0.0391,6910
2,上がり 補助,3,3,0.0391,6912
2,顔面 擦過,3,3,0.0391,6913
2,創 ほお,3,3,0.0391,6914
2,崩す 体,3,3,0.0391,6915
2,強打 眼鏡,3,3,0.0391,6916
2,眼鏡 破損,3,3,0.0391,6917
2,治療 前腕,3,3,0.0391,6918
2,打撲 挫創,3,3,0.0391,6919
2,転落 救急,3,3,0.0391,6920
2,付近 倒れる,3,3,0.0391,6921
2,周辺 鬼ごっこ,3,3,0.0391,6922
2,治療 ほお,3,3,0.0391,6923
2,着地 右足,3,3,0.0391,6924
2,頭部 挫創,3,3,0.0391,6925
2,顔面 挫滅創,3,3,0.0391,6926
2,顔面 裂創,3,3,0.0391,6927
2,裂創 前額,3,3,0.0391,6928
2,位 骨,3,3,0.0391,6929
2,骨 端,3,3,0.0391,6930
2,線 損傷,3,3,0.0391,6931
2,損傷 手術,3,3,0.0391,6932
2,かかる 転倒,3,3,0.0391,6933
2,筋 膜,3,3,0.0391,6934
2,粉砕 骨折,3,3,0.0391,6935
2,シュート 防ぐ,3,3,0.0391,6936
2,受傷 部位,3,3,0.0391,6937
2,冷やす 応急,3,3,0.0391,6938
2,組織 陥没,3,3,0.0391,6939
2,陥没 残る,3,3,0.0391,6940
2,後日 手術,3,3,0.0391,6941
2,打ち付ける 骨折,3,3,0.0391,6942
2,室 掃除,3,3,0.0391,6943
2,体 足,3,3,0.0391,6944
2,創 瘢痕,3,3,0.0391,6945
2,眼窩 部,3,3,0.0391,6946
2,治療 眉,3,3,0.0391,6947
2,創 線,3,3,0.0391,6948
2,橈骨尺 骨,3,3,0.0391,6949
2,階 コンクリート,3,3,0.0391,6950
2,崩す 腕,3,3,0.0391,6952
2,挫創 ほお,3,3,0.0391,6953
2,眼鏡 当たる,3,3,0.0391,6954
2,治療 頬骨,3,3,0.0391,6955
2,押す 形,3,3,0.0391,6956
2,頭部 瘢痕,3,3,0.0391,6957
2,走る 接触,3,3,0.0391,6958
2,裂創 線,3,3,0.0391,6959
2,処置 受診,3,3,0.0391,6960
2,右足 相手,3,3,0.0391,6961
2,シュート ゴール,3,3,0.0391,6962
2,左足 痛める,3,3,0.0391,6963
2,場 ｍ,3,3,0.0391,6965
2,ボール 片付ける,3,3,0.0391,6966
2,崩す ボール,3,3,0.0391,6967
2,手術 頬骨,3,3,0.0391,6968
2,ピッチャー 務める,3,3,0.0391,6969
2,頭部 手術,3,3,0.0391,6970
2,突起 骨折,3,3,0.0391,6971
2,庭 走る,3,3,0.0391,6972
2,トイレ 戻る,3,3,0.0391,6973
2,投げる シャープペンシル,3,3,0.0391,6974
2,投げる 消しゴム,3,3,0.0391,6975
2,側 コート,3,3,0.0391,6976
2,当る 負傷,3,3,0.0391,6977
2,釘 頭,3,3,0.0391,6978
2,待つ 眼,3,3,0.0391,6979
2,距離 左目,3,3,0.0391,6980
2,当たる 場,3,3,0.0391,6981
2,ボール 気づく,3,3,0.0391,6983
2,組 キャッチボール,3,3,0.0391,6984
2,投げる 相手,3,3,0.0391,6985
2,柄 先端,3,3,0.0391,6986
2,プロレス ごっこ,3,3,0.0391,6987
2,直径 ㎝,3,3,0.0391,6988
2,球 投げる,3,3,0.0391,6989
2,返す ボール,3,3,0.0391,6990
2,校門 付近,3,3,0.0391,6991
2,れる 後頭部,3,3,0.0391,6992
2,ラリー 相手,3,3,0.0391,6993
2,相手 返球,3,3,0.0391,6994
2,ネット ボール,3,3,0.0391,6995
2,ベース ライン,3,3,0.0391,6996
2,練習 マネージャー,3,3,0.0391,6997
2,ネット すき間,3,3,0.0391,6999
2,部 グランド,3,3,0.0391,7000
2,使用 練習,3,3,0.0391,7001
2,目 直撃,3,3,0.0391,7002
2,かする ボール,3,3,0.0391,7003
2,口論 眼,3,3,0.0391,7004
2,目 負傷,3,3,0.0391,7005
2,拾う 別,3,3,0.0391,7006
2,見る ボール,3,3,0.0391,7007
2,気づく 眼,3,3,0.0391,7008
2,飛ばす 遊ぶ,3,3,0.0391,7009
2,左足 蹴る,3,3,0.0391,7010
2,飛び降りる 着地,3,3,0.0391,7011
2,メートル 先,3,3,0.0391,7013
2,入ろう ドア,3,3,0.0391,7014
2,打席 ボール,3,3,0.0391,7015
2,バー 持つ,3,3,0.0391,7016
2,眼 竹刀,3,3,0.0391,7017
2,回 蹴る,3,3,0.0391,7018
2,捕る ジャンプ,3,3,0.0391,7019
2,振り返る 瞬間,3,3,0.0391,7020
2,拾う 向く,3,3,0.0391,7021
2,部 シャトル,3,3,0.0391,7022
2,側 チーム,3,3,0.0391,7023
2,振り向く シャトル,3,3,0.0391,7024
2,目 強打,3,3,0.0391,7025
2,遮断 機,3,3,0.0391,7026
2,ボール ｍ,3,3,0.0391,7027
2,後ろ 座る,3,3,0.0391,7028
2,投げる 振り向く,3,3,0.0391,7029
2,ドリブル 攻める,3,3,0.0391,7030
2,針金 切る,3,3,0.0391,7031
2,バスケット ボール,3,3,0.0391,7032
2,言葉 かける,3,3,0.0391,7033
2,鉛筆 眼,3,3,0.0391,7034
2,眼 刺す,3,3,0.0391,7035
2,サイド 飛び込む,3,3,0.0391,7036
2,指導 れる,3,3,0.0391,7037
2,ボール 追いつく,3,3,0.0391,7038
2,ボール キーパー,3,3,0.0391,7039
2,屋根 上がる,3,3,0.0391,7040
2,ベース 後方,3,3,0.0391,7041
2,うまい 捕る,3,3,0.0391,7042
2,気付く 遅れる,3,3,0.0391,7043
2,打球 ワン,3,3,0.0391,7044
2,バッティング 投手,3,3,0.0391,7045
2,ランニング パス,3,3,0.0391,7046
2,先 眼球,3,3,0.0391,7047
2,相手 打ち返す,3,3,0.0391,7048
2,打ち返す 眼,3,3,0.0391,7049
2,シャトル 強い,3,3,0.0391,7050
2,破片 眼球,3,3,0.0391,7051
2,鼻 頭,3,3,0.0391,7052
2,トラック 走る,3,3,0.0391,7053
2,打球 地面,3,3,0.0391,7054
2,トス 打者,3,3,0.0391,7055
2,打つ ファウルチップ,3,3,0.0391,7056
2,移動 昇降,3,3,0.0391,7057
2,蹴る だす,3,3,0.0391,7058
2,頬 打撲,3,3,0.0391,7059
2,運動 壁,3,3,0.0391,7060
2,監督 もと,3,3,0.0391,7061
2,スプリング 練習,3,3,0.0391,7062
2,相手 顎,3,3,0.0391,7063
2,練習 トレーニング,3,3,0.0391,7064
2,向ける 投げる,3,3,0.0391,7065
2,ゴム 反動,3,3,0.0391,7067
2,ボール 使用,3,3,0.0391,7068
2,対 ボール,3,3,0.0391,7069
2,太い さ,3,3,0.0391,7070
2,返球 ボール,3,3,0.0391,7071
2,ボール ワン,3,3,0.0391,7072
2,カバー 入る,3,3,0.0391,7073
2,出し バッター,3,3,0.0391,7074
2,投げる 誤る,3,3,0.0391,7075
2,ネット 挟む,3,3,0.0391,7076
2,一部 見える,3,3,0.0391,7077
2,部 友人,3,3,0.0391,7078
2,トラブル 相手,3,3,0.0391,7079
2,近距離 蹴る,3,3,0.0391,7080
2,左目 ボール,3,3,0.0391,7081
2,枠 跳ね返る,3,3,0.0391,7082
2,直撃 打球,3,3,0.0391,7083
2,眼 打球,3,3,0.0391,7084
2,場 崩れ落ちる,3,3,0.0391,7085
2,攻撃 守備,3,3,0.0391,7086
2,ゲーム ゲーム,3,3,0.0391,7087
2,開始 分,3,3,0.0391,7088
2,座る 後ろ,3,3,0.0391,7089
2,友人 右足,3,3,0.0391,7090
2,風 吹く,3,3,0.0391,7091
2,メートル 離れる,3,3,0.0391,7092
2,ドッジボール コート,3,3,0.0391,7093
2,あたり 殴る,3,3,0.0391,7094
2,体育館 フットサル,3,3,0.0391,7095
2,後ろ向き 倒れる,3,3,0.0391,7096
2,強打 様子,3,3,0.0391,7097
2,手 縄,3,3,0.0391,7098
2,筒 状,3,3,0.0391,7099
2,患部 冷やす,3,3,0.0391,7100
2,振り切る ラケット,3,3,0.0391,7101
2,痛み 腫れ,3,3,0.0391,7102
2,練習 れる,3,3,0.0391,7103
2,バッター 打席,3,3,0.0391,7104
2,基本 練習,3,3,0.0391,7105
2,眼球 ぶつかる,3,3,0.0391,7106
2,教室 クラスメイト,3,3,0.0391,7107
2,室 応急,3,3,0.0391,7108
2,当たる 打撲,3,3,0.0391,7109
2,距離 直接,3,3,0.0391,7110
2,ボール 眼下,3,3,0.0391,7111
2,立つ られる,3,3,0.0391,7112
2,検査 結果,3,3,0.0391,7113
2,練習 スマッシュ,3,3,0.0391,7114
2,得る られる,3,3,0.0391,7116
2,参観 日,3,3,0.0391,7117
2,様子 観察,3,3,0.0391,7118
2,眼球 内,3,3,0.0391,7119
2,拳 殴る,3,3,0.0391,7120
2,弁当 食べる,3,3,0.0391,7121
2,球 入れる,3,3,0.0391,7122
2,目 ボール,3,3,0.0391,7123
2,当たる 思う,3,3,0.0391,7124
2,左側 地面,3,3,0.0391,7125
2,大会 団体,3,3,0.0391,7126
2,出場 試合,3,3,0.0391,7127
2,障害 起こす,3,3,0.0391,7128
2,見る 眼,3,3,0.0391,7129
2,～ 人,3,3,0.0391,7130
2,体 眼,3,3,0.0391,7131
2,ゲーム 対戦,3,3,0.0391,7132
2,塁 守備,3,3,0.0391,7134
2,守備 眼,3,3,0.0391,7135
2,強い あたり,3,3,0.0391,7136
2,バント 処理,3,3,0.0391,7137
2,体育館 ギャラリー,3,3,0.0391,7138
2,倒れる おる,3,3,0.0391,7139
2,キック ベース,3,3,0.0391,7140
2,隣 グループ,3,3,0.0391,7141
2,持つ おる,3,3,0.0391,7142
2,通常 通り,3,3,0.0391,7143
2,縄 眼,3,3,0.0391,7144
2,ボール ピッチャー,3,3,0.0391,7145
2,打つ ライナー,3,3,0.0391,7146
2,横 ぶつかる,3,3,0.0391,7147
2,両手 つかむ,3,3,0.0391,7148
2,痛み ない,3,3,0.0391,7149
2,後ろ 振り返る,3,3,0.0391,7150
2,状態 陥る,3,3,0.0391,7151
2,眼 出血,3,3,0.0391,7152
2,ひざ 蹴る,3,3,0.0391,7153
2,体育 座り,3,3,0.0391,7154
2,ざま 顔面,3,3,0.0391,7155
2,手 押さえる,3,3,0.0391,7156
2,けんか 頭,3,3,0.0391,7157
2,昼休み 友達,3,3,0.0391,7158
2,ゲーム 友達,3,3,0.0391,7159
2,左目 あたり,3,3,0.0391,7160
2,投げる 砲丸,3,3,0.0391,7161
2,石 当たる,3,3,0.0391,7162
2,大会 ゴールキーパー,3,3,0.0391,7163
2,出場 ボール,3,3,0.0391,7164
2,当たる 骨折,3,3,0.0391,7165
2,蹴る 合う,3,3,0.0391,7166
2,スマッシュ れる,3,3,0.0391,7167
2,ｍ 地面,3,3,0.0391,7168
2,大会 体育館,3,3,0.0391,7169
2,直後 意識,3,3,0.0391,7170
2,足 甲,3,3,0.0391,7171
2,痛み 出る,3,3,0.0391,7172
2,組 並ぶ,3,3,0.0391,7173
2,眼 顔面,3,3,0.0391,7174
2,相手 打者,3,3,0.0391,7175
2,上がる いく,3,3,0.0391,7176
2,顔面 等,3,3,0.0391,7177
2,出す 止める,3,3,0.0391,7178
2,眼 床,3,3,0.0391,7179
2,意識 なくす,3,3,0.0391,7180
2,格技 室,3,3,0.0391,7181
2,席 後ろ,3,3,0.0391,7182
2,バント 打球,3,3,0.0391,7183
2,練習 打席,3,3,0.0391,7184
2,試合 準備,3,3,0.0391,7185
2,打球 当たる,3,3,0.0391,7187
2,隣 打つ,3,3,0.0391,7188
2,投げる 人,3,3,0.0391,7189
2,練習 分間,3,3,0.0391,7190
2,分間 回,3,3,0.0391,7191
2,サッカー ゴールキーパー,3,3,0.0391,7192
2,支柱 外れる,3,3,0.0391,7193
2,防護 用,3,3,0.0391,7194
2,練習 打ち返す,3,3,0.0391,7195
2,投げる 木,3,3,0.0391,7196
2,合宿 練習,3,3,0.0391,7197
2,マネージャー 練習,3,3,0.0391,7198
2,ラグビー 試合,3,3,0.0391,7199
2,祭 片付け,3,3,0.0391,7200
2,眼 周り,3,3,0.0391,7201
2,分かる 入院,3,3,0.0391,7202
2,ゴールキーパー 足,3,3,0.0391,7203
2,体力 作り,3,3,0.0391,7204
2,ミニゲーム 相手,3,3,0.0391,7205
2,回転 せる,3,3,0.0391,7207
2,ボール グローブ,3,3,0.0391,7208
2,離れる 眼,3,3,0.0391,7211
2,跳び箱 段,3,3,0.0391,7212
2,状態 着地,3,3,0.0391,7213
2,地面 ほお,3,3,0.0391,7214
2,眼 ほお,3,3,0.0391,7215
2,練習 走者,3,3,0.0391,7216
2,ボール 太陽,3,3,0.0391,7217
2,見える 眼,3,3,0.0391,7218
2,嘔吐 意識,3,3,0.0391,7220
2,ヘディング 頭,3,3,0.0391,7221
2,痛み 場,3,3,0.0391,7222
2,つく 体,3,3,0.0391,7223
2,まぶた 当たる,3,3,0.0391,7224
2,おる 友人,3,3,0.0391,7226
2,滑る 誤る,3,3,0.0391,7227
2,教室 清掃,3,3,0.0391,7228
2,部 パス,3,3,0.0391,7229
2,攻める くる,3,3,0.0391,7230
2,腕 眼,3,3,0.0391,7231
2,部 対外,3,3,0.0391,7232
2,除草 作業,3,3,0.0391,7233
2,サッカー 場,3,3,0.0391,7234
2,分 意識,3,3,0.0391,7235
2,場 箇所,3,3,0.0391,7236
2,動ける しまう,3,3,0.0391,7238
2,シュート 蹴る,3,3,0.0391,7239
2,使う バッティング,3,3,0.0391,7240
2,整形 外科,3,3,0.0391,7241
2,試合 バント,3,3,0.0391,7242
2,転落 眼,3,3,0.0391,7243
2,つまずく 膝,3,3,0.0391,7244
2,話す 廊下,3,3,0.0391,7246
2,直撃 外傷,3,3,0.0391,7247
2,強打 外傷,3,3,0.0391,7248
2,破裂 視力,3,3,0.0391,7249
2,直撃 眼窩,3,3,0.0391,7250
2,外野 送球,3,3,0.0391,7251
2,ベンチ 戻る,3,3,0.0391,7252
2,側壁 骨折,3,3,0.0391,7253
2,ボクシング 相手,3,3,0.0391,7254
2,動く にくい,3,3,0.0391,7256
2,指導 終了,3,3,0.0391,7257
2,視野 広い,3,3,0.0391,7258
2,広い さ,3,3,0.0391,7259
2,さ 減じる,3,3,0.0391,7260
2,減じる 複,3,3,0.0391,7261
2,場 運動会,3,3,0.0391,7262
2,失明 調節,3,3,0.0391,7263
2,カット 手,3,3,0.0391,7264
2,視野 欠損,3,3,0.0391,7265
2,減退 眼,3,3,0.0391,7267
2,頬 付近,3,3,0.0391,7268
2,ミニ サッカー,3,3,0.0391,7269
2,ディフェンス 足,3,3,0.0391,7270
2,場 ウォーミングアップ,3,3,0.0391,7271
2,日 意識,3,3,0.0391,7272
2,穿孔 外傷,3,3,0.0391,7274
2,体育館 相手,3,3,0.0391,7275
2,宙返り 回転,3,3,0.0391,7276
2,れる 振り向く,3,3,0.0391,7277
2,網膜 裂孔,3,3,0.0391,7278
2,網膜 変性,3,3,0.0391,7279
2,網膜 震盪,3,3,0.0391,7280
2,膜 破裂,3,3,0.0391,7281
2,萎縮 眼,3,3,0.0391,7282
2,複数 回,3,3,0.0391,7283
2,患部 冷却,3,3,0.0391,7284
2,眼窩 吹き抜け,3,3,0.0391,7285
2,発作 残る,3,3,0.0391,7286
2,られる 負傷,3,3,0.0391,7287
2,手術 陳,3,3,0.0391,7288
2,陳 性,3,3,0.0391,7289
2,特別 運動,3,3,0.0391,7290
2,性 緑内障,3,3,0.0391,7291
2,裂 眼,3,3,0.0391,7292
2,網 脈絡,3,3,0.0391,7293
2,特発 性,3,3,0.0391,7294
2,孔 網膜,3,3,0.0391,7295
