Sub,状態,Step4成果数,理由,成果物
28,既存成果を利用,19,Step4で特徴間・事例間・All対歯牙障害のJaccard解析が実施済みのため再計算しない。,Step4-1_All_カテゴリ特徴間Jaccard.csv | Step4-1_All_統合特徴間Jaccard.csv | Step4-1_All_解析サマリー.csv | Step4-1_All_語特徴間Jaccard.csv | Step4-2_歯牙障害_カテゴリ特徴間Jaccard.csv | Step4-2_歯牙障害_統合特徴間Jaccard.csv | Step4-2_歯牙障害_解析サマリー.csv | Step4-2_歯牙障害_語特徴間Jaccard.csv | Step4-3_All_カテゴリ特徴_類似事例上位.csv | Step4-3_All_統合特徴_類似事例上位.csv | Step4-3_All_解析サマリー.csv | Step4-3_All_語特徴_類似事例上位.csv | Step4-4_歯牙障害_カテゴリ特徴_類似事例上位.csv | Step4-4_歯牙障害_統合特徴_類似事例上位.csv | Step4-4_歯牙障害_解析サマリー.csv | Step4-4_歯牙障害_語特徴_類似事例上位.csv | Step4-5_All_vs歯牙障害_Jaccard比較.csv | Step4-5_All_vs歯牙障害_特徴差分.csv | Step4-5_All_vs歯牙障害_解析サマリー.csv
