クラスタ数,silhouette_score,慣性
2,0.11920151114463806,36396.765625
6,0.11513712257146835,29808.732421875
4,0.11475393176078796,32412.001953125
7,0.11469753831624985,28565.341796875
5,0.11209767311811447,30986.607421875
8,0.109103724360466,27574.75390625
3,0.09939604997634888,34729.5546875
