クラスタ数,silhouette_score,慣性
4,0.19856618344783783,7358.56787109375
8,0.19524861872196198,6095.296875
3,0.18651233613491058,7905.76318359375
7,0.1864490807056427,6287.1552734375
6,0.17520274221897125,6576.533203125
2,0.17176833748817444,9172.046875
5,0.16971035301685333,7232.35693359375
